row_type,scope,group_id,valid_point_count,used_point_count,uniform_subsample_cap,valid_fraction,bias_mm,mae_mm,rmse_mm,p95_abs_mm,max_abs_mm,a_frame_mm,k_frame_mm_per_normalized_stripe,remaining_rmse_after_a_k_mm,pnp_rmse_px,board_center_x_mm,board_center_y_mm,board_center_z_mm,plane_nx,plane_ny,plane_nz,u_mean_px,u_std_px,u_range_px,v_min_px,v_max_px,lambda_truth_min_mm,lambda_truth_max_mm,quality_warnings,region,v_center_px,plane_d_mm,plane_normal_angle_deg,plane_d_delta_mm,plane_consistent,group_ids,group_count,a_frame_mean_mm,a_frame_std_mm,a_frame_range_mm,k_frame_mean_mm_per_normalized_stripe,k_frame_std_mm_per_normalized_stripe,k_frame_range_mm_per_normalized_stripe,v_center_median_px,v_center_min_px,v_center_max_px,plane_normal_angle_max_deg,plane_d_delta_abs_max_mm,same_v_pair_count,same_v_overlap_v_start_median_px,same_v_overlap_v_end_median_px,same_v_e_delta_rmse_median_mm,same_v_e_delta_rmse_p95_mm,same_v_e_delta_p95_abs_median_mm,same_v_e_delta_p95_abs_p95_mm,same_v_e_delta_max_abs_mm,region_left,region_right,common_v_start_px,common_v_end_px,overlap_point_count,left_curve_bias_mm,right_curve_bias_mm,delta_bias_mm,delta_rmse_mm,delta_p95_abs_mm,delta_max_abs_mm,group_left,group_right,e_delta_bias_mm,e_delta_rmse_mm,e_delta_p95_abs_mm,e_delta_max_abs_mm
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,002,003,0.004625222282934864,0.012304781091652322,0.025050438352906903,0.12090174569070616
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,002,004,-0.0006167310567162887,0.012142915684149087,0.02445620574170279,0.11756574461868283
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,002,005,-0.0038801009709294415,0.013771781139238813,0.027710149400529755,0.12764551081413925
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,003,004,-0.005241953339651153,0.012464099518030857,0.02369604411659258,0.10258254232639677
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,003,005,-0.008505323253864305,0.015464433930896089,0.028666537344340798,0.12211164075117645
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,004,005,-0.0032633699142131534,0.012357414381009943,0.022720870794220093,0.16129686158517517
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,011,012,-0.014717212201429342,0.019567411034120352,0.03420192263302349,0.12405060416892236
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,011,013,-0.004328594187225906,0.012146647091315101,0.025697854827153567,0.07793169363827529
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,011,014,-0.004717940904564887,0.013652814200069186,0.028142593984373625,0.07879034456786041
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,011,015,0.0005725772814426459,0.012246161344992257,0.024207951897582704,0.11595839075457055
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,012,013,0.01038861801420344,0.01739566517921407,0.0306843021446905,0.1185178979576801
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,012,014,0.009999271296864455,0.016972148230591504,0.031159603739348646,0.18317791438904923
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,012,015,0.015289789482871989,0.02017736209361779,0.03522786561599021,0.12774430483018762
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,013,014,-0.0003893467173389821,0.013349579786776459,0.027401665541838073,0.08289637412302972
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,013,015,0.004901171468668551,0.014587208491595704,0.029808525947030064,0.10841273114499421
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,2772.0,2057,,,,,,,014,015,0.005290518186007532,0.01338840943268797,0.02781807657441795,0.09041599819666943
