v_bin,v_bin_lo_px,v_bin_hi_px,point_count,unique_frame_count,frame_ids,frame_contribution_json,lambda_truth_min_mm,lambda_truth_max_mm,lambda_truth_span_mm,lambda_truth_median_mm,Z_min_mm,Z_max_mm,Z_span_mm,Z_median_mm,support_class
v_1000_1100,1000.0,1100.0,1554,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":74,""ratio"":0.047619047619047616},""002"":{""count"":73,""ratio"":0.046975546975546977},""003"":{""count"":21,""ratio"":0.013513513513513514},""004"":{""count"":23,""ratio"":0.014800514800514801},""005"":{""count"":46,""ratio"":0.029601029601029602},""006"":{""count"":43,""ratio"":0.027670527670527672},""007"":{""count"":57,""ratio"":0.03667953667953668},""008"":{""count"":27,""ratio"":0.017374517374517374},""009"":{""count"":36,""ratio"":0.023166023166023165},""010"":{""count"":47,""ratio"":0.030244530244530245},""011"":{""count"":45,""ratio"":0.02895752895752896},""012"":{""count"":25,""ratio"":0.016087516087516088},""013"":{""count"":48,""ratio"":0.03088803088803089},""014"":{""count"":34,""ratio"":0.021879021879021878},""015"":{""count"":76,""ratio"":0.0489060489060489},""016"":{""count"":54,""ratio"":0.03474903474903475},""017"":{""count"":31,""ratio"":0.019948519948519948},""018"":{""count"":45,""ratio"":0.02895752895752896},""025"":{""count"":16,""ratio"":0.010296010296010296},""026"":{""count"":6,""ratio"":0.003861003861003861},""027"":{""count"":37,""ratio"":0.023809523809523808},""028"":{""count"":43,""ratio"":0.027670527670527672},""029"":{""count"":41,""ratio"":0.026383526383526385},""030"":{""count"":50,""ratio"":0.032175032175032175},""031"":{""count"":26,""ratio"":0.01673101673101673},""032"":{""count"":33,""ratio"":0.021235521235521235},""033"":{""count"":54,""ratio"":0.03474903474903475},""034"":{""count"":41,""ratio"":0.026383526383526385},""035"":{""count"":27,""ratio"":0.017374517374517374},""036"":{""count"":40,""ratio"":0.02574002574002574},""049"":{""count"":75,""ratio"":0.04826254826254826},""050"":{""count"":34,""ratio"":0.021879021879021878},""051"":{""count"":39,""ratio"":0.025096525096525095},""052"":{""count"":52,""ratio"":0.03346203346203346},""053"":{""count"":79,""ratio"":0.05083655083655084},""054"":{""count"":56,""ratio"":0.036036036036036036}}",636.826477988318,713.0448540728078,76.21837608448982,679.6234728326042,636.826477988318,713.0448540728078,76.21837608448982,679.6234728326042,highly-redundant
v_1100_1200,1100.0,1200.0,1262,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":4,""ratio"":0.003169572107765452},""002"":{""count"":61,""ratio"":0.04833597464342314},""003"":{""count"":59,""ratio"":0.04675118858954041},""004"":{""count"":33,""ratio"":0.026148969889064975},""005"":{""count"":30,""ratio"":0.02377179080824089},""006"":{""count"":59,""ratio"":0.04675118858954041},""007"":{""count"":50,""ratio"":0.039619651347068144},""008"":{""count"":50,""ratio"":0.039619651347068144},""009"":{""count"":31,""ratio"":0.02456418383518225},""010"":{""count"":49,""ratio"":0.03882725832012678},""011"":{""count"":56,""ratio"":0.044374009508716325},""012"":{""count"":26,""ratio"":0.020602218700475437},""013"":{""count"":49,""ratio"":0.03882725832012678},""014"":{""count"":64,""ratio"":0.05071315372424723},""015"":{""count"":18,""ratio"":0.014263074484944533},""016"":{""count"":41,""ratio"":0.03248811410459588},""017"":{""count"":17,""ratio"":0.01347068145800317},""018"":{""count"":26,""ratio"":0.020602218700475437},""025"":{""count"":39,""ratio"":0.030903328050713153},""026"":{""count"":3,""ratio"":0.002377179080824089},""027"":{""count"":22,""ratio"":0.017432646592709985},""028"":{""count"":38,""ratio"":0.030110935023771792},""029"":{""count"":33,""ratio"":0.026148969889064975},""030"":{""count"":9,""ratio"":0.0071315372424722665},""031"":{""count"":16,""ratio"":0.012678288431061807},""032"":{""count"":33,""ratio"":0.026148969889064975},""033"":{""count"":53,""ratio"":0.041996830427892234},""034"":{""count"":38,""ratio"":0.030110935023771792},""035"":{""count"":45,""ratio"":0.03565768621236133},""036"":{""count"":22,""ratio"":0.017432646592709985},""049"":{""count"":60,""ratio"":0.04754358161648178},""050"":{""count"":30,""ratio"":0.02377179080824089},""051"":{""count"":7,""ratio"":0.005546751188589541},""052"":{""count"":24,""ratio"":0.01901743264659271},""053"":{""count"":31,""ratio"":0.02456418383518225},""054"":{""count"":36,""ratio"":0.028526148969889066}}",639.3785822016833,712.9595328695424,73.58095066785904,679.4714873080553,639.3785822016833,712.9595328695424,73.58095066785904,679.4714873080553,highly-redundant
v_1200_1300,1200.0,1300.0,1469,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":32,""ratio"":0.021783526208304968},""002"":{""count"":80,""ratio"":0.05445881552076242},""003"":{""count"":57,""ratio"":0.03880190605854323},""004"":{""count"":59,""ratio"":0.04016337644656229},""005"":{""count"":17,""ratio"":0.011572498298162015},""006"":{""count"":54,""ratio"":0.03675970047651463},""007"":{""count"":29,""ratio"":0.019741320626276378},""008"":{""count"":49,""ratio"":0.033356024506466984},""009"":{""count"":62,""ratio"":0.04220558202859088},""010"":{""count"":47,""ratio"":0.031994554118447927},""011"":{""count"":46,""ratio"":0.031313818924438394},""012"":{""count"":64,""ratio"":0.043567052416609936},""013"":{""count"":28,""ratio"":0.01906058543226685},""014"":{""count"":65,""ratio"":0.04424778761061947},""015"":{""count"":27,""ratio"":0.018379850238257316},""016"":{""count"":54,""ratio"":0.03675970047651463},""017"":{""count"":76,""ratio"":0.051735874744724304},""018"":{""count"":28,""ratio"":0.01906058543226685},""025"":{""count"":55,""ratio"":0.037440435670524165},""026"":{""count"":41,""ratio"":0.027910142954390742},""027"":{""count"":58,""ratio"":0.039482641252552755},""028"":{""count"":22,""ratio"":0.014976174268209666},""029"":{""count"":28,""ratio"":0.01906058543226685},""030"":{""count"":16,""ratio"":0.010891763104152484},""031"":{""count"":34,""ratio"":0.02314499659632403},""032"":{""count"":35,""ratio"":0.023825731790333562},""033"":{""count"":20,""ratio"":0.013614703880190605},""034"":{""count"":28,""ratio"":0.01906058543226685},""035"":{""count"":47,""ratio"":0.031994554118447927},""036"":{""count"":32,""ratio"":0.021783526208304968},""049"":{""count"":1,""ratio"":0.0006807351940095302},""050"":{""count"":50,""ratio"":0.03403675970047652},""051"":{""count"":35,""ratio"":0.023825731790333562},""052"":{""count"":31,""ratio"":0.02110279101429544},""053"":{""count"":22,""ratio"":0.014976174268209666},""054"":{""count"":40,""ratio"":0.02722940776038121}}",642.4239750689137,712.8734978730937,70.44952280417999,678.7567619906612,642.4239750689137,712.8734978730937,70.44952280417999,678.7567619906612,highly-redundant
v_1300_1400,1300.0,1400.0,1602,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":88,""ratio"":0.05493133583021224},""002"":{""count"":17,""ratio"":0.010611735330836454},""003"":{""count"":18,""ratio"":0.011235955056179775},""004"":{""count"":60,""ratio"":0.03745318352059925},""005"":{""count"":33,""ratio"":0.020599250936329586},""006"":{""count"":43,""ratio"":0.026841448189762796},""007"":{""count"":43,""ratio"":0.026841448189762796},""008"":{""count"":44,""ratio"":0.02746566791510612},""009"":{""count"":62,""ratio"":0.03870162297128589},""010"":{""count"":47,""ratio"":0.02933832709113608},""011"":{""count"":43,""ratio"":0.026841448189762796},""012"":{""count"":64,""ratio"":0.039950062421972535},""013"":{""count"":28,""ratio"":0.017478152309612985},""014"":{""count"":45,""ratio"":0.028089887640449437},""015"":{""count"":61,""ratio"":0.038077403245942575},""016"":{""count"":21,""ratio"":0.013108614232209739},""017"":{""count"":79,""ratio"":0.04931335830212235},""018"":{""count"":44,""ratio"":0.02746566791510612},""025"":{""count"":44,""ratio"":0.02746566791510612},""026"":{""count"":19,""ratio"":0.011860174781523096},""027"":{""count"":76,""ratio"":0.04744069912609238},""028"":{""count"":25,""ratio"":0.015605493133583021},""029"":{""count"":32,""ratio"":0.019975031210986267},""030"":{""count"":58,""ratio"":0.03620474406991261},""031"":{""count"":44,""ratio"":0.02746566791510612},""032"":{""count"":35,""ratio"":0.02184769038701623},""033"":{""count"":23,""ratio"":0.01435705368289638},""034"":{""count"":31,""ratio"":0.019350811485642945},""035"":{""count"":34,""ratio"":0.02122347066167291},""036"":{""count"":49,""ratio"":0.03058676654182272},""049"":{""count"":6,""ratio"":0.003745318352059925},""050"":{""count"":56,""ratio"":0.03495630461922597},""051"":{""count"":60,""ratio"":0.03745318352059925},""052"":{""count"":56,""ratio"":0.03495630461922597},""053"":{""count"":61,""ratio"":0.038077403245942575},""054"":{""count"":53,""ratio"":0.033083645443196}}",642.5210318317313,712.7880837787156,70.26705194698434,677.5235211376432,642.5210318317313,712.7880837787156,70.26705194698434,677.5235211376432,highly-redundant
v_1400_1500,1400.0,1500.0,1593,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":66,""ratio"":0.04143126177024482},""002"":{""count"":12,""ratio"":0.007532956685499058},""003"":{""count"":21,""ratio"":0.013182674199623353},""004"":{""count"":32,""ratio"":0.020087884494664157},""005"":{""count"":45,""ratio"":0.02824858757062147},""006"":{""count"":51,""ratio"":0.032015065913371},""007"":{""count"":58,""ratio"":0.03640929064657878},""008"":{""count"":51,""ratio"":0.032015065913371},""009"":{""count"":46,""ratio"":0.028876333961079723},""010"":{""count"":47,""ratio"":0.029504080351537978},""011"":{""count"":46,""ratio"":0.028876333961079723},""012"":{""count"":35,""ratio"":0.02197112366603892},""013"":{""count"":48,""ratio"":0.030131826741996232},""014"":{""count"":45,""ratio"":0.02824858757062147},""015"":{""count"":42,""ratio"":0.026365348399246705},""016"":{""count"":24,""ratio"":0.015065913370998116},""017"":{""count"":40,""ratio"":0.025109855618330193},""018"":{""count"":44,""ratio"":0.027620841180163214},""025"":{""count"":27,""ratio"":0.01694915254237288},""026"":{""count"":32,""ratio"":0.020087884494664157},""027"":{""count"":52,""ratio"":0.032642812303829254},""028"":{""count"":42,""ratio"":0.026365348399246705},""029"":{""count"":41,""ratio"":0.02573760200878845},""030"":{""count"":59,""ratio"":0.037037037037037035},""031"":{""count"":36,""ratio"":0.022598870056497175},""032"":{""count"":35,""ratio"":0.02197112366603892},""033"":{""count"":46,""ratio"":0.028876333961079723},""034"":{""count"":42,""ratio"":0.026365348399246705},""035"":{""count"":32,""ratio"":0.020087884494664157},""036"":{""count"":43,""ratio"":0.02699309478970496},""049"":{""count"":76,""ratio"":0.04770872567482737},""050"":{""count"":49,""ratio"":0.030759573132454487},""051"":{""count"":38,""ratio"":0.023854362837413684},""052"":{""count"":56,""ratio"":0.03515379786566227},""053"":{""count"":78,""ratio"":0.04896421845574388},""054"":{""count"":56,""ratio"":0.03515379786566227}}",642.6044509930998,712.6990668530976,70.09461585999782,677.272061599839,642.6044509930998,712.6990668530976,70.09461585999782,677.272061599839,highly-redundant
v_1500_1600,1500.0,1600.0,1539,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":17,""ratio"":0.011046133853151396},""002"":{""count"":67,""ratio"":0.043534762833008445},""003"":{""count"":54,""ratio"":0.03508771929824561},""004"":{""count"":22,""ratio"":0.014294996751137101},""005"":{""count"":46,""ratio"":0.029889538661468484},""006"":{""count"":58,""ratio"":0.037686809616634176},""007"":{""count"":53,""ratio"":0.03443794671864847},""008"":{""count"":51,""ratio"":0.03313840155945419},""009"":{""count"":34,""ratio"":0.022092267706302793},""010"":{""count"":49,""ratio"":0.03183885640025991},""011"":{""count"":56,""ratio"":0.036387264457439894},""012"":{""count"":36,""ratio"":0.023391812865497075},""013"":{""count"":49,""ratio"":0.03183885640025991},""014"":{""count"":65,""ratio"":0.04223521767381416},""015"":{""count"":77,""ratio"":0.050032488628979854},""016"":{""count"":49,""ratio"":0.03183885640025991},""017"":{""count"":20,""ratio"":0.01299545159194282},""018"":{""count"":43,""ratio"":0.02794022092267706},""025"":{""count"":36,""ratio"":0.023391812865497075},""026"":{""count"":46,""ratio"":0.029889538661468484},""027"":{""count"":26,""ratio"":0.016894087069525665},""028"":{""count"":43,""ratio"":0.02794022092267706},""029"":{""count"":40,""ratio"":0.02599090318388564},""030"":{""count"":18,""ratio"":0.011695906432748537},""031"":{""count"":27,""ratio"":0.017543859649122806},""032"":{""count"":32,""ratio"":0.02079272254710851},""033"":{""count"":53,""ratio"":0.03443794671864847},""034"":{""count"":41,""ratio"":0.02664067576348278},""035"":{""count"":39,""ratio"":0.025341130604288498},""036"":{""count"":26,""ratio"":0.016894087069525665},""049"":{""count"":75,""ratio"":0.04873294346978557},""050"":{""count"":44,""ratio"":0.028589993502274202},""051"":{""count"":10,""ratio"":0.00649772579597141},""052"":{""count"":44,""ratio"":0.028589993502274202},""053"":{""count"":51,""ratio"":0.03313840155945419},""054"":{""count"":42,""ratio"":0.02729044834307992}}",642.6980861999699,712.6158377057793,69.9177515058094,677.383895922976,642.6980861999699,712.6158377057793,69.9177515058094,677.383895922976,highly-redundant
v_1600_1700,1600.0,1700.0,1493,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":40,""ratio"":0.02679169457468185},""002"":{""count"":80,""ratio"":0.0535833891493637},""003"":{""count"":26,""ratio"":0.017414601473543203},""004"":{""count"":49,""ratio"":0.03281982585398526},""005"":{""count"":15,""ratio"":0.010046885465505693},""006"":{""count"":56,""ratio"":0.03750837240455459},""007"":{""count"":32,""ratio"":0.021433355659745478},""008"":{""count"":48,""ratio"":0.032150033489618215},""009"":{""count"":57,""ratio"":0.038178164768921635},""010"":{""count"":47,""ratio"":0.03148024112525117},""011"":{""count"":50,""ratio"":0.033489618218352314},""012"":{""count"":62,""ratio"":0.041527126590756865},""013"":{""count"":23,""ratio"":0.015405224380442064},""014"":{""count"":65,""ratio"":0.043536503683858},""015"":{""count"":84,""ratio"":0.05626255860683188},""016"":{""count"":55,""ratio"":0.036838580040187544},""017"":{""count"":58,""ratio"":0.03884795713328868},""018"":{""count"":44,""ratio"":0.029470864032150032},""025"":{""count"":55,""ratio"":0.036838580040187544},""026"":{""count"":47,""ratio"":0.03148024112525117},""027"":{""count"":62,""ratio"":0.041527126590756865},""028"":{""count"":25,""ratio"":0.016744809109176157},""029"":{""count"":24,""ratio"":0.016075016744809108},""030"":{""count"":10,""ratio"":0.006697923643670462},""031"":{""count"":35,""ratio"":0.02344273275284662},""032"":{""count"":35,""ratio"":0.02344273275284662},""033"":{""count"":27,""ratio"":0.01808439383791025},""034"":{""count"":25,""ratio"":0.016744809109176157},""035"":{""count"":47,""ratio"":0.03148024112525117},""036"":{""count"":30,""ratio"":0.020093770931011386},""049"":{""count"":21,""ratio"":0.01406563965170797},""050"":{""count"":44,""ratio"":0.029470864032150032},""051"":{""count"":32,""ratio"":0.021433355659745478},""052"":{""count"":28,""ratio"":0.018754186202277295},""053"":{""count"":8,""ratio"":0.0053583389149363695},""054"":{""count"":47,""ratio"":0.03148024112525117}}",642.7877268072198,712.5311474353565,69.74342062813673,680.2217438463275,642.7877268072198,712.5311474353565,69.74342062813673,680.2217438463275,highly-redundant
v_1700_1800,1700.0,1800.0,1464,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":66,""ratio"":0.045081967213114756},""002"":{""count"":34,""ratio"":0.023224043715846996},""003"":{""count"":49,""ratio"":0.03346994535519126},""004"":{""count"":60,""ratio"":0.040983606557377046},""005"":{""count"":20,""ratio"":0.01366120218579235},""006"":{""count"":32,""ratio"":0.02185792349726776},""007"":{""count"":35,""ratio"":0.02390710382513661},""008"":{""count"":51,""ratio"":0.03483606557377049},""009"":{""count"":62,""ratio"":0.04234972677595628},""010"":{""count"":46,""ratio"":0.031420765027322405},""011"":{""count"":28,""ratio"":0.01912568306010929},""012"":{""count"":65,""ratio"":0.04439890710382514},""013"":{""count"":24,""ratio"":0.01639344262295082},""014"":{""count"":30,""ratio"":0.020491803278688523},""015"":{""count"":40,""ratio"":0.0273224043715847},""016"":{""count"":28,""ratio"":0.01912568306010929},""017"":{""count"":78,""ratio"":0.05327868852459016},""018"":{""count"":34,""ratio"":0.023224043715846996},""025"":{""count"":43,""ratio"":0.029371584699453553},""026"":{""count"":41,""ratio"":0.028005464480874317},""027"":{""count"":76,""ratio"":0.05191256830601093},""028"":{""count"":19,""ratio"":0.012978142076502733},""029"":{""count"":24,""ratio"":0.01639344262295082},""030"":{""count"":47,""ratio"":0.03210382513661202},""031"":{""count"":45,""ratio"":0.030737704918032786},""032"":{""count"":35,""ratio"":0.02390710382513661},""033"":{""count"":13,""ratio"":0.008879781420765027},""034"":{""count"":28,""ratio"":0.01912568306010929},""035"":{""count"":36,""ratio"":0.02459016393442623},""036"":{""count"":49,""ratio"":0.03346994535519126},""049"":{""count"":4,""ratio"":0.00273224043715847},""050"":{""count"":56,""ratio"":0.03825136612021858},""051"":{""count"":59,""ratio"":0.040300546448087435},""052"":{""count"":43,""ratio"":0.029371584699453553},""053"":{""count"":24,""ratio"":0.01639344262295082},""054"":{""count"":40,""ratio"":0.0273224043715847}}",641.4791061392928,712.4470884541468,70.967982314854,680.305398127312,641.4791061392928,712.4470884541468,70.967982314854,680.305398127312,highly-redundant
v_1800_1900,1800.0,1900.0,1342,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":40,""ratio"":0.029806259314456036},""002"":{""count"":9,""ratio"":0.0067064083457526085},""003"":{""count"":58,""ratio"":0.043219076005961254},""004"":{""count"":41,""ratio"":0.030551415797317436},""005"":{""count"":38,""ratio"":0.028315946348733235},""006"":{""count"":37,""ratio"":0.027570789865871834},""007"":{""count"":57,""ratio"":0.042473919523099854},""008"":{""count"":43,""ratio"":0.03204172876304024},""009"":{""count"":39,""ratio"":0.029061102831594635},""010"":{""count"":45,""ratio"":0.03353204172876304},""011"":{""count"":29,""ratio"":0.021609538002980627},""012"":{""count"":33,""ratio"":0.02459016393442623},""013"":{""count"":43,""ratio"":0.03204172876304024},""014"":{""count"":33,""ratio"":0.02459016393442623},""015"":{""count"":26,""ratio"":0.019374068554396422},""016"":{""count"":16,""ratio"":0.011922503725782414},""017"":{""count"":52,""ratio"":0.038748137108792845},""018"":{""count"":21,""ratio"":0.01564828614008942},""025"":{""count"":18,""ratio"":0.013412816691505217},""026"":{""count"":47,""ratio"":0.03502235469448584},""027"":{""count"":21,""ratio"":0.01564828614008942},""028"":{""count"":34,""ratio"":0.02533532041728763},""029"":{""count"":39,""ratio"":0.029061102831594635},""030"":{""count"":58,""ratio"":0.043219076005961254},""031"":{""count"":44,""ratio"":0.03278688524590164},""032"":{""count"":34,""ratio"":0.02533532041728763},""033"":{""count"":34,""ratio"":0.02533532041728763},""034"":{""count"":39,""ratio"":0.029061102831594635},""035"":{""count"":20,""ratio"":0.014903129657228018},""036"":{""count"":46,""ratio"":0.03427719821162444},""049"":{""count"":42,""ratio"":0.03129657228017884},""050"":{""count"":55,""ratio"":0.040983606557377046},""051"":{""count"":44,""ratio"":0.03278688524590164},""052"":{""count"":57,""ratio"":0.042473919523099854},""053"":{""count"":24,""ratio"":0.01788375558867362},""054"":{""count"":26,""ratio"":0.019374068554396422}}",638.7160203820315,712.3598982722392,73.6438778902077,675.8643907249668,638.7160203820315,712.3598982722392,73.6438778902077,675.8643907249668,highly-redundant
v_1900_2000,1900.0,2000.0,1253,36,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;025;026;027;028;029;030;031;032;033;034;035;036;049;050;051;052;053;054,"{""001"":{""count"":89,""ratio"":0.0710295291300878},""002"":{""count"":39,""ratio"":0.03112529928172386},""003"":{""count"":22,""ratio"":0.017557861133280128},""004"":{""count"":17,""ratio"":0.013567438148443736},""005"":{""count"":46,""ratio"":0.03671189146049481},""006"":{""count"":59,""ratio"":0.047086991221069435},""007"":{""count"":55,""ratio"":0.04389465283320032},""008"":{""count"":36,""ratio"":0.028731045490822026},""009"":{""count"":27,""ratio"":0.02154828411811652},""010"":{""count"":49,""ratio"":0.03910614525139665},""011"":{""count"":57,""ratio"":0.04549082202713488},""012"":{""count"":35,""ratio"":0.027932960893854747},""013"":{""count"":50,""ratio"":0.03990422984836393},""014"":{""count"":6,""ratio"":0.004788507581803671},""015"":{""count"":10,""ratio"":0.007980845969672785},""016"":{""count"":37,""ratio"":0.029529130087789304},""017"":{""count"":18,""ratio"":0.014365522745411013},""018"":{""count"":25,""ratio"":0.019952114924181964},""025"":{""count"":31,""ratio"":0.024740622505985636},""026"":{""count"":33,""ratio"":0.026336791699920193},""027"":{""count"":1,""ratio"":0.0007980845969672786},""028"":{""count"":43,""ratio"":0.034317637669592976},""029"":{""count"":41,""ratio"":0.03272146847565842},""030"":{""count"":32,""ratio"":0.025538707102952914},""031"":{""count"":45,""ratio"":0.035913806863527534},""032"":{""count"":34,""ratio"":0.02713487629688747},""033"":{""count"":53,""ratio"":0.04229848363926576},""034"":{""count"":41,""ratio"":0.03272146847565842},""035"":{""count"":25,""ratio"":0.019952114924181964},""036"":{""count"":24,""ratio"":0.019154030327214685},""049"":{""count"":77,""ratio"":0.061452513966480445},""050"":{""count"":35,""ratio"":0.027932960893854747},""051"":{""count"":5,""ratio"":0.0039904229848363925},""052"":{""count"":42,""ratio"":0.0335195530726257},""053"":{""count"":7,""ratio"":0.00558659217877095},""054"":{""count"":7,""ratio"":0.00558659217877095}}",634.2674687483856,712.2759775208319,78.00850877244636,680.5730743363796,634.2674687483856,712.2759775208319,78.00850877244636,680.5730743363796,highly-redundant
v_2000_2100,2000.0,2100.0,1126,30,001;002;003;004;005;006;008;009;010;011;012;013;016;017;018;025;026;028;029;030;031;032;033;034;035;036;049;050;051;053,"{""001"":{""count"":69,""ratio"":0.06127886323268206},""002"":{""count"":82,""ratio"":0.07282415630550622},""003"":{""count"":7,""ratio"":0.006216696269982238},""004"":{""count"":16,""ratio"":0.014209591474245116},""005"":{""count"":34,""ratio"":0.03019538188277087},""006"":{""count"":58,""ratio"":0.05150976909413854},""008"":{""count"":51,""ratio"":0.0452930728241563},""009"":{""count"":5,""ratio"":0.004440497335701598},""010"":{""count"":48,""ratio"":0.04262877442273535},""011"":{""count"":48,""ratio"":0.04262877442273535},""012"":{""count"":61,""ratio"":0.0541740674955595},""013"":{""count"":33,""ratio"":0.02930728241563055},""016"":{""count"":54,""ratio"":0.047957371225577264},""017"":{""count"":23,""ratio"":0.020426287744227355},""018"":{""count"":46,""ratio"":0.04085257548845471},""025"":{""count"":56,""ratio"":0.0497335701598579},""026"":{""count"":11,""ratio"":0.009769094138543518},""028"":{""count"":42,""ratio"":0.037300177619893425},""029"":{""count"":33,""ratio"":0.02930728241563055},""030"":{""count"":16,""ratio"":0.014209591474245116},""031"":{""count"":43,""ratio"":0.03818827708703375},""032"":{""count"":35,""ratio"":0.03108348134991119},""033"":{""count"":31,""ratio"":0.027531083481349913},""034"":{""count"":36,""ratio"":0.03197158081705151},""035"":{""count"":47,""ratio"":0.041740674955595025},""036"":{""count"":31,""ratio"":0.027531083481349913},""049"":{""count"":59,""ratio"":0.052397868561278864},""050"":{""count"":35,""ratio"":0.03108348134991119},""051"":{""count"":15,""ratio"":0.013321492007104795},""053"":{""count"":1,""ratio"":0.0008880994671403197}}",630.6015563174188,712.1412293178959,81.53967300047702,680.692871336909,630.6015563174188,712.1412293178959,81.53967300047702,680.692871336909,highly-redundant
v_2100_2200,2100.0,2200.0,842,25,001;002;003;005;006;008;010;012;013;016;018;025;026;028;029;030;031;032;033;034;035;036;049;050;051,"{""001"":{""count"":9,""ratio"":0.010688836104513063},""002"":{""count"":58,""ratio"":0.0688836104513064},""003"":{""count"":47,""ratio"":0.055819477434679333},""005"":{""count"":25,""ratio"":0.029691211401425176},""006"":{""count"":35,""ratio"":0.04156769596199525},""008"":{""count"":29,""ratio"":0.0344418052256532},""010"":{""count"":8,""ratio"":0.009501187648456057},""012"":{""count"":64,""ratio"":0.07600950118764846},""013"":{""count"":16,""ratio"":0.019002375296912115},""016"":{""count"":41,""ratio"":0.048693586698337295},""018"":{""count"":36,""ratio"":0.04275534441805225},""025"":{""count"":37,""ratio"":0.043942992874109264},""026"":{""count"":31,""ratio"":0.03681710213776722},""028"":{""count"":23,""ratio"":0.027315914489311165},""029"":{""count"":24,""ratio"":0.028503562945368172},""030"":{""count"":33,""ratio"":0.039192399049881234},""031"":{""count"":26,""ratio"":0.030878859857482184},""032"":{""count"":35,""ratio"":0.04156769596199525},""033"":{""count"":53,""ratio"":0.06294536817102138},""034"":{""count"":30,""ratio"":0.035629453681710214},""035"":{""count"":40,""ratio"":0.047505938242280284},""036"":{""count"":33,""ratio"":0.039192399049881234},""049"":{""count"":7,""ratio"":0.00831353919239905},""050"":{""count"":55,""ratio"":0.06532066508313539},""051"":{""count"":47,""ratio"":0.055819477434679333}}",627.0103194696097,712.05491687457,85.04459740496031,684.4366335965603,627.0103194696097,712.05491687457,85.04459740496031,684.4366335965603,highly-redundant
v_2200_2300,2200.0,2300.0,689,23,001;003;005;006;008;012;013;016;018;025;026;028;029;030;031;032;033;034;035;036;049;050;051,"{""001"":{""count"":18,""ratio"":0.026124818577648767},""003"":{""count"":58,""ratio"":0.0841799709724238},""005"":{""count"":30,""ratio"":0.04354136429608128},""006"":{""count"":54,""ratio"":0.0783744557329463},""008"":{""count"":26,""ratio"":0.03773584905660377},""012"":{""count"":43,""ratio"":0.062409288824383166},""013"":{""count"":36,""ratio"":0.05224963715529753},""016"":{""count"":18,""ratio"":0.026124818577648767},""018"":{""count"":16,""ratio"":0.023222060957910014},""025"":{""count"":15,""ratio"":0.02177068214804064},""026"":{""count"":12,""ratio"":0.01741654571843251},""028"":{""count"":26,""ratio"":0.03773584905660377},""029"":{""count"":35,""ratio"":0.05079825834542816},""030"":{""count"":59,""ratio"":0.08563134978229318},""031"":{""count"":34,""ratio"":0.04934687953555878},""032"":{""count"":34,""ratio"":0.04934687953555878},""033"":{""count"":48,""ratio"":0.06966618287373004},""034"":{""count"":31,""ratio"":0.04499274310595065},""035"":{""count"":14,""ratio"":0.020319303338171262},""036"":{""count"":29,""ratio"":0.0420899854862119},""049"":{""count"":9,""ratio"":0.013062409288824383},""050"":{""count"":38,""ratio"":0.055152394775036286},""051"":{""count"":6,""ratio"":0.008708272859216255}}",624.120153525222,711.9719040828908,87.85175055766877,688.6993848728238,624.120153525222,711.9719040828908,87.85175055766877,688.6993848728238,highly-redundant
