scope,outcome,predictor,predictor_category,n,pearson_r,pearson_p,spearman_rho,spearman_p,ols_slope,theil_sen_slope
all30,bias_mm,v_span_px,coverage,30,-0.3126460618646375,0.09254237035084178,-0.2449388209121246,0.1920438013514832,-6.196258059105622e-05,-3.3851373887432975e-05
all30,bias_mm,lambda_span_mm,coverage,30,0.3171783418502722,0.08766331817944709,0.09810901001112346,0.606008850375706,0.000848122133031936,0.00018702075090384551
all30,bias_mm,chess_to_laser_s,acquisition_timing,30,-0.1733014249485976,0.3597539732314904,-0.3343715239154616,0.07091939636872743,-0.0008370023876630511,-0.001265591614491805
all30,bias_mm,nolaser_to_laser_s,acquisition_timing,30,-0.18176876502759542,0.3363888700281676,-0.2943270300333704,0.11438288816004179,-0.0009165405704777681,-0.0011527059907053432
all30,bias_mm,chess_focus_laplacian,image_quality,30,-0.2897169021004403,0.12043817362986242,-0.4122358175750834,0.023592933648307175,-0.0012665599801066193,-0.0013898269498499578
all30,bias_mm,chess_mean_dn,image_quality,30,-0.26979883071309685,0.14934376428402812,-0.2520578420467186,0.17903581173913882,-0.001524483366540992,-0.0011225290317120407
all30,bias_mm,laser_mean_dn,image_quality,30,-0.007714165597038445,0.967728492980173,-0.08565072302558399,0.6526939314208455,-0.03492935951072737,-0.26494982139760526
all30,bias_mm,laser_p99_dn,image_quality,30,nan,nan,nan,nan,nan,nan
all30,bias_mm,laser_dynamic_range_u8,image_quality,30,0.4071038561247102,0.02556419311135513,0.08622856039367982,0.650498119866123,0.012409113485416996,0.0024330508809319576
all30,bias_mm,laser_coverage,image_quality,30,-0.020233179690959727,0.9154844876015944,0.01491042700189139,0.9376675653998201,-0.015919550238390347,0.0377101133352041
all30,bias_mm,quality_warning_count,image_quality,30,-0.16690326231757865,0.37803164740437756,-0.2643627573937917,0.15803588081416844,-0.0272859942110246,-0.024383555298749998
all30,bias_mm,acquisition_order,acquisition_order,30,-0.22703382982427533,0.2276212694681788,-0.49632925472747497,0.005276659496342741,-0.0016973234490481864,-0.002350239045851255
all30,a_frame_mm,board_center_z_mm,pose_depth,30,-0.26948429745772395,0.14983708828165304,-0.3236929922135706,0.08099687862909574,-0.0008813994218263235,-0.0006991502954564514
all30,a_frame_mm,board_tilt_deg,pose_orientation,30,0.2924810686916668,0.11677971561754966,0.07408231368186874,0.6972322835738773,0.0024095043865505392,0.00042684484152940314
all30,a_frame_mm,board_roll_deg,pose_orientation,30,-0.34526445875121825,0.06166932365488598,-0.055394883203559515,0.7712493167085641,-0.002033650805434852,-0.0003105545905617172
all30,a_frame_mm,board_pitch_deg,pose_orientation,30,0.1698685737883664,0.36949441220184953,0.24671857619577306,0.18873194299723545,0.001472899107523891,0.001340043097599564
all30,a_frame_mm,board_nx,pose_orientation,30,0.16994125035540802,0.3692866072061446,0.24671857619577306,0.18873194299723545,0.08584021156297952,0.07826831431967765
all30,a_frame_mm,board_ny,pose_orientation,30,0.33918894940670985,0.06670427625022876,0.055394883203559515,0.7712493167085641,0.11718122898932153,0.018061218038800793
all30,a_frame_mm,board_nz,pose_orientation,30,0.4358707233986235,0.01605294744070475,0.07408231368186874,0.6972322835738773,0.937864762974727,0.11142801756005973
all30,a_frame_mm,pnp_rmse_px,pnp,30,0.2544890343573367,0.1747388631327128,0.05761957730812013,0.7623192630766409,0.5810840880515836,0.08721615378267732
all30,a_frame_mm,u_center_px,coverage,30,-0.20395524377355828,0.27967267995604084,-0.21156840934371526,0.2617215525946962,-0.0001831759871856836,-0.0001010168644571859
all30,a_frame_mm,u_span_px,coverage,30,0.3174770156400728,0.08734881943450305,0.17819799777530587,0.3461271818881001,0.000251521906782447,0.00011207221403332704
all30,a_frame_mm,v_center_px,coverage,30,-0.18566350134496767,0.3259591349920622,-0.11457174638487205,0.5466011942416222,-4.2537019512477486e-05,-1.5478699057276438e-05
all30,a_frame_mm,v_span_px,coverage,30,-0.31441996855971266,0.09060878154780239,-0.24315906562847608,0.19539583425127272,-6.170428924273097e-05,-3.7001819327687754e-05
all30,a_frame_mm,lambda_span_mm,coverage,30,0.3102675522642733,0.09518392245563359,0.0967741935483871,0.6109428677788464,0.0008215233883879894,0.00015618267504431538
all30,a_frame_mm,chess_to_laser_s,acquisition_timing,30,-0.1768167055599055,0.34993934179168157,-0.34060066740823136,0.06550675680791365,-0.0008456225541805183,-0.0012669424932534922
all30,a_frame_mm,nolaser_to_laser_s,acquisition_timing,30,-0.18509740128108398,0.3274626200058776,-0.2983314794215795,0.10930949464565579,-0.0009241904119349644,-0.0011882234666267225
all30,a_frame_mm,chess_focus_laplacian,image_quality,30,-0.2884289908247733,0.12217142752817545,-0.4042269187986652,0.0267268691213901,-0.0012485890995585604,-0.0013540787542224908
all30,a_frame_mm,chess_mean_dn,image_quality,30,-0.26864758409549555,0.15115513355078167,-0.24315906562847608,0.19539583425127272,-0.001503122121850322,-0.0010274728593800716
all30,a_frame_mm,laser_mean_dn,image_quality,30,-0.012705932823556861,0.946869356752803,-0.08876529477196884,0.6408924945494561,-0.056968780080176404,-0.32463950398194374
all30,a_frame_mm,laser_p99_dn,image_quality,30,nan,nan,nan,nan,nan,nan
all30,a_frame_mm,laser_dynamic_range_u8,image_quality,30,0.40032258294103445,0.028373407425958733,0.0785738056851025,0.6798127682480848,0.01208298761875766,0.002433050880931961
all30,a_frame_mm,laser_coverage,image_quality,30,-0.017812545411024838,0.9255659908572306,0.016468232808059147,0.9311697924252359,-0.013877822864464729,0.040476067040272685
all30,a_frame_mm,quality_warning_count,image_quality,30,-0.16711646752071532,0.37741401926630314,-0.2643627573937917,0.15803588081416844,-0.027053465427320376,-0.02438355529875
all30,a_frame_mm,acquisition_order,acquisition_order,30,-0.2322670138028175,0.2167940608318137,-0.49766407119021133,0.005136905718385833,-0.0017194528538174215,-0.002350239045851253
all30,k_frame_mm_per_s,board_center_z_mm,pose_depth,30,-0.006077864531893551,0.9745713226818673,0.058954393770856504,0.7569754726974458,-2.6134424219787107e-05,0.00017322932778029185
all30,k_frame_mm_per_s,board_tilt_deg,pose_orientation,30,0.2787863119731237,0.13573813074841184,0.13993325917686317,0.46080677886565224,0.00301942349847838,0.0012228870604056087
all30,k_frame_mm_per_s,board_roll_deg,pose_orientation,30,-0.6908361675850041,2.3794724040383654e-05,-0.6916573971078976,2.305722791203908e-05,-0.0053496109377193105,-0.0034682253607183104
all30,k_frame_mm_per_s,board_pitch_deg,pose_orientation,30,-0.010230107515385636,0.9572116496044764,-0.07096774193548387,0.7094014786435507,-0.00011661724575895722,-0.0005044201206772675
all30,k_frame_mm_per_s,board_nx,pose_orientation,30,-0.01061579049726893,0.9556000420545563,-0.07096774193548387,0.7094014786435507,-0.007049639887096696,-0.02932075756910387
all30,k_frame_mm_per_s,board_ny,pose_orientation,30,0.6860790574281553,2.849905415187131e-05,0.6916573971078976,2.305722791203908e-05,0.31161125830295,0.2012817535319969
all30,k_frame_mm_per_s,board_nz,pose_orientation,30,0.343942926927092,0.06273837790857145,0.13993325917686317,0.46080677886565224,0.9729522485578743,0.35201971146757843
all30,k_frame_mm_per_s,pnp_rmse_px,pnp,30,0.3498403341992084,0.058077383283907096,0.20622914349276972,0.27423022087180754,1.0501767814655996,0.4051919502961154
all30,k_frame_mm_per_s,u_center_px,coverage,30,-0.0008492237673077743,0.9964464448985146,0.0771968854282536,0.6851362734557047,-1.002717117552286e-06,5.1884874710116066e-05
all30,k_frame_mm_per_s,u_span_px,coverage,30,0.19912672913854473,0.2914580123976792,0.008231368186874304,0.9655660535706041,0.00020740332340434385,1.6929774813772834e-05
all30,k_frame_mm_per_s,v_center_px,coverage,30,-0.02408029826864153,0.8994889580618919,0.21423804226918797,0.25560931823822175,-7.253122385911601e-06,3.5031893571898946e-05
all30,k_frame_mm_per_s,v_span_px,coverage,30,0.06496960014290896,0.7330335176559102,0.17285873192436038,0.36100144122309663,1.6762471468778812e-05,2.3253370816329505e-05
all30,k_frame_mm_per_s,lambda_span_mm,coverage,30,0.273788752155401,0.14318720561348192,0.19199110122358176,0.3094434602898336,0.0009530634146251545,0.0005579050743388756
all30,k_frame_mm_per_s,chess_to_laser_s,acquisition_timing,30,0.10294802311793483,0.5882651677626232,0.349944382647386,0.057997661828455935,0.0006472825486926622,0.0013046984343124692
all30,k_frame_mm_per_s,nolaser_to_laser_s,acquisition_timing,30,0.10045184841765106,0.5973898309344903,0.32413793103448274,0.08055618262173106,0.0006593889930678624,0.001185223387157891
all30,k_frame_mm_per_s,chess_focus_laplacian,image_quality,30,-0.004126765321678475,0.9827328765390748,-0.09365962180200223,0.6225204273595268,-2.348621459007404e-05,-0.0004444509796941507
all30,k_frame_mm_per_s,chess_mean_dn,image_quality,30,-0.028102960466359656,0.8828048303984695,-0.10122358175750834,0.5945623004709504,-0.0002067216787194853,-0.00037923500440211855
all30,k_frame_mm_per_s,laser_mean_dn,image_quality,30,0.1822697725704691,0.33503597002262026,0.11412680756395997,0.5481702274262921,1.0744040580266885,0.5557837520586321
all30,k_frame_mm_per_s,laser_p99_dn,image_quality,30,nan,nan,nan,nan,nan,nan
all30,k_frame_mm_per_s,laser_dynamic_range_u8,image_quality,30,0.3156051333323423,0.08933414940364615,-0.03467153603296786,0.8556698913180526,0.012523650012920311,-0.0007781970750949242
all30,k_frame_mm_per_s,laser_coverage,image_quality,30,0.04390852296645071,0.8177897445479472,-0.04361856257269721,0.8189732149101413,0.044974547973592606,-0.018464368309618947
all30,k_frame_mm_per_s,quality_warning_count,image_quality,30,-0.0022788986576139773,0.9904641917407219,-0.0411459544581777,0.8290807284734486,-0.0004850106703398759,-0.0020538154254782608
all30,k_frame_mm_per_s,acquisition_order,acquisition_order,30,0.31494435458222786,0.09004311551766062,0.32235817575083425,0.08233006845145133,0.0030652026153204543,0.0017147772155738574
all30,rmse_mm,board_center_z_mm,pose_depth,30,-0.22312344155918093,0.23594551893891172,-0.160845383759733,0.3958253472885638,-0.0006377046503249265,-0.00012661902943009884
all30,rmse_mm,board_tilt_deg,pose_orientation,30,0.3432934627440195,0.06326904151887086,0.12880978865406006,0.4975331920520091,0.002471329087022921,0.00029206758244817267
all30,rmse_mm,board_roll_deg,pose_orientation,30,-0.4704330502792633,0.008704109237515505,-0.3664071190211346,0.04642717457640876,-0.0024213491678732667,-0.0006710360417235269
all30,rmse_mm,board_pitch_deg,pose_orientation,30,-0.0494300341004691,0.7953314664730684,-0.22358175750834258,0.23495949078364686,-0.00037452943520526285,-0.0005208115674845894
all30,rmse_mm,board_nx,pose_orientation,30,-0.04863507056966208,0.7985554974227618,-0.22358175750834258,0.23495949078364686,-0.0214672595655656,-0.030467535979952696
all30,rmse_mm,board_ny,pose_orientation,30,0.4655392258441311,0.009527786467569986,0.3664071190211346,0.04642717457640876,0.14054251499365847,0.039134485372362686
all30,rmse_mm,board_nz,pose_orientation,30,0.4654320461402431,0.009546535858647436,0.12880978865406006,0.4975331920520091,0.8751326540061488,0.07809952025036652
all30,rmse_mm,pnp_rmse_px,pnp,30,0.3706218024232446,0.0437823282824111,0.12569521690767518,0.5080737953256859,0.7394962231695603,0.05164596514633444
all30,rmse_mm,u_center_px,coverage,30,-0.20708242564210427,0.27220570717519765,-0.14838709677419354,0.4338845839552422,-0.00016252193915317246,-3.179182773945029e-05
all30,rmse_mm,u_span_px,coverage,30,0.2903706279345241,0.11956539025477338,0.06607341490545049,0.7286658674295455,0.00020102556822466255,2.050810501381677e-05
all30,rmse_mm,v_center_px,coverage,30,-0.33253777114375616,0.07257703561499504,-0.5096774193548387,0.0040150131922607225,-6.657582988211456e-05,-2.9175901969001442e-05
all30,rmse_mm,v_span_px,coverage,30,-0.28757271800712253,0.12333394094959153,-0.38242491657397104,0.03701037049542426,-4.9316018117258236e-05,-2.277501784418822e-05
all30,rmse_mm,lambda_span_mm,coverage,30,0.3266622994617094,0.07809063352791096,0.15639599555061176,0.409193436571448,0.0007558187726670392,0.00010406443778504204
all30,rmse_mm,chess_to_laser_s,acquisition_timing,30,-0.1830923684973784,0.33282186401043834,-0.3236929922135706,0.08099687862909574,-0.0007651711606956589,-0.00042430102825748763
