scope,u_start_px,u_end_px,v_start_px,v_end_px,lambda_start_mm,lambda_end_mm,point_count,unique_frame_count,frame_ids,frame_median_residual_mean_mm,frame_median_residual_std_mm,frame_median_residual_range_mm,between_frame_variance_mm2,within_frame_variance_mm2,between_fraction,contains_frame027,frame_median_residuals
all30,1984,2016,1290,1320,675.0,680.0,71,4,002;015;016;032,0.05743882358743235,0.048597942853373155,0.10690845261262893,0.001563278956992084,0.0005894228089132801,0.7261939306927702,False,002:0.0706284344;015:0.013363746;016:0.120272199;032:0.0254909154
all30,1984,2016,1320,1350,675.0,680.0,45,4,002;015;016;032,0.042864469307872355,0.07767025117704882,0.16539758771142488,0.005510062088431241,0.0013390006797268606,0.8044986993035028,False,002:0.0987108369;015:-0.0518492706;016:0.113548317;032:0.0110479938
all30,1984,2016,1350,1380,670.0,675.0,14,2,016;035,-0.007036825786485679,0.0800125016278919,0.11315476496156407,0.003123109886496042,0.0009800082110773681,0.7611552512570997,False,016:0.0495405567;035:-0.0636142083
all30,1984,2016,1350,1380,675.0,680.0,30,3,002;015;032,0.03595129270045542,0.05057912887901818,0.09414767738695673,0.002055432908509664,0.0006627146450158377,0.7561888631997623,False,002:0.0937069226;015:-0.000440754807;032:0.0145877103
all30,1984,2016,1380,1410,670.0,675.0,23,3,016;027;035,0.15032697930719982,0.2748199392786734,0.503622809723538,0.051989369648750734,0.00031872075650075254,0.9939068554399234,True,016:0.0232206437;027:0.465691552;035:-0.0379312578
all30,1984,2016,1380,1410,675.0,680.0,34,3,002;015;032,0.002700396243388544,0.03270443323292038,0.06087061503183122,0.00038128057879384327,0.0004150073350459066,0.4788225115150682,False,002:0.0400463721;015:-0.020824243;032:-0.0111209404
all30,1984,2016,1410,1440,670.0,675.0,27,2,027;035,0.21026646685172068,0.37187125376642605,0.5259053705331667,0.06870310889925418,0.00041542898340997413,0.9939896155772969,True,027:0.473219152;035:-0.0526862184
all30,1984,2016,1410,1440,675.0,680.0,56,5,001;002;015;027;032,0.11001850841914802,0.2052388892776491,0.5015915302108169,0.035713279557231456,0.0004019675178867402,0.9888698665953837,True,001:0.0892749541;002:0.057756246;015:-0.0371148983;027:0.464476632;032:-0.0243003915
all30,1984,2016,1410,1440,680.0,685.0,23,2,001;002,0.08323149403457819,0.009769511934834788,0.013816176276009173,2.18491387345037e-05,0.0002077680584570596,0.09515462692576795,False,001:0.0763234059;002:0.0901395822
all30,1984,2016,1440,1470,675.0,680.0,86,5,001;015;027;032;035,0.10184644338386306,0.2250529036924562,0.5599961436523131,0.04210364556783295,0.0009836396830879117,0.9771709988837858,True,001:0.103522947;015:-0.0266323764;027:0.487262792;032:0.017812205;035:-0.0727333512
all30,1984,2016,1470,1500,675.0,680.0,47,5,001;015;027;032;035,0.11875066802468837,0.22474093880370707,0.5591796791576371,0.040646932868287466,0.0006382551197447169,0.9845403363567162,True,001:0.0946779503;015:0.0251382171;027:0.510293968;032:0.0125289168;035:-0.0488857116
all30,1984,2016,1500,1530,675.0,680.0,38,4,001;027;032;035,0.13866242353847724,0.2639432396087296,0.584271365530526,0.05337615801246687,0.00042322589874339465,0.992133257521278,True,001:0.102497489;027:0.520921128;032:-0.00541868621;035:-0.0633502371
all30,1984,2016,1530,1560,670.0,675.0,35,2,001;015,-0.004299211795625979,0.099644989242204,0.14091929520884605,0.005494293640603784,0.0003227802002514363,0.9445115862232236,False,001:0.0661604358;015:-0.0747588594
all30,1984,2016,1530,1560,675.0,680.0,28,2,032;035,-0.04222310752794556,0.030632161970249195,0.04332041890313576,0.0008342132004600622,0.0012903981922998023,0.3926427220068803,False,032:-0.0205628981;035:-0.063883317
all30,1984,2016,1530,1560,680.0,685.0,40,2,002;027,0.28103721039005336,0.32946493951017086,0.46593378578171496,0.05316394903241341,0.00045699837202606037,0.9914772417469777,True,002:0.0480703175;027:0.514004103
all30,1984,2016,1560,1590,675.0,680.0,30,2,032;035,-0.06810089356920912,0.03317000316720309,0.046909468343017124,0.0006099992368698631,0.0009924295841527064,0.3806716584644302,False,032:-0.0446461594;035:-0.0915556277
all30,1984,2016,1560,1590,680.0,685.0,39,2,002;027,0.2708388525659018,0.3194427863326598,0.4517603208338983,0.05482096093322024,0.0005291387359097243,0.9904401484537012,True,002:0.0449586921;027:0.496719013
all30,1984,2016,1590,1620,675.0,680.0,29,2,032;035,-0.06607433234455584,0.05609493592800401,0.07933021916983307,0.00122324462832952,0.0004679959154666479,0.7232824643523613,False,032:-0.0264092228;035:-0.105739442
all30,1984,2016,1590,1620,680.0,685.0,35,2,002;027,0.2724625032985841,0.34162783087153914,0.48313471170263256,0.05922097523181494,0.0003359821416956285,0.9943586416010388,True,002:0.0308951474;027:0.514029859
all30,1984,2016,1620,1650,675.0,680.0,30,2,032;035,-0.07842935100364912,0.038071701741822346,0.05384151694590855,0.0005074584196828599,0.00048185945160689116,0.5129376860657515,False,032:-0.0515085925;035:-0.105350109
all30,1984,2016,1650,1680,675.0,680.0,32,2,032;035,-0.09471033504036086,0.03577816131906,0.05059796097418712,0.0006090123045886623,0.0002701443601154848,0.6927232984050761,False,032:-0.0694113546;035:-0.120009316
all30,1984,2016,1680,1710,675.0,680.0,23,2,032;035,-0.09333230266119585,0.03310096131387838,0.04681182841767395,0.0005134165745767362,0.00015656523496379723,0.7663142002748283,False,032:-0.0699263885;035:-0.116738217
all30,1984,2016,1680,1710,680.0,685.0,38,2,002;035,-0.05974796905829294,0.09044742757609286,0.12791197875986882,0.004269387175769021,5.9359856120411995e-05,0.9862870581988012,False,002:0.00420802032;035:-0.123703958
all30,1984,2016,1710,1740,680.0,685.0,46,2,002;035,-0.058233254248818866,0.09286085847569683,0.13132508546993904,0.004346009878897162,0.00025682610779337756,0.9442026375617097,False,002:0.00742928849;035:-0.123895797
all30,1984,2016,1770,1800,680.0,685.0,11,3,002;031;035,-0.013465400376711992,0.07750779525046929,0.14406587006538984,0.003907853237177822,0.00010387822841455471,0.9741063854085219,False,002:0.0420477022;031:0.0195742646;035:-0.102018168
all30,1984,2016,1800,1830,675.0,680.0,15,2,025;032,0.02463174390942413,0.1026275014969948,0.14513720448951517,0.004497406646524792,0.00019159330916178335,0.9591398355784949,False,025:0.0972003462;032:-0.0479368583
all30,1984,2016,1800,1830,680.0,685.0,30,3,002;031;035,-0.016274683799072893,0.07368265134319242,0.14672796999707316,0.004138770163112859,0.0003323500434596602,0.9256673880136107,False,002:0.0531371366;031:-0.00837035468;035:-0.0935908334
all30,1984,2016,1830,1860,675.0,680.0,31,3,003;025;032,0.035793635300478854,0.08137264058711685,0.14115033361895257,0.004293985714315256,0.00044394515619798364,0.906299781839178,False,003:0.0825647441;025:0.0829832477;032:-0.0581670859
all30,1984,2016,1830,1860,680.0,685.0,29,3,002;031;035,-0.03059404973078017,0.08208225181997388,0.1641361397065566,0.005388635122364159,0.0009289747908826172,0.8529547085623724,False,002:0.0505931163;031:-0.0288322422;035:-0.113543023
all30,1984,2016,1860,1890,675.0,680.0,42,3,003;025;032,0.049400224037735065,0.06454014666844925,0.11345384150132531,0.002962903718169858,0.00019027649265526857,0.9396556872956281,False,003:0.0883555664;025:0.0849433808;032:-0.0250982751
all30,1984,2016,1860,1890,680.0,685.0,26,3,002;031;035,0.005564039320461234,0.054516162860445576,0.10901771976966756,0.002511035027861937,0.0016118382189714523,0.6090497760974244,False,002:0.0605880714;031:0.00453369499;035:-0.0484296484
all30,1984,2016,1890,1920,675.0,680.0,44,3,003;025;032,0.05318147428596376,0.06778203475683897,0.12424575652079284,0.0033993279912223756,0.0003957077158003298,0.895730173218641,False,003:0.0844896677;025:0.0996502558;032:-0.0245955007
all30,1984,2016,1890,1920,680.0,685.0,19,3,002;031;035,-0.015308094374897033,0.07625096323231008,0.15181434612338762,0.0038896326396747317,3.046747618653952e-05,0.9922278831442942,False,002:0.0564233364;031:-0.00695660975;035:-0.0953910098
all30,1984,2016,1920,1950,675.0,680.0,21,3,003;025;032,0.041952667543663814,0.06920069890884432,0.12244485804876604,0.0029282475718754187,0.0016449511718541374,0.6403062136519702,False,003:0.084551179;025:0.0792005026;032:-0.037893679
all30,1984,2016,1920,1950,680.0,685.0,21,3,002;025;031,0.07136028930979894,0.07796091718159891,0.14726067769777273,0.0038200178771825855,8.009295025478341e-05,0.9794639296680168,False,002:0.130197862;025:0.100945822;031:-0.0170628159
all30,1984,2016,1950,1980,675.0,680.0,16,2,003;032,0.04740048973025068,0.10244419053550703,0.1448779636416475,0.005088929076308489,0.0004205621087443127,0.9236658895316334,False,003:0.119839472;032:-0.0250384921
all30,1984,2016,1950,1980,680.0,685.0,58,3,002;025;031,0.04540833581249141,0.046383469063973004,0.08882972361936936,0.0016725630958237144,0.0004153619994172215,0.8010647027692864,False,002:0.0608462222;025:0.0821042544;031:-0.00672546921
all30,1984,2016,1980,2010,675.0,680.0,19,3,003;031;032,0.024228662930378658,0.07617762120749405,0.138953373657273,0.004656367437109344,0.0005310574456136521,0.8976259979431473,False,003:0.111742533;031:-0.011845704;032:-0.0272108405
all30,1984,2016,1980,2010,680.0,685.0,64,3,002;025;031,0.052291940628966437,0.03658888867030868,0.06418427948244698,0.000933253201788586,8.763761604119168e-05,0.9141557407407261,False,002:0.072584512;025:0.0742377947;031:0.0100535152
all30,1984,2016,2010,2040,675.0,680.0,28,2,031;032,-0.001158169119833019,0.0031962696004931217,0.004520207818018207,4.627344494148747e-05,0.0001863763665368378,0.19889741000627684,False,031:0.00110193479;032:-0.00341827303
all30,1984,2016,2010,2040,680.0,685.0,53,3,002;003;025,0.08722728652548994,0.02090542175202965,0.03817112561148406,0.00012297398107278813,0.00015216766650998897,0.44694789812142516,False,002:0.0773765369;003:0.111238224;025:0.0730670985
all30,1984,2016,2040,2070,675.0,680.0,30,2,031;032,-0.011195481783829564,0.010331043489430843,0.014610301816219362,3.791091981693446e-05,0.0001849469927798188,0.17011251418087084,False,031:-0.00389033088;032:-0.0185006327
all30,1984,2016,2040,2070,680.0,685.0,46,3,002;003;025,0.07334017653850348,0.009931438258340591,0.018592282952283767,7.664053674882584e-05,0.000488963387356705,0.13550213052363158,False,002:0.0773758871;003:0.0620261798;025:0.0806184628
all30,1984,2016,2070,2100,675.0,680.0,27,2,031;032,-0.022854542481525186,0.02104925369998802,0.02976814006035511,0.0004346149656571052,0.0002609147040016122,0.6248690524882455,False,031:-0.00797047245;032:-0.0377386125
all30,1984,2016,2070,2100,680.0,685.0,34,2,002;003,0.08359286646637543,0.029665429238819138,0.04195325236315739,0.0003459701875851477,0.0002133569896861065,0.6185470716316798,False,002:0.0626162403;003:0.104569493
all30,1984,2016,2100,2130,675.0,680.0,24,2,031;032,-0.020668600228930245,0.04996242585608012,0.0706575402547287,0.0009977583094194365,0.0005240882402362768,0.6556234658777911,False,031:0.0146601699;032:-0.0559973704
all30,1984,2016,2100,2130,680.0,685.0,39,2,002;003,0.08944181056563139,0.014110420946449048,0.019955148673261647,0.00015454954074956335,0.000205746155669431,0.4289519477630255,False,002:0.0794642362;003:0.0994193849
all30,1984,2016,2130,2160,675.0,680.0,21,2,031;032,-0.07521303218055664,0.13356272971772876,0.18888622379438402,0.008022284849112552,0.0010960672306694935,0.8797954695015799,False,031:0.0192300797;032:-0.169656144
all30,1984,2016,2130,2160,680.0,685.0,40,2,002;003,0.08125733157191917,0.021469760242654817,0.030362826116061115,0.0002587280771380487,0.00018193765415458973,0.587130014351472,False,002:0.0660759185;003:0.0964387446
all30,1984,2016,2160,2190,675.0,680.0,22,2,031;032,-0.03300335800494736,0.06045670716213048,0.08549869520510356,0.002427734467219697,0.0020483548799121944,0.5423784645351857,False,031:0.0097459896;032:-0.0757527056
all30,1984,2016,2190,2220,675.0,680.0,23,2,031;032,-0.005316818164999404,0.01910223204674113,0.02701463563209927,0.00024413347424811843,0.0006000148515185365,0.28920684528562746,False,031:0.00819049965;032:-0.018824136
all30,1984,2016,2220,2250,675.0,680.0,27,2,031;032,-0.0018693469989727873,0.0308629664336925,0.04364682570559353,0.0006123937857749181,0.0006371778866015472,0.49008296147611363,False,031:0.0199540659;032:-0.0236927599
all30,1984,2016,2250,2280,675.0,680.0,14,2,031;032,0.007005430903376464,0.035958763277044094,0.050853370712559354,0.000756742424954771,0.00024560002283980704,0.7549739379189289,False,031:0.0324321163;032:-0.0184212545
all30,1984,2016,2340,2370,675.0,680.0,16,2,026;032,0.023662468775967227,0.04634839499871329,0.06554652880140566,0.001058174856112676,0.000255074571303853,0.8057683742488699,False,026:0.0564357332;032:-0.00911079562
all30,1984,2016,2370,2400,675.0,680.0,19,2,026;032,0.021567814569749544,0.05648295949845621,0.079878967365687,0.0012313101745544575,0.0005747388073676272,0.6817700886739172,False,026:0.0615072983;032:-0.0183716691
all30,1984,2016,2400,2430,675.0,680.0,19,2,026;032,0.027324500687768705,0.07659607268997769,0.10832320482268187,0.0028593261578243843,0.00023403303616324034,0.9243434009803595,False,026:0.0814861031;032:-0.0268371017
all30,1984,2016,2430,2460,675.0,680.0,31,2,026;032,0.030475192158291975,0.054924721952491345,0.07767528669478452,0.0013933280278256225,0.00012348726592342107,0.9185878027256679,False,026:0.0693128355;032:-0.00836245119
all30,1984,2016,2460,2490,675.0,680.0,26,2,026;032,0.03759714153494542,0.04877092578630874,0.06897250469648952,0.001322644124310138,0.00013969545001059954,0.9044712647707092,False,026:0.0720833939;032:0.00311088919
all30,1984,2016,2460,2490,680.0,685.0,34,2,002;026,0.06402439435072438,0.002405494381452281,0.0034018827784620953,4.478868805372238e-06,3.956141183584081e-05,0.10169937021656708,False,002:0.0657253357;026:0.062323453
all30,1984,2016,2490,2520,680.0,685.0,48,2,002;026,0.057400190131914997,0.0037609146689137765,0.005318736531705781,2.720852596405192e-05,8.262226476416344e-05,0.24773131271886667,False,002:0.0600595584;026:0.0547408219
all30,1984,2016,2520,2550,680.0,685.0,35,2,002;026,0.05160861797142502,0.017950316614216696,0.025385581204716345,0.0010617275515661922,0.003078972753751443,0.25641255663992,False,002:0.0643014086;026:0.0389158274
all30,1984,2016,2550,2580,680.0,685.0,32,2,002;026,0.046294229591921976,0.00705177036895429,0.00997270929451588,1.819540434361946e-05,8.044246512487587e-05,0.18446672096289574,False,002:0.0512805842;026:0.0413078749
all30,1984,2016,2580,2610,680.0,685.0,22,2,002;026,0.03481903067813619,0.00022283391561512834,0.0003151347456196163,2.79446390310018e-06,7.082388944619887e-05,0.03795879391435461,False,002:0.0346614633;026:0.0349765981
all30,2016,2048,450,480,685.0,690.0,25,2,010;017,0.0683372609696562,0.0051486660614495595,0.0072813133722320345,3.891605096855828e-05,0.0002738102970986613,0.12444122859834436,False,010:0.0646966043;017:0.0719779177
all30,2016,2048,480,510,685.0,690.0,23,2,010;017,0.0488004468015788,0.003979331537881701,0.005627624630051287,2.658748200863365e-06,0.0006229157424638819,0.00425009050167333,False,010:0.0459866345;017:0.0516142591
all30,2016,2048,510,540,685.0,690.0,25,2,010;017,0.03350177874796145,0.019970392931642104,0.028242400529848055,0.00016589899674212283,0.0003609166298957192,0.31490902766285944,False,010:0.0193805785;017:0.047622979
all30,2016,2048,540,570,685.0,690.0,48,4,010;015;017;033,0.0027518198664751026,0.017832343929699436,0.03971714844669805,0.00037227108926604386,0.00042245703043722983,0.46842571696725427,False,010:0.00789681779;015:0.0103447691;017:0.0162414205;033:-0.0234757279
all30,2016,2048,570,600,685.0,690.0,56,4,010;015;017;033,-0.012036165364818885,0.029801536583313016,0.07103673540569844,0.0006671730495803072,0.00030771346431338677,0.6843597075885478,False,010:-0.0133880328;015:-0.00196441571;017:0.0191222612;033:-0.0519144742
all30,2016,2048,600,630,685.0,690.0,52,3,010;015;033,-0.044617406848412124,0.022596109389024278,0.0409795028579083,0.00025338451781784925,0.00025934065887991395,0.4941916826667011,False,010:-0.0556176642;015:-0.0186275268;033:-0.0596070296
all30,2016,2048,630,660,685.0,690.0,51,3,010;015;033,-0.05571568161978272,0.026997802340944434,0.04809897773168359,0.0006647906216875845,0.00027049087786729526,0.710792015028601,False,010:-0.0698815286;015:-0.0245832692;033:-0.072682247
all30,2016,2048,660,690,685.0,690.0,38,3,010;015;033,-0.06489087421656829,0.031475393643305954,0.06282660893157299,0.0006757597406034459,0.00012045505870772,0.8487153732737321,False,010:-0.0671726009;015:-0.0323367064;033:-0.0951633153
all30,2016,2048,690,720,685.0,690.0,31,3,010;015;033,-0.08254834513727853,0.037860559264891194,0.0757062416683425,0.0008825430601090786,0.0003020586973422694,0.7450124521238733,False,010:-0.0834149023;015:-0.0442619457;033:-0.119968187
all30,2016,2048,720,750,685.0,690.0,32,3,010;015;033,-0.10033222153591244,0.03896926836213932,0.07782513684668402,0.0009190073908918794,0.00014571029405928505,0.8631465447425452,False,010:-0.0979057301;015:-0.0626328988;033:-0.140458036
all30,2016,2048,750,780,685.0,690.0,33,3,010;015;033,-0.1082776817201534,0.01733480238273662,0.03216447294323643,0.00034669747267518624,0.00030497776839508704,0.5320095821130024,False,010:-0.100807113;015:-0.0959307294;033:-0.128095202
all30,2016,2048,780,810,685.0,690.0,44,3,010;015;033,-0.10964221959306997,0.014108089035546906,0.027199093029253163,0.00013907534545233588,0.0001359512784078247,0.5056795720368142,False,010:-0.113976657;015:-0.0938754544;033:-0.121074547
all30,2016,2048,810,840,685.0,690.0,29,2,010;033,-0.06345398989375894,0.06576442448911425,0.09300494103416668,0.002331377265141286,0.005109641107595827,0.3133142734444976,False,010:-0.10995646;033:-0.0169515194
all30,2016,2048,840,870,685.0,690.0,24,3,010;016;033,-0.07434051097438517,0.04392618160018652,0.07653407231782694,0.0013088522825428011,0.0002998561465545323,0.8136044163560545,False,010:-0.0992441486;016:-0.023621656;033:-0.100155728
all30,2016,2048,870,900,685.0,690.0,23,3,010;016;033,-0.03229411264961376,0.0454102082176606,0.08335279206346513,0.0015227919101902642,0.0004280677687298993,0.7805748033262738,False,010:-0.053116057;016:0.0197932555;033:-0.0635595365
all30,2016,2048,900,930,685.0,690.0,41,3,010;016;033,-0.044967989263511754,0.03873643126916214,0.07471366349665232,0.0009260347447157408,0.00037598402598383726,0.7112299496405723,False,010:-0.0567989221;016:-0.00169569109;033:-0.0764093546
all30,2016,2048,930,960,685.0,690.0,44,3,010;016;033,-0.02793558436752619,0.048161153984246335,0.08865077764022544,0.0013604409001441622,0.0005301017390868353,0.719603394238989,False,010:-0.0496843517;016:0.0272641881;033:-0.0613865895
all30,2016,2048,960,990,685.0,690.0,47,3,010;016;033,-0.023423517235490483,0.045611827804155,0.07909816287912008,0.0013113267405720627,0.0005694613492451818,0.6972219505598231,False,010:-0.0496611237;016:0.0292443674;033:-0.0498537955
all30,2016,2048,990,1020,680.0,685.0,37,2,015;016,0.00025580772674516083,0.05585414922906241,0.0789896953545508,0.0015488708040232823,8.501621138508968e-05,0.9479668969865455,False,015:-0.03923904;016:0.0397506554
all30,2016,2048,990,1020,685.0,690.0,45,3,010;016;033,-0.010250621314772465,0.03603846292130928,0.06918476850580646,0.0008275402909467089,8.796379930690125e-05,0.9039176337458703,False,010:-0.0219203977;016:0.0301766512;033:-0.0390081174
all30,2016,2048,1020,1050,680.0,685.0,42,2,015;016,0.01396624712464245,0.04389116600535114,0.06207148223313652,0.001064949913561928,0.00010920000196851137,0.9069965423289422,False,015:-0.017069494;016:0.0450019882
all30,2016,2048,1020,1050,685.0,690.0,38,2,010;033,-0.004308613120031168,0.0025528108561380506,0.003610219734923703,1.0749751813318589e-05,0.000535336387975207,0.019685084513372707,False,010:-0.00611372299;033:-0.00250350325
all30,2016,2048,1050,1080,685.0,690.0,37,2,010;033,-0.004932595642713977,0.0004045516967184841,0.0005721224961803273,7.204832954979447e-06,0.00022146110387186152,0.03150811640316748,False,010:-0.00521865689;033:-0.00464653439
all30,2016,2048,1080,1110,685.0,690.0,39,2,010;033,-0.014470052125403754,0.0021257403228984737,0.003006250794726384,2.5966740438774427e-06,0.0004475980748144259,0.005767890563945102,False,010:-0.0159731775;033:-0.0129669267
all30,2016,2048,1110,1140,685.0,690.0,36,2,010;033,0.00578370933021688,0.015857452572608143,0.02242582449287056,8.230985906787738e-05,0.00016322468787250527,0.3352272016037838,False,010:0.0169966216;033:-0.00542920292
all30,2016,2048,1140,1170,685.0,690.0,37,2,010;033,0.028982165270093674,0.023320403973519335,0.03298003157937046,0.00033599730768187747,0.000248701615489652,0.5746501222532746,False,010:0.0454721811;033:0.0124921495
all30,2016,2048,1170,1200,685.0,690.0,39,2,010;033,0.04024650163688648,0.01088697878939173,0.015396513057226002,8.46531389721765e-05,0.00017357885347597555,0.3278181691185038,False,010:0.0479447582;033:0.0325482451
all30,2016,2048,1200,1230,685.0,690.0,28,3,001;010;033,0.08730228212154618,0.04555349918682275,0.08105523704296047,0.0013095969607469272,0.0002348153112120018,0.8479581420871756,False,001:0.139838695;010:0.0587834579;033:0.0632846934
all30,2016,2048,1230,1260,685.0,690.0,27,3,001;010;033,0.08728970720558966,0.04516173985473557,0.08400712422928791,0.001502603690067436,0.0001980597350677934,0.8835397221222392,False,001:0.138872475;010:0.0548653503;033:0.0681312968
all30,2016,2048,1260,1290,685.0,690.0,46,3,001;010;033,0.07876984668153379,0.04244910155125503,0.08344125817217218,0.0011424783502343187,0.0006686195913811789,0.6308208540147913,False,001:0.125011365;010:0.0697280673;033:0.0415701073
all30,2016,2048,1260,1290,690.0,695.0,6,2,030;033,0.03244320870209094,0.023066771977762048,0.03262134177111875,0.0002474202590464835,0.00019692904349960337,0.5568147797887488,False,030:0.0161325378;033:0.0487538796
all30,2016,2048,1290,1320,685.0,690.0,41,2,001;010,0.09552700332557151,0.06018276477694709,0.08511128216866837,0.001924085713467325,0.00021897399627632085,0.8978217941008677,False,001:0.138082644;010:0.0529713622
all30,2016,2048,1290,1320,690.0,695.0,22,2,030;033,0.03891221972310177,0.0024895214412628615,0.0035207149860525533,1.166300952181761e-05,0.00013530027505333816,0.07936002216834809,False,030:0.0371518622;033:0.0406725772
all30,2016,2048,1320,1350,680.0,685.0,32,2,001;011,0.09849414010469104,0.04981915104850769,0.07045491907871337,0.0012132054402855278,8.891293107943671e-05,0.9317167063803635,False,001:0.1337216;011:0.0632666806
all30,2016,2048,1320,1350,690.0,695.0,33,3,030;031;033,0.058443443340706835,0.006889393705625313,0.013171405701882577,6.471088084484063e-05,0.0002236052570685964,0.22444418586194154,False,030:0.0530256822;031:0.0661970879;033:0.0561075599
all30,2016,2048,1350,1380,680.0,685.0,35,2,001;011,0.08278342828529617,0.054064814057296004,0.07645919328700757,0.001608420588128417,0.0005951425578785124,0.7299180833746615,False,001:0.121013025;011:0.0445538316
all30,2016,2048,1350,1380,690.0,695.0,46,3,030;031;033,0.031787685191526784,0.015595443383238608,0.027398095888088392,3.591427196008896e-05,0.00023124451012635923,0.13443043750838662,False,030:0.0223918895;031:0.0231811807;033:0.0497899854
all30,2016,2048,1380,1410,690.0,695.0,44,3,030;031;033,0.013672891175474433,0.009233133537522342,0.01691059551262697,3.152484035550168e-05,0.00020984857913165043,0.1306060974836531,False,030:0.0199866401;031:0.00307604454;033:0.0179559889
all30,2016,2048,1410,1440,690.0,695.0,52,3,030;031;033,0.012483636475186207,0.007848115391714452,0.015212062030911966,8.768755438743842e-06,0.00016741758291115844,0.049769780794974475,False,030:0.018972945;031:0.0147170815;033:0.00376088296
all30,2016,2048,1440,1470,685.0,690.0,28,3,010;011;031,0.06439520305927242,0.045384874576110804,0.07947756335261147,0.0010665652743846808,0.00030232754662601916,0.7791444720976763,False,010:0.0373136469;011:0.11679121;031:0.0390807521
all30,2016,2048,1440,1470,690.0,695.0,48,3,030;031;033,0.024655697431853696,0.00953987068326358,0.01821709649823333,6.864544599659892e-05,0.00029300763731591106,0.1898102053156874,False,030:0.0354016706;031:0.0213808475;033:0.0171845741
all30,2016,2048,1470,1500,685.0,690.0,51,3,010;011;031,0.03441125087916438,0.010624292126408247,0.021080415155324772,8.806256522763776e-05,0.0003452980780569055,0.20320849756957773,False,010:0.0246412397;011:0.0457216548;031:0.0328708581
all30,2016,2048,1470,1500,690.0,695.0,39,2,030;033,0.02089937350120863,0.01530286464755599,0.021641518727733455,0.00010268284999709879,0.00015022332387233875,0.4060116383323591,False,030:0.0317201329;033:0.0100786141
all30,2016,2048,1500,1530,685.0,690.0,54,3,010;011;031,0.01811146402169091,0.012599981357447063,0.02519593921658725,7.71429978601194e-05,0.00025957479150778454,0.2291028282317201,False,010:0.00538350473;011:0.0305794439;031:0.0183714434
all30,2016,2048,1500,1530,690.0,695.0,29,2,030;033,0.015359744173338186,0.0091696609234347,0.012967858840283952,2.8783333292833183e-06,0.0004607881542143646,0.006207766587858826,False,030:0.0218436736;033:0.00887581475
all30,2016,2048,1530,1560,685.0,690.0,53,3,010;011;031,-0.0033628786854933423,0.024127754686577227,0.04503887273358487,0.0004356060426366289,0.0003498080034009657,0.5546196236676141,False,010:-0.0308830994;011:0.00663868999;031:0.0141557733
all30,2016,2048,1530,1560,690.0,695.0,25,2,030;033,-0.016216145520530745,0.009604335194930149,0.013582581090247459,6.050215723117939e-05,0.00032783264127525947,0.1557989586920221,False,030:-0.00942485498;033:-0.0230074361
all30,2016,2048,1560,1590,685.0,690.0,47,3,010;011;031,-0.03008442851366529,0.012291833325531621,0.02189607474457489,0.00013552272955963258,0.00028902072317947894,0.31921992598226073,False,010:-0.0442589007;011:-0.0223628259;031:-0.023631559
all30,2016,2048,1560,1590,690.0,695.0,22,2,030;033,-0.036069622331922346,0.01651030923762418,0.02334910324282191,0.000192329423543532,0.0007501134144006183,0.2040754259038993,False,030:-0.0243950707;033:-0.047744174
all30,2016,2048,1590,1620,685.0,690.0,53,3,010;011;031,-0.030713975851540454,0.005424216957929021,0.01042870492142356,3.52308360427381e-05,0.00020931025960140413,0.14406918374981945,False,010:-0.0367910098;011:-0.0289886129;031:-0.0263623049
all30,2016,2048,1590,1620,690.0,695.0,23,2,030;033,-0.03266747790945601,0.024841634810945673,0.03513137686115897,0.0003170157516891306,0.00014368908087406988,0.6881103241860215,False,030:-0.0151017895;033:-0.0502331663
all30,2016,2048,1620,1650,685.0,690.0,67,4,010;011;027;031,0.08543847350544809,0.2867441394754673,0.6057884695302391,0.061151972632419484,0.0003871174806008177,0.9937094051944894,True,010:-0.0919107083;011:-0.0481852048;027:0.513877761;031:-0.0320279541
all30,2016,2048,1620,1650,690.0,695.0,13,2,030;033,-0.021652425020761257,0.046802146482268436,0.06618823030339627,0.001570426548627402,0.0006820127936775289,0.6972114716396214,False,030:0.0114416901;033:-0.0547465402
all30,2016,2048,1650,1680,685.0,690.0,86,4,010;011;027;031,0.0797548586186565,0.29948678268169693,0.6270949280727791,0.06597085412001567,0.00027767163909030363,0.9958086367068759,True,010:-0.0994371835;011:-0.0657238955;027:0.527657745;031:-0.043477231
all30,2016,2048,1650,1680,690.0,695.0,7,2,030;033,-0.037697733859062055,0.08181210882532802,0.11569979386712248,0.003215608280683807,0.0005413982056636861,0.8558963878207126,False,030:0.0201521631;033:-0.0955476308
all30,2016,2048,1680,1710,685.0,690.0,77,4,010;011;027;031,0.08490729326747726,0.30075027781474195,0.629812885094907,0.06837615005192046,0.0006631165142559303,0.9903950817087502,True,010:-0.0950571277;011:-0.0595913217;027:0.534755757;031:-0.0404781349
all30,2016,2048,1680,1710,690.0,695.0,11,3,011;030;033,-0.03931621065104688,0.02696471170953307,0.053178570529212266,0.0001789640844128611,0.0006480757300990734,0.21639113531489912,False,011:-0.0341386196;030:-0.0153157209;033:-0.0684942914
all30,2016,2048,1710,1740,685.0,690.0,58,3,010;027;031,0.13387545048442462,0.3575377510608334,0.6509992571798193,0.0859621508292468,0.00042672172680581055,0.9950604549616162,True,010:-0.10621685;027:0.544782407;031:-0.0369392063
