scope,u_start_px,u_end_px,v_start_px,v_end_px,lambda_start_mm,lambda_end_mm,point_count,unique_frame_count,frame_ids,frame_median_residual_mean_mm,frame_median_residual_std_mm,frame_median_residual_range_mm,between_frame_variance_mm2,within_frame_variance_mm2,between_fraction,contains_frame027,frame_median_residuals
leave027_out,2048,2080,420,450,690.0,695.0,13,2,015;030,0.07917824056315226,0.003979509193165121,0.005627875872562527,1.4823975823163736e-05,0.00091891629301069,0.01587590930578304,False,015:0.0819921785;030:0.0763643026
leave027_out,2048,2080,450,480,690.0,695.0,49,2,015;030,0.06401118389237581,0.0034667863587339504,0.004902776286371591,5.934374876151312e-06,0.00012489232890476964,0.04536057780748542,False,015:0.066462572;030:0.0615597957
leave027_out,2048,2080,480,510,690.0,695.0,27,2,015;030,0.04348722540700578,0.02337631267195996,0.03305909841895982,0.00024396302323926003,0.00010931310941536559,0.6905731825301834,False,015:0.0600167746;030:0.0269576762
leave027_out,2048,2080,690,720,690.0,695.0,17,2,016;030,-0.03922195008436802,0.056620819642790664,0.0800739310515155,0.0019394702673333904,0.0002657349335774947,0.8794965051471265,False,016:0.000815015441;030:-0.0792589156
leave027_out,2048,2080,720,750,690.0,695.0,6,2,016;030,-0.06266847221388616,0.07062456082677476,0.09987821175786848,0.002336375377783976,0.00027583733111314506,0.8944047204985831,False,016:-0.0127293663;030:-0.112607578
leave027_out,2048,2080,750,780,690.0,695.0,9,2,016;030,-0.0657089005085254,0.06075799296112841,0.08592477766819684,0.0019444004397732306,0.0003482951929593023,0.8480848534856809,False,016:-0.0227465117;030:-0.108671289
leave027_out,2048,2080,780,810,690.0,695.0,6,2,016;030,-0.04508112756371929,0.03668138501749275,0.051875312178367494,0.000970884571377852,0.0002572708507164567,0.7905225624638401,False,016:-0.0191434715;030:-0.0710187837
leave027_out,2048,2080,810,840,690.0,695.0,9,2,016;030,-0.05617450592825435,0.05996662954608216,0.08480562079387255,0.00224516106049736,0.001257698808510877,0.6409508642813712,False,016:-0.0137716955;030:-0.0985773163
leave027_out,2048,2080,840,870,690.0,695.0,8,2,016;030,-0.0956471949472757,0.03294082952178765,0.046585367865532135,0.00039035499682727874,0.0002900637078370703,0.5736982157476713,False,016:-0.072354511;030:-0.118939879
leave027_out,2048,2080,1080,1110,690.0,695.0,8,2,001;030,-0.004576127651432671,0.03517852110798201,0.049749941655136354,0.0004694470190132056,0.0009501863462341133,0.3306818721687495,False,001:0.0202988432;030:-0.0294510985
leave027_out,2048,2080,1080,1110,695.0,700.0,6,2,001;031,0.04372753567969312,0.058880026262881684,0.0832689316938513,0.0023759971039934826,0.0007865523358172412,0.751291687043376,False,001:0.0853620015;031:0.00209306983
leave027_out,2048,2080,1170,1200,690.0,695.0,6,2,030;031,0.02446516372719998,0.012746428184195501,0.01802617160990394,7.443831232304891e-05,0.0004201206299950037,0.15051454124790117,False,030:0.0334782495;031:0.0154520779
leave027_out,2048,2080,1200,1230,690.0,695.0,12,2,030;031,0.034077147126595264,0.029550324274848064,0.04179046936201303,0.000604247763932657,0.00037999711400932176,0.6139201508430684,False,030:0.0131819124;031:0.0549723818
leave027_out,2048,2080,1230,1260,690.0,695.0,17,2,030;031,0.0401871761107202,0.010185844937975965,0.014404960055514948,4.496527536021864e-05,0.0001440783785811957,0.23785657134067895,False,030:0.0329846961;031:0.0473896561
leave027_out,2048,2080,2160,2190,700.0,705.0,31,2,006;012,-0.006219410548112592,0.0424277841763964,0.060001947803698386,0.0007467255839569331,0.00020814171104587426,0.782020274298679,False,006:-0.0362203844;012:0.0237815634
leave027_out,2048,2080,2190,2220,700.0,705.0,37,2,006;012,-0.024031014223254488,0.0715609820793891,0.10120251139341008,0.004297455170490624,0.0025332822739433406,0.6291348782542375,False,006:-0.0746322699;012:0.0265702415
leave027_out,2048,2080,2220,2250,700.0,705.0,38,2,006;012,-0.06617182965158008,0.1224680405067214,0.17319596384186298,0.008280126302772146,0.004382288340872853,0.6539136914875686,False,006:-0.152769812;012:0.0204261523
leave027_out,2048,2080,2250,2280,700.0,705.0,34,2,006;012,2.448365623308746e-05,0.08637475261371792,0.12215234659294083,0.0036718904787384292,0.0006538850184212898,0.8488398163865353,False,006:-0.0610516896;012:0.061100657
leave027_out,2048,2080,2280,2310,700.0,705.0,37,2,006;012,-0.009141724654796235,0.07555061491038843,0.10684470425189829,0.002590760692303499,0.00024100479795488257,0.914892388234842,False,006:-0.0625640768;012:0.0442806275
leave027_out,2048,2080,2310,2340,700.0,705.0,18,2,006;012,0.0020802270595936534,0.046306209462481096,0.06548686944393012,0.0011928645682643612,0.0008259983895077137,0.5908596042500834,False,006:-0.0306632077;012:0.0348236618
leave027_out,2048,2080,2460,2490,695.0,700.0,20,2,003;035,0.06448808142104667,0.14435294701656665,0.20414589543935335,0.010546967256949114,0.000617972072838666,0.9446506555400681,False,003:0.166561029;035:-0.0375848663
leave027_out,2048,2080,2490,2520,695.0,700.0,18,2,003;035,0.043902764646304604,0.12527660973062316,0.17716788052916854,0.007806181974186847,8.601514195211956e-05,0.9891012425708141,False,003:0.132486705;035:-0.0446811756
leave027_out,2080,2112,300,330,700.0,705.0,13,2,007;018,0.10868517430273528,0.08900126604283162,0.1258667975061485,0.003981020199364793,0.0003558389758912262,0.9179500736566527,False,007:0.171618573;018:0.0457517755
leave027_out,2080,2112,330,360,700.0,705.0,30,2,007;018,0.0922314910127966,0.07892956203720199,0.11162325710517962,0.0036024308871825134,0.0009479300913060656,0.7916802434384174,False,007:0.14804312;018:0.0364198625
leave027_out,2080,2112,360,390,700.0,705.0,49,3,007;009;018,0.09813450057011626,0.0752325833935887,0.1365250777018332,0.003718657440462105,0.0003383711225537346,0.9165963174037398,False,007:0.134652394;009:0.148138093;018:0.0116130151
leave027_out,2080,2112,390,420,700.0,705.0,56,3,007;009;018,0.08497114412237276,0.0763553303231951,0.1402866037527133,0.003948426293450388,0.0007709674541335534,0.836638454986248,False,007:0.137697465;009:0.119805106;018:-0.00258913865
leave027_out,2080,2112,420,450,700.0,705.0,53,3,007;009;018,0.038876257664242075,0.06291563876200847,0.11333459773481991,0.002521593737715168,0.0006371221805183464,0.7982970938156884,False,007:0.0704398409;009:0.0797617649;018:-0.0335728328
leave027_out,2080,2112,450,480,700.0,705.0,52,3,007;009;018,0.024861952897746658,0.08226313678577449,0.15208254870157134,0.0043925777805640205,0.0004107568693343489,0.9144850610516925,False,007:0.0611009424;009:0.0827837325;018:-0.0692988162
leave027_out,2080,2112,480,510,700.0,705.0,48,3,007;009;018,0.031089679029984534,0.03542398827309467,0.06392542170311799,0.0016524179907428192,0.0010826158489368745,0.6041672928391767,False,007:0.0542349061;009:0.0487246466;018:-0.00969051559
leave027_out,2080,2112,510,540,700.0,705.0,66,4,007;009;016;018,0.01658098463192914,0.07273375680623145,0.16541691154543514,0.0034112997396718594,0.001081502952119671,0.7592810042391567,False,007:0.0451281775;009:0.0341777502;016:0.0762174612;018:-0.0891994503
leave027_out,2080,2112,540,570,700.0,705.0,64,3,007;009;018,-0.018667745344278803,0.06349690416569688,0.11710183358042059,0.002795574504278586,0.00023502001436844465,0.9224508548001445,False,007:0.00970235586;009:0.0256981208;018:-0.0914037127
leave027_out,2080,2112,570,600,700.0,705.0,55,3,007;009;018,-0.038154052452038435,0.06638516688829421,0.12380085422569209,0.0029218207558867355,0.00021354569658670278,0.9318913116461267,False,007:-0.0104574219;009:0.00989805941;018:-0.113902795
leave027_out,2080,2112,600,630,700.0,705.0,46,3,007;009;018,-0.04046440552499083,0.07228225243977927,0.12743131663904705,0.0032819656841237554,0.0003867711822767779,0.8945764724041803,False,007:-0.00105139747;009:0.00354474877;018:-0.123886568
leave027_out,2080,2112,630,660,700.0,705.0,37,2,007;009,-0.013859288346679932,0.027443397109205774,0.0388108243894294,8.484678589118334e-05,0.0004878114267479032,0.1481630473789387,False,007:-0.0332647005;009:0.00554612385
leave027_out,2080,2112,630,660,705.0,710.0,18,2,018;031,-0.09928166122551829,0.05010763638115555,0.07086289894868969,0.0008928508329157306,0.0003139905544505958,0.7398245057407146,False,018:-0.134713111;031:-0.0638502118
leave027_out,2080,2112,660,690,700.0,705.0,43,3,007;009;031,-0.03383925816410738,0.047392057591825125,0.09296437510113265,0.0012055857157210325,0.0003247410334841732,0.7877962770677364,False,007:-0.0231675908;009:0.0073070957;031:-0.0856572794
leave027_out,2080,2112,690,720,700.0,705.0,46,3,007;009;031,-0.06020542450986947,0.021315492746897004,0.04252486985933501,0.0005002371467208431,0.0009203828156216309,0.35212594499657546,False,007:-0.039810763;009:-0.0584698778;031:-0.0823356328
leave027_out,2080,2112,720,750,700.0,705.0,39,3,007;009;031,-0.06211748694691247,0.03283799092355376,0.05926743697790471,0.0006111703719832895,0.0008812069389454681,0.4095280513229843,False,007:-0.0457803564;009:-0.0406523337;031:-0.0999197707
leave027_out,2080,2112,750,780,700.0,705.0,31,3,007;009;031,-0.08284703398085942,0.03160296383726024,0.0631717110459249,0.0009404746564116714,0.0013966961225697471,0.4023987741373129,False,007:-0.0506608857;009:-0.0840476195;031:-0.113832597
leave027_out,2080,2112,780,810,700.0,705.0,25,3,007;009;031,-0.08600639074412204,0.080857389726653,0.157773127159885,0.0038669640639032964,0.00019950595487218436,0.9509387862320302,False,007:-0.0173639728;009:-0.0655180995;031:-0.1751371
leave027_out,2080,2112,780,810,705.0,710.0,19,2,009;018,-0.1138106846172775,0.07210116444461893,0.10196644462047288,0.002635612080984886,0.0008613028829013496,0.7536963604215998,False,009:-0.0628274623;018:-0.164793907
leave027_out,2080,2112,810,840,700.0,705.0,22,2,007;031,-0.04809553259778454,0.0712182414521462,0.10071780294998689,0.00242988656371967,0.0009570553493738375,0.717427882162969,False,007:0.00226336888;031:-0.0984544341
leave027_out,2080,2112,810,840,705.0,710.0,33,2,009;018,-0.09616854894335347,0.04979879602014213,0.0704261327215363,0.0017621247351496416,0.0020510204979691817,0.46211844223629944,False,009:-0.0609554826;018:-0.131381615
leave027_out,2080,2112,840,870,700.0,705.0,47,3,006;007;031,-0.09224359081762638,0.0503055093757337,0.09361418433491053,0.0020307763263671674,0.00046648880395367374,0.8132001290973295,False,006:-0.113527087;007:-0.0347947507;031:-0.128408935
leave027_out,2080,2112,840,870,705.0,710.0,28,2,009;018,-0.12042498492274945,0.08699841905229162,0.12303434412876868,0.0026412851367295584,0.0007124186248398392,0.7875725837792972,False,009:-0.0589078129;018:-0.181942157
leave027_out,2080,2112,870,900,700.0,705.0,49,3,006;007;031,-0.0738188558267628,0.06116318151020155,0.11874602407903012,0.0024491368429366903,0.0006454074940278124,0.7914369859502789,False,006:-0.124710905;007:-0.00596488052;031:-0.0907807824
leave027_out,2080,2112,870,900,705.0,710.0,35,2,009;018,-0.09225857414799066,0.09110417675359879,0.12884076235377506,0.004038519078856812,0.0007215936852066442,0.8484082791789457,False,009:-0.027838193;018:-0.156678955
leave027_out,2080,2112,900,930,700.0,705.0,45,3,006;007;031,-0.04774519767732954,0.05803539159735674,0.1064961373106712,0.002879585146674607,0.0006075474398664286,0.8257744938602783,False,006:-0.0743972736;007:0.0188289089;031:-0.0876672284
leave027_out,2080,2112,900,930,705.0,710.0,36,2,009;018,-0.07600936280829274,0.06436710444954002,0.0910288320832251,0.0019336870362634925,0.00024569636215475665,0.8872633597497906,False,009:-0.0304949468;018:-0.121523779
leave027_out,2080,2112,930,960,700.0,705.0,36,2,006;007,-0.027945284615441324,0.08358826853920673,0.11821166302343045,0.003758642020303823,0.0008361365733575408,0.8180246215756692,False,006:-0.0870511161;007:0.0311605469
leave027_out,2080,2112,930,960,705.0,710.0,39,2,009;018,-0.06774652589498942,0.0732918435339146,0.10365031913698886,0.0025133086430331915,0.00032893253757000965,0.8842700120542897,False,009:-0.0159213663;018:-0.119571685
leave027_out,2080,2112,960,990,700.0,705.0,39,2,006;007,-0.0013593797167175126,0.05849232760126339,0.08272064298847681,0.0014610101006659727,0.000610220089618462,0.7053827756659617,False,006:-0.0427197012;007:0.0400009418
leave027_out,2080,2112,960,990,705.0,710.0,41,3,008;009;018,-0.019950683665513225,0.051442758972614244,0.09267470236738973,0.0019206303577564716,0.0007093759421769465,0.7302759532572582,False,008:0.0134869603;009:0.00584873069;018:-0.079187742
leave027_out,2080,2112,990,1020,700.0,705.0,36,2,006;007,0.006862207636800122,0.04789604746839705,0.06773523991387265,0.0010488738383768034,0.00032884323798568893,0.7613129403506307,False,006:-0.0270054123;007:0.0407298276
leave027_out,2080,2112,990,1020,705.0,710.0,38,3,008;009;018,-0.02999139871595465,0.06235198579252494,0.11938053791084258,0.0030481453527291522,0.0012723573341523566,0.7055071073059024,False,008:0.0192930718;009:-0.00917980181;018:-0.100087466
leave027_out,2080,2112,1020,1050,700.0,705.0,36,2,006;007,0.029068956809908286,0.06170929218692307,0.08727011793519068,0.002293158149386664,0.00040069525137214777,0.8512557323055223,False,006:-0.0145661022;007:0.0727040158
leave027_out,2080,2112,1020,1050,705.0,710.0,40,3,008;009;018,-0.01605524032189957,0.0709952138349826,0.14122593444096765,0.0030477469847948317,0.0013279628762936438,0.6965148699408266,False,008:-0.00755981035;009:0.0503100119;018:-0.0909159225
leave027_out,2080,2112,1050,1080,700.0,705.0,44,2,006;007,0.02594891497722074,0.061072900392368734,0.08637012402834898,0.0023356285713015132,0.00036139576718068685,0.8660020371250825,False,006:-0.017236147;007:0.069133977
leave027_out,2080,2112,1050,1080,705.0,710.0,38,3,008;009;018,0.02256734780867949,0.08631299919983369,0.16790380171050856,0.005519730591270758,0.002193365446452261,0.7156309949046397,False,008:0.0457193722;009:0.0949432365;018:-0.0729605652
leave027_out,2080,2112,1080,1110,700.0,705.0,47,2,006;007,0.01297536088554807,0.06161572728399182,0.08713779718050318,0.0019221540299215547,9.098140010889029e-05,0.9548061204667615,False,006:-0.0305935377;007:0.0565442595
leave027_out,2080,2112,1080,1110,705.0,710.0,45,3,008;009;018,0.0005670100385373189,0.09047722131871257,0.17842457762679942,0.005909007134185418,0.000567676349453807,0.9123507654978329,False,008:0.0179756325;009:0.0810749876;018:-0.09734959
leave027_out,2080,2112,1110,1140,700.0,705.0,46,2,006;007,0.06074046431129432,0.04592929768578515,0.06495383569750857,0.001336236567416618,0.00039203805222142357,0.773162177025125,False,006:0.0282635465;007:0.0932173822
leave027_out,2080,2112,1110,1140,705.0,710.0,46,3,008;009;018,0.011106876753520586,0.06995688585083606,0.13825489524555223,0.0031654176028153487,0.0007846302252216171,0.8013618418358366,False,008:0.0235091273;009:0.0740331991;018:-0.0642216961
leave027_out,2080,2112,1140,1170,700.0,705.0,42,2,006;007,0.057152771231415045,0.03192786731948706,0.04515282298086731,0.00046215866147840477,0.0005586727199726827,0.4527277176975665,False,006:0.0345763597;007:0.0797291827
leave027_out,2080,2112,1140,1170,705.0,710.0,32,3,008;009;018,0.058251573925701905,0.07324677678627971,0.14331223384391478,0.003451992581102785,0.00036952545208718154,0.9033040145623167,False,008:0.075782165;009:0.121142395;018:-0.0221698385
leave027_out,2080,2112,1170,1200,700.0,705.0,36,2,006;007,0.09059317249733567,0.04105548125836059,0.05806121840532796,0.0009994502728894153,0.0006118051602532411,0.6202928799067245,False,006:0.0615625633;007:0.119623782
leave027_out,2080,2112,1170,1200,705.0,710.0,42,3,008;009;018,0.07276618745322594,0.07231747702952936,0.1426546178058743,0.002623859223709365,0.0010562131429302424,0.7129912029706349,False,008:0.0865372919;009:0.137207944;018:-0.00544667368
leave027_out,2080,2112,1200,1230,700.0,705.0,34,2,006;007,0.12578703357098675,0.0481330103497551,0.0680703560344682,0.0010229237269748599,0.0003119613932280092,0.7663009434245557,False,006:0.0917518556;007:0.159822212
leave027_out,2080,2112,1200,1230,705.0,710.0,51,3,008;009;018,0.08810452590569184,0.0682906557784583,0.1335215852698184,0.0032541246119061006,0.0005422169111335853,0.8571738322690634,False,008:0.104702125;009:0.146566519;018:0.0130449335
leave027_out,2080,2112,1230,1260,700.0,705.0,33,2,006;007,0.11218700089111167,0.044799441412893236,0.0633559776328525,0.0013360339390830903,0.0006074979149355557,0.6874257997472845,False,006:0.0805090121;007:0.14386499
leave027_out,2080,2112,1230,1260,705.0,710.0,73,4,008;009;012;018,0.06991096931115237,0.06369904486961092,0.14733480317744352,0.0029934260330643607,0.00044310203087790366,0.8710611341932146,False,008:0.0873933948;009:0.150075798;012:0.0394336904;018:0.00274099442
leave027_out,2080,2112,1260,1290,700.0,705.0,32,2,006;007,0.12848060180147058,0.026511651492653318,0.03749313710181923,0.0002779203729230322,0.0010743076547817432,0.2055277417927541,False,006:0.109734033;007:0.14722717
leave027_out,2080,2112,1260,1290,705.0,710.0,75,4,008;009;012;018,0.06998467728082858,0.057566597004964325,0.1259631701170747,0.002627346093412085,0.0006444033457130538,0.8030401295383529,False,008:0.0967956505;009:0.137257659;012:0.0345909108;018:0.0112944888
leave027_out,2080,2112,1290,1320,700.0,705.0,31,2,006;007,0.11363308438404829,0.007941763338345929,0.01123134942224624,3.478858326198503e-05,0.000734108270404025,0.0452447985657857,False,006:0.10801741;007:0.119248759
leave027_out,2080,2112,1290,1320,705.0,710.0,76,4,008;009;012;018,0.08356757658742708,0.0570961781121759,0.1322516836773957,0.002358049860925788,0.0009468358311592721,0.7135042118319345,False,008:0.091433494;009:0.159668865;012:0.0557507651;018:0.0274171818
leave027_out,2080,2112,1320,1350,700.0,705.0,28,2,006;007,0.12785802734214258,0.053264270168813146,0.07532705326264022,0.0011001988002736181,0.0010176718136692816,0.5194834816775453,False,006:0.0901945007;007:0.165521554
leave027_out,2080,2112,1320,1350,705.0,710.0,77,4,008;009;012;018,0.0708166856320247,0.05799875119265428,0.12942801146704142,0.0027988141121730124,0.000549781211806484,0.8358173626208378,False,008:0.10273381;009:0.132610564;012:0.0447398146;018:0.00318255303
leave027_out,2080,2112,1350,1380,700.0,705.0,38,2,006;007,0.08888284076834907,0.04472789773206087,0.06325479958911728,0.00125676362518009,0.0012452077437371618,0.5023093552521205,False,006:0.057255441;007:0.120510241
leave027_out,2080,2112,1350,1380,705.0,710.0,80,4,008;009;012;018,0.04083381770489325,0.060333404925871095,0.1403771968153933,0.0028160360236886193,0.0002829310044448666,0.9087015118662697,False,008:0.0585950346;009:0.115485219;012:0.0141469949;018:-0.0248919777
leave027_out,2080,2112,1380,1410,700.0,705.0,40,2,006;007,0.06215483969975821,0.04477287454022019,0.06331840640120845,0.0011963638624886176,0.0011390468712859393,0.5122712870960477,False,006:0.0304956365;007:0.0938140429
leave027_out,2080,2112,1380,1410,705.0,710.0,79,4,008;009;012;018,0.031349249673965573,0.06975992764215144,0.16993458223538482,0.002935728143883438,0.0009007936987798095,0.7652056378872343,False,008:0.0418916629;009:0.114232521;012:0.0249748759;018:-0.0557020612
leave027_out,2080,2112,1410,1440,700.0,705.0,41,2,006;007,0.07110571538783006,0.011501923524994224,0.01626617624242499,0.0001995934261615427,0.0006440697691751753,0.23657951095268784,False,006:0.0629726273;007:0.0792388035
leave027_out,2080,2112,1410,1440,705.0,710.0,64,4,008;009;012;018,0.01866934551695465,0.06712616894712548,0.16361844811746096,0.003040786974431401,0.0006702715855302057,0.8193853385226182,False,008:0.0234914123;009:0.102979464;012:0.00884549082;018:-0.0606389846
leave027_out,2080,2112,1440,1470,700.0,705.0,43,2,006;007,0.0745473237653016,0.0031922755473053083,0.004514559373831162,2.6347071841594118e-06,0.0006089357710104478,0.004308100665580238,False,006:0.0722900441;007:0.0768046035
leave027_out,2080,2112,1440,1470,705.0,710.0,65,4,008;009;012;018,0.04110687563763804,0.06161636290876426,0.1496747710478985,0.00323036975109568,0.0007420056388835314,0.8132085802476451,False,008:0.052654403;009:0.110761785;012:0.0399243005;018:-0.038912986
leave027_out,2080,2112,1470,1500,700.0,705.0,46,2,006;007,0.07591218202625782,0.03648534004038914,0.05159806271291245,0.0007051322412446707,0.00013341497054814323,0.8408974847547319,False,006:0.0501131507;007:0.101711213
leave027_out,2080,2112,1470,1500,705.0,710.0,62,4,008;009;012;018,0.04922296456332731,0.06623300393489229,0.15711813833092947,0.0031919525662934146,0.000948354202755599,0.7709459091666712,False,008:0.0307561732;009:0.126162872;012:0.0709280788;018:-0.030955266
leave027_out,2080,2112,1500,1530,700.0,705.0,46,2,006;007,0.06983269379031753,0.03167814638310639,0.04479966424582926,0.0004649653072504934,0.00024278768191121294,0.6569598636400231,False,006:0.0474328617;007:0.0922325259
leave027_out,2080,2112,1500,1530,705.0,710.0,64,4,008;009;012;018,0.027781666007868466,0.04497680747858522,0.10540486989935971,0.001534267221021452,0.0008900271719511862,0.6328716617374812,False,008:0.0420948459;009:0.0820440516;012:0.0103485847;018:-0.0233608183
leave027_out,2080,2112,1530,1560,700.0,705.0,46,2,006;007,0.0470410025352237,0.029919350421028463,0.04231235114281162,0.0003327057305633177,0.0001810093068292501,0.6476464700196668,False,006:0.025884827;007:0.0681971781
leave027_out,2080,2112,1530,1560,705.0,710.0,59,4,008;009;012;018,0.007983065084673058,0.02444367854767553,0.05956760499503844,0.00014009331083166476,0.0031957637452754133,0.04199619722169771,False,008:0.00819206653;009:0.0359521007;012:0.0114035974;018:-0.0236155043
leave027_out,2080,2112,1560,1590,700.0,705.0,41,2,006;007,0.023452737160852166,0.037975734544372745,0.05370579883373239,0.0007014505129282919,0.0006441343802151506,0.5212978508473161,False,006:-0.00340016226;007:0.0503056366
leave027_out,2080,2112,1560,1590,705.0,710.0,59,4,008;009;012;018,0.06388076548883248,0.12131588940674953,0.2653190288378937,0.010387051807877183,0.0011280506543865077,0.902037289022546,False,008:-0.0233889643;009:0.0373935118;012:-0.000411550042;018:0.241930065
leave027_out,2080,2112,1590,1620,700.0,705.0,38,2,006;007,0.02543431643545091,0.029279181113765946,0.04140701502626598,0.00047519395865211597,0.000576553420157952,0.45181377983536664,False,006:0.00473080892;007:0.0461378239
leave027_out,2080,2112,1590,1620,705.0,710.0,62,4,008;009;012;018,0.029551589635886444,0.06852555379694178,0.1633886643945175,0.002979836964370289,0.00203597638617903,0.5940884869736919,False,008:-0.044757162;009:0.0383081827;012:0.00602383539;018:0.118631502
leave027_out,2080,2112,1590,1620,710.0,715.0,23,3,013;014;036,-0.04097392016715654,0.020028143226143342,0.03977096047577788,0.00033070942995231924,0.0003509691111963191,0.4851398569699275,False,013:-0.0224661429;014:-0.0382185141;036:-0.0622371034
leave027_out,2080,2112,1620,1650,700.0,705.0,36,2,006;007,0.012920453911931418,0.033299590620040426,0.04709273267633307,0.0005905363634311228,0.0005062774020158832,0.5384107877151322,False,006:-0.0106259124;007:0.0364668203
leave027_out,2080,2112,1620,1650,705.0,710.0,80,4,008;009;012;018,-0.029080555980229406,0.022161590789990502,0.052955914056042275,0.0004266362461366848,0.0010896646012267222,0.28136648929434666,False,008:-0.0526611777;009:0.000294736348;012:-0.0276382084;018:-0.0363175742
leave027_out,2080,2112,1620,1650,710.0,715.0,42,3,013;014;036,-0.06561688776154521,0.013661827153061511,0.027307473476867017,0.0001503466663517163,0.0013731818521881677,0.09868319793304901,False,013:-0.0516917385;014:-0.0661597128;036:-0.078999212
leave027_out,2080,2112,1650,1680,700.0,705.0,34,2,006;007,-0.045847154326423833,0.011006805485570714,0.015565973596096683,8.674399634857861e-05,0.0006720049696185515,0.11432502743250718,False,006:-0.0536301411;007:-0.0380641675
leave027_out,2080,2112,1650,1680,705.0,710.0,81,4,008;009;012;018,-0.06208213925667394,0.037531601503248545,0.08713074673033816,0.001137173678723785,0.0003521843948257135,0.763532758790253,False,008:-0.0626590952;009:-0.0267854951;012:-0.0449677249;018:-0.113916242
leave027_out,2080,2112,1650,1680,710.0,715.0,32,3,013;014;036,-0.08035589220698587,0.03347093430261651,0.05929985422977779,0.0014379411664414352,0.0013929657610979851,0.5079436389988529,False,013:-0.0417396343;014:-0.101039489;036:-0.0982885538
leave027_out,2080,2112,1680,1710,700.0,705.0,25,2,006;007,-0.03631485562141279,0.002107752228338304,0.0029808117874381423,0.00012798480219874584,0.0018827430230273228,0.06365098278995386,False,006:-0.0348244497;007:-0.0378052615
leave027_out,2080,2112,1680,1710,705.0,710.0,83,4,008;009;012;018,-0.07880792699830863,0.04236167933687474,0.09124600181394271,0.001337805941457095,0.00026109957941456693,0.8367010583137986,False,008:-0.0805055044;009:-0.0497607659;012:-0.046859718;018:-0.13810572
leave027_out,2080,2112,1680,1710,710.0,715.0,46,3,013;014;036,-0.0853172952538254,0.04079308758580257,0.07925167611386996,0.0005248523893770478,0.0007813076726386975,0.4018285389671644,False,013:-0.0400977419;014:-0.0965047259;036:-0.119349418
leave027_out,2080,2112,1710,1740,700.0,705.0,26,2,006;007,-0.03999844390699536,0.021686133374813357,0.03066882393409287,0.0003067713349429068,0.00032027892021514016,0.4892292641928447,False,006:-0.0553328559;007:-0.0246640319
leave027_out,2080,2112,1710,1740,705.0,710.0,80,4,008;009;012;018,-0.07480140423746207,0.03521091453010672,0.07640007057676712,0.0008090515519530802,0.0006434142974023722,0.5570193284145757,False,008:-0.0754274716;009:-0.0479426979;012:-0.051492679;018:-0.124342768
leave027_out,2080,2112,1710,1740,710.0,715.0,29,3,013;014;036,0.0050332438244519535,0.1341061489690161,0.2594848016208289,0.011944411784079345,0.021684468350615133,0.3551831561514429,False,013:-0.0341478507;014:0.154366192;036:-0.10511861
leave027_out,2080,2112,1740,1770,700.0,705.0,23,2,006;007,-0.00298963779641781,0.040457421670745806,0.05721543442541588,0.0006939802490736617,0.000609599919145704,0.5323648410681245,False,006:-0.031597355;007:0.0256180794
leave027_out,2080,2112,1740,1770,705.0,710.0,77,4,008;009;012;018,-0.042666801987408576,0.03876470797154399,0.08420601081314771,0.0010195588106245526,0.0005290947385105796,0.6583517735092783,False,008:-0.048493603;009:-0.0159924666;012:-0.0109875638;018:-0.0951935746
leave027_out,2080,2112,1740,1770,710.0,715.0,27,2,013;036,-0.06194511494402377,0.0373559573326004,0.05282930149519416,0.0008763919294884911,0.0007645300952917531,0.5340850547763593,False,013:-0.0355304642;036:-0.0883597657
leave027_out,2080,2112,1770,1800,700.0,705.0,20,2,006;007,0.008583409391548003,0.014561660151318032,0.020593297276661815,0.00019565452543858497,0.0007038683489083756,0.2175092274119511,False,006:-0.00171323925;007:0.018880058
leave027_out,2080,2112,1770,1800,705.0,710.0,73,4,008;009;012;018,-0.030957939695099412,0.042962698597344126,0.0943963709532909,0.0015233993032770002,0.0004910639973054762,0.756230854558886,False,008:-0.0466043169;009:-0.00329801837;012:0.0102334737;018:-0.0841628973
leave027_out,2080,2112,1770,1800,710.0,715.0,27,2,013;036,-0.03559040790028689,0.05913462322594839,0.08362898617195924,0.0018182044605042067,0.0005786905324997975,0.7585665896132853,False,013:0.00622408519;036:-0.077404901
leave027_out,2080,2112,1800,1830,705.0,710.0,58,4,008;009;012;018,-0.02187756504298477,0.0343939464972969,0.06284691922274988,0.0009407673461901858,0.001139639045838523,0.4522036414591075,False,008:-0.0493282544;009:0.00895580803;012:0.00675329744;018:-0.0538911112
leave027_out,2080,2112,1800,1830,710.0,715.0,29,2,013;036,-0.011643441508084607,0.04930878430010558,0.06973315150133885,0.0010603088266100402,0.0008234004691150762,0.5628834709348738,False,013:0.0232231342;036:-0.0465100173
leave027_out,2080,2112,1830,1860,705.0,710.0,35,3,008;012;018,-0.0027711134085658764,0.04645487781575434,0.08379325051413389,0.0016372236170225376,0.0004935318140619354,0.7683770709382884,False,008:-0.0259437543;012:0.0507118323;018:-0.0330814182
leave027_out,2080,2112,1830,1860,710.0,715.0,35,2,013;036,-0.020661946508369056,0.05242651588615398,0.07414228979416748,0.0013605708684920007,0.00031703848080216724,0.8110176955466081,False,013:0.0164091984;036:-0.0577330914
