column_u_px,bias_mm
985,2.2981860190000001
986,2.2822310950000002
987,2.2675556824999998
988,2.2552151345000002
989,2.2455523304999998
990,2.2383039585
991,2.2330842945000002
992,2.2301298970000003
993,2.2285980135000001
994,2.2272427504999999
995,2.2256753665
996,2.2229196034999998
997,2.2197910895000001
998,2.2144704449999999
999,2.2082855745000001
1000,2.2030692590000003
1001,2.2011894815000002
1002,2.2043594820000001
1003,2.2112305449999998
1004,2.2207229919999998
1005,2.2301624360000001
1006,2.2374068339999997
1007,2.2409255109999999
1008,2.2394722565
1009,2.2338239720000002
1010,2.2243824879999998
1011,2.2116123569999999
1012,2.1967103665000001
1013,2.1806461939999999
1014,2.1636726184999997
1015,2.1475445820000001
1016,2.1335209830000004
1017,2.1217069669999997
1018,2.1120328754999997
1019,2.10368581
1020,2.0955673450000001
1021,2.0867487680000001
1022,2.0761349310000003
1023,2.0652318049999998
1024,2.0566922019999998
1025,2.0513127134999998
1026,2.0509217689999999
1027,2.0557196654999998
1028,2.0616742815000002
1029,2.065797205
1030,2.0655154070000004
1031,2.060132877
1032,2.0508680425000003
1033,2.038844788
1034,2.0274911900000001
1035,2.0174533214999997
1036,2.0088250649999999
1037,2.0007905880000001
1038,1.992192433
1039,1.9821216724999999
1040,1.970234898
1041,1.9575594060000001
1042,1.9448126175
1043,1.9331990695000001
1044,1.9257922175
1045,1.9201998325
1046,1.9138477695
1047,1.9079538425
1048,1.9021736924999999
1049,1.8972148369999999
1050,1.8950316190000001
1051,1.8886936135000001
1052,1.8840500919999998
1053,1.882659219
1054,1.877541208
1055,1.885758566
1056,1.8961479530000001
1057,1.905106287
1058,1.9108083709999999
1059,1.9118459379999999
1060,1.9076956795
1061,1.8976355654999999
1062,1.8833390919999999
1063,1.8663818860000001
1064,1.848560113
1065,1.8453599940000001
1066,1.8365998365
1067,1.8328899375000001
1068,1.8333920044999998
1069,1.827715859
1070,1.8337205089999999
1071,1.8395661350000001
1072,1.8439057555
1073,1.8441026924999999
1074,1.8402429114999999
1075,1.832267452
1076,1.8209194535
1077,1.8069998324999998
1078,1.7918668740000001
1079,1.783738673
1080,1.7681016875
1081,1.7552947445
1082,1.7468147140000001
1083,1.7438796865000001
1084,1.7449041515000001
1085,1.7478700014999999
1086,1.7510450505000001
1087,1.7533622019999999
1088,1.7562067379999999
1089,1.7558453680000001
1090,1.751122364
1091,1.742137268
1092,1.731408654
1093,1.7187675575000001
1094,1.7131795985
1095,1.7022614119999999
1096,1.690289994
1097,1.6781422605
1098,1.6657897030000002
1099,1.651492875
1100,1.6369277680000001
1101,1.6211617709999999
1102,1.604896584
1103,1.5911053145
1104,1.580876296
1105,1.5745070075000001
1106,1.572053777
1107,1.5714128125000002
1108,1.5708269635000001
1109,1.5687326189999999
1110,1.563201923
1111,1.5529236755
1112,1.5372963240000002
1113,1.5166294345
1114,1.4936889760000001
1115,1.4726499345000001
1116,1.4578458649999999
1117,1.451501932
1118,1.45274313
1119,1.4598828845
1120,1.4709044960000002
1121,1.483481651
1122,1.4948756169999999
1123,1.5039463849999999
1124,1.508915384
1125,1.5092386
1126,1.504950674
1127,1.4972051350000002
1128,1.4881519185000001
1129,1.4786534489999998
1130,1.4703077929999999
1131,1.4643100580000001
1132,1.4607120115000001
1133,1.4591164700000001
1134,1.4585701755
1135,1.4563877080000001
1136,1.4513851390000001
1137,1.4427458419999999
1138,1.430332637
1139,1.4148286809999999
1140,1.3985390679999998
1141,1.3828249915000002
1142,1.3695653624999999
1143,1.3607707744999999
1144,1.3553977435000002
1145,1.3538991175000001
1146,1.3546739809999999
1147,1.358096027
1148,1.361274452
1149,1.3618020215
1150,1.3592525845000001
1151,1.3532029160000001
1152,1.3441813360000001
1153,1.3330003640000001
1154,1.320603982
1155,1.3083188960000001
1156,1.2973764404999999
1157,1.2872310855000002
1158,1.278904931
1159,1.272681424
1160,1.2684980970000002
1161,1.2662101400000001
1162,1.265666212
1163,1.2667747404999998
1164,1.26825147
1165,1.269137162
1166,1.2689678055
1167,1.2679608204999999
1168,1.2663094044999998
1169,1.2646713195000001
1170,1.2630618035000001
1171,1.2617189839999998
1172,1.260572558
1173,1.2596333240000002
1174,1.2579634749999999
1175,1.2543495505
1176,1.2480947665
1177,1.2383176140000001
1178,1.2255318225
1179,1.2104384210000001
1180,1.1946314505
1181,1.1800880404999998
1182,1.1679073545000001
1183,1.1586888819999999
1184,1.1534594455
1185,1.1522927205000002
1186,1.1538476025
1187,1.1564307409999999
1188,1.158776593
1189,1.1596146649999999
1190,1.1590628829999998
1191,1.1570836305000001
1192,1.1533266845000001
1193,1.1475585559999999
1194,1.1409549110000001
1195,1.1328262805
1196,1.1233413990000001
1197,1.1135041465
1198,1.1041143634999999
1199,1.0956943349999999
1200,1.088206145
1201,1.0810482294999999
1202,1.0738640739999998
1203,1.0663960459999999
1204,1.058546065
1205,1.0507160440000001
1206,1.042985007
1207,1.0354118419999998
1208,1.0281549010000002
1209,1.0220087805
1210,1.017458446
1211,1.0152104049999999
1212,1.0148023390000001
1213,1.0165864199999999
1214,1.0179172890000001
1215,1.0174621689999999
1216,1.0139866034999998
1217,1.0077187304999999
1218,0.99928533600000002
1219,0.99053738150000004
1220,0.98210053099999994
1221,0.97364030800000001
1222,0.96566945400000004
1223,0.95794686600000001
1224,0.94935151649999994
1225,0.93945194899999995
1226,0.92908905600000002
1227,0.91736272549999998
1228,0.90561549799999996
1229,0.89557953850000005
1230,0.88782288799999998
1231,0.882572197
1232,0.87900694749999997
1233,0.87523893099999994
1234,0.87049944349999997
1235,0.86434189299999997
1236,0.85634732800000002
1237,0.84684058799999995
1238,0.83630753949999992
1239,0.8255378565
1240,0.81598740550000004
1241,0.80921525549999995
1242,0.80512737099999998
1243,0.80208828199999993
1244,0.79926841599999998
1245,0.79614218700000006
1246,0.79253622150000003
1247,0.78788435400000001
1248,0.78350791900000005
1249,0.78031958050000005
1250,0.77828352700000003
1251,0.77698370999999999
1252,0.775510378
1253,0.77251087200000002
1254,0.76726735800000001
1255,0.75905116399999994
1256,0.74869777800000004
1257,0.73723879599999997
1258,0.72491839699999994
1259,0.71270939249999998
1260,0.70208792149999999
1261,0.69442855699999995
1262,0.68876391999999997
1263,0.68393016799999995
1264,0.67897692999999992
1265,0.67284043199999999
1266,0.66574083500000003
1267,0.6559565624999999
1268,0.64609479849999996
1269,0.6367084475
1270,0.62855530599999998
1271,0.62208058499999996
1272,0.61678909900000001
1273,0.61315695949999993
1274,0.61185335699999999
1275,0.61314958749999993
1276,0.61661794149999993
1277,0.62177875999999999
1278,0.62633967700000004
1279,0.62928899999999999
1280,0.63043663100000003
1281,0.629052163
1282,0.62468962500000003
1283,0.61788077399999997
1284,0.60999670500000003
