u,y_ref_median_px,sigma_ref_px,valid_fraction,valid_frame_count,fwhm_p50_px,source
1587,NaN,NaN,0.0,0,NaN,invalid
1588,NaN,NaN,0.0,0,NaN,invalid
1589,NaN,NaN,0.0,0,NaN,invalid
1590,NaN,NaN,0.0,0,NaN,invalid
1591,1911.1431481540203,0.00815444323528342,1.0,50,2.0,observed
1592,1911.2118285000324,0.007270393367001828,1.0,50,2.0,observed
1593,1911.2360083907843,0.006651924895101168,1.0,50,2.0,observed
1594,1911.2614918649197,0.006748223795695857,1.0,50,3.0,observed
1595,1911.327892422676,0.006945202715704521,1.0,50,2.0,observed
1596,1911.3609010130167,0.00724417663628487,1.0,50,2.0,observed
1597,1911.3225837051868,0.007142096060403086,1.0,50,2.0,observed
1598,1911.3161629587412,0.007069409443145194,1.0,50,1.0,observed
1599,1911.3506555855274,0.0067994235244443505,1.0,50,2.0,observed
1600,1911.383670091629,0.006321153162545729,1.0,50,2.0,observed
1601,1911.322218477726,0.005500762670296185,1.0,50,2.0,observed
1602,1911.2026941776276,0.005068667441182811,1.0,50,3.0,observed
1603,1911.1160448603332,0.005174108444900657,1.0,50,2.0,observed
1604,1911.0839016065001,0.005996417839871469,1.0,50,3.0,observed
1605,1911.0795375034213,0.006613984897959295,1.0,50,3.0,observed
1606,1911.0854812972248,0.006909820040441028,1.0,50,1.0,observed
1607,1911.100663229823,0.00699399039143111,1.0,50,3.0,observed
1608,1911.132808946073,0.007061775896900328,1.0,50,2.0,observed
1609,1911.1875260397792,0.00742957886505545,1.0,50,3.0,observed
1610,1911.2221813946962,0.007688136391070169,1.0,50,2.0,observed
1611,1911.199161566794,0.007067657005895436,1.0,50,2.0,observed
1612,1911.1637383922935,0.006502767483895007,1.0,50,3.0,observed
1613,1911.1254413053393,0.006317457940220437,1.0,50,2.0,observed
1614,1911.0660044588149,0.006078332811343927,1.0,50,2.0,observed
1615,1911.0224525881931,0.006002695581266253,1.0,50,2.0,observed
1616,1911.010419195518,0.006101284303031096,1.0,50,2.0,observed
1617,1911.0185847952962,0.00582495277236692,1.0,50,2.0,observed
1618,1911.0647939369082,0.005669000899924912,1.0,50,1.0,observed
1619,1911.1573266461492,0.005667490794176583,1.0,50,2.0,observed
1620,1911.2083981335163,0.005855902991881815,1.0,50,2.0,observed
1621,1911.1459058895707,0.0055969703896877115,1.0,50,2.0,observed
1622,1911.0296259075403,0.0058234736338645425,1.0,50,1.0,observed
1623,1910.9324498064816,0.0065773905967143375,1.0,50,1.0,observed
1624,1910.8617274537683,0.007262127780146831,1.0,50,3.0,observed
1625,1910.824647165835,0.007602274267424687,1.0,50,3.0,observed
1626,1910.8330212831497,0.00764573584503368,1.0,50,3.0,observed
1627,1910.8794253468513,0.0072902602185889445,1.0,50,1.0,observed
1628,1910.9229289107025,0.007287627827152365,1.0,50,2.0,observed
1629,1910.9294334985316,0.007584651090039286,1.0,50,2.0,observed
1630,1910.8937019333243,0.007525984917878531,1.0,50,2.0,observed
1631,1910.8471682295203,0.007302961371078964,1.0,50,3.0,observed
1632,1910.82910554111,0.007310521674162544,1.0,50,2.0,observed
1633,1910.8418606221676,0.0076863591552312534,1.0,50,2.0,observed
1634,1910.869605191052,0.007761001985315403,1.0,50,3.0,observed
1635,1910.8962391279638,0.007567988493562615,1.0,50,3.0,observed
1636,1910.9277095496655,0.007265129357907622,1.0,50,3.0,observed
1637,1910.9484844375402,0.007012055722028098,1.0,50,3.0,observed
1638,1910.9361680299044,0.006758000634081037,1.0,50,3.0,observed
1639,1910.8767792843282,0.006650708346864331,1.0,50,1.0,observed
1640,1910.8011746928096,0.007062298649190437,1.0,50,2.0,observed
1641,1910.7949640527368,0.0077775606185461164,1.0,50,2.0,observed
1642,1910.8429291397333,0.009180709435847926,1.0,50,1.0,observed
1643,1910.8951261751354,0.010428095092986547,1.0,50,3.0,observed
1644,1910.926598481834,0.010203023591261422,1.0,50,3.0,observed
1645,1910.9322056733072,0.008877241143834202,1.0,50,2.0,observed
1646,1910.9248645678163,0.007960738452044003,1.0,50,1.0,observed
1647,1910.9175719320774,0.0077592210764575184,1.0,50,1.0,observed
1648,1910.9304412901402,0.007695034746362472,1.0,50,2.0,observed
1649,1910.9652401097119,0.007962404683371154,1.0,50,3.0,observed
1650,1910.9803434321657,0.008228287439519259,1.0,50,2.0,observed
1651,1910.9378250669688,0.008168128065638486,1.0,50,2.0,observed
1652,1910.8626431897283,0.008074295076210559,1.0,50,2.0,observed
1653,1910.7824211195111,0.007884930079298127,1.0,50,2.0,observed
1654,1910.706966906786,0.007664979788029026,1.0,50,2.0,observed
1655,1910.649711921811,0.007487497939878957,1.0,50,2.0,observed
1656,1910.657024860382,0.007504296396830162,1.0,50,2.0,observed
1657,1910.706949442625,0.007599783629978609,1.0,50,3.0,observed
1658,1910.7352032512426,0.00784951745352212,1.0,50,1.0,observed
1659,1910.7301886826754,0.008085890915098556,1.0,50,2.0,observed
1660,1910.702025294304,0.008275006951838722,1.0,50,2.0,observed
1661,1910.6556589901447,0.008242285715239864,1.0,50,2.0,observed
1662,1910.5924373716116,0.007553607645078588,1.0,50,2.0,observed
1663,1910.5129517018795,0.007308691823410489,1.0,50,2.0,observed
1664,1910.5161055922508,0.007481642744573463,1.0,50,2.0,observed
1665,1910.4753117114305,0.00749992793519886,1.0,50,2.0,observed
1666,1910.4793446809053,0.007586366137509015,1.0,50,2.0,observed
1667,1910.507226228714,0.008013472338181771,1.0,50,2.0,observed
1668,1910.5095330774784,0.008304042053361013,1.0,50,2.0,observed
1669,1910.4940265119076,0.008725101931590718,1.0,50,2.0,observed
1670,1910.453220307827,0.008879230406380428,1.0,50,4.0,observed
1671,1910.4151417911053,0.008553280481550619,1.0,50,2.0,observed
1672,1910.4035675227642,0.008140784066599559,1.0,50,2.0,observed
1673,1910.4014294147491,0.007695560813722245,1.0,50,2.0,observed
1674,1910.4186179190874,0.0076731301289554976,1.0,50,3.0,observed
1675,1910.4618795514107,0.008129073025618818,1.0,50,2.0,observed
1676,1910.48196965456,0.008679559754844133,1.0,50,2.0,observed
1677,1910.4638475626707,0.008791155250091552,1.0,50,2.0,observed
1678,1910.4406519383192,0.008408726510702331,1.0,50,3.0,observed
1679,1910.4364511072636,0.008087790660354739,1.0,50,2.0,observed
1680,1910.4307266026735,0.007948938029641967,1.0,50,2.0,observed
1681,1910.4102464169264,0.007777156904516638,1.0,50,3.0,observed
1682,1910.4103358983994,0.007700512505915761,1.0,50,2.0,observed
1683,1910.4306310862303,0.007754681170948766,1.0,50,2.0,observed
1684,1910.3814502209425,0.007079741949946058,1.0,50,2.0,observed
1685,1910.2836658358574,0.006141696674989278,1.0,50,2.0,observed
1686,1910.2216744199395,0.005715191709560413,1.0,50,3.0,observed
1687,1910.2374032139778,0.005919935028946283,1.0,50,3.0,observed
1688,1910.2882177233696,0.006623237589244121,1.0,50,3.0,observed
1689,1910.323720023036,0.007468845304549184,1.0,50,2.0,observed
1690,1910.2753085792065,0.00758201317935874,1.0,50,2.0,observed
1691,1910.1326998472214,0.007284616431134766,1.0,50,3.0,observed
1692,1910.0251511251554,0.007295667454256743,1.0,50,2.0,observed
1693,1910.0063260076568,0.007012598478212359,1.0,50,2.0,observed
1694,1910.0481956228614,0.006799035937305877,1.0,50,2.0,observed
1695,1910.1029462367296,0.006743378425542137,1.0,50,3.0,observed
1696,1910.1135182455182,0.0064510653155795085,1.0,50,2.0,observed
1697,1910.077405191958,0.0059516412323179935,1.0,50,2.0,observed
1698,1910.0525278765708,0.00564583859429944,1.0,50,1.0,observed
1699,1910.032282313332,0.005234672006342178,1.0,50,1.0,observed
1700,1909.9796984558925,0.0041677850271286026,1.0,50,2.0,observed
1701,NaN,NaN,0.0,0,NaN,invalid
1702,NaN,NaN,0.0,0,NaN,invalid
1703,NaN,NaN,0.0,0,NaN,invalid
1704,NaN,NaN,0.0,0,NaN,invalid
1705,NaN,NaN,0.0,0,NaN,invalid
1706,NaN,NaN,0.0,0,NaN,invalid
1707,NaN,NaN,0.0,0,NaN,invalid
1708,NaN,NaN,0.0,0,NaN,invalid
1709,NaN,NaN,0.0,0,NaN,invalid
1710,NaN,NaN,0.0,0,NaN,invalid
1711,NaN,NaN,0.0,0,NaN,invalid
1712,NaN,NaN,0.0,0,NaN,invalid
1713,NaN,NaN,0.0,0,NaN,invalid
1714,NaN,NaN,0.0,0,NaN,invalid
1715,NaN,NaN,0.0,0,NaN,invalid
1716,NaN,NaN,0.0,0,NaN,invalid
1717,NaN,NaN,0.0,0,NaN,invalid
1718,NaN,NaN,0.0,0,NaN,invalid
1719,NaN,NaN,0.0,0,NaN,invalid
1720,NaN,NaN,0.0,0,NaN,invalid
1721,NaN,NaN,0.0,0,NaN,invalid
1722,NaN,NaN,0.0,0,NaN,invalid
1723,NaN,NaN,0.0,0,NaN,invalid
1724,NaN,NaN,0.0,0,NaN,invalid
1725,NaN,NaN,0.0,0,NaN,invalid
1726,NaN,NaN,0.0,0,NaN,invalid
1727,NaN,NaN,0.0,0,NaN,invalid
1728,NaN,NaN,0.0,0,NaN,invalid
1729,NaN,NaN,0.0,0,NaN,invalid
1730,NaN,NaN,0.0,0,NaN,invalid
1731,NaN,NaN,0.0,0,NaN,invalid
1732,NaN,NaN,0.0,0,NaN,invalid
1733,NaN,NaN,0.0,0,NaN,invalid
1734,NaN,NaN,0.0,0,NaN,invalid
1735,NaN,NaN,0.0,0,NaN,invalid
1736,NaN,NaN,0.0,0,NaN,invalid
1737,NaN,NaN,0.0,0,NaN,invalid
1738,NaN,NaN,0.0,0,NaN,invalid
1739,NaN,NaN,0.0,0,NaN,invalid
1740,NaN,NaN,0.0,0,NaN,invalid
1741,NaN,NaN,0.0,0,NaN,invalid
1742,NaN,NaN,0.0,0,NaN,invalid
1743,NaN,NaN,0.0,0,NaN,invalid
1744,NaN,NaN,0.0,0,NaN,invalid
1745,NaN,NaN,0.0,0,NaN,invalid
1746,NaN,NaN,0.0,0,NaN,invalid
1747,NaN,NaN,0.0,0,NaN,invalid
1748,NaN,NaN,0.0,0,NaN,invalid
1749,NaN,NaN,0.0,0,NaN,invalid
1750,NaN,NaN,0.0,0,NaN,invalid
1751,NaN,NaN,0.0,0,NaN,invalid
1752,NaN,NaN,0.0,0,NaN,invalid
1753,NaN,NaN,0.0,0,NaN,invalid
1754,NaN,NaN,0.0,0,NaN,invalid
1755,NaN,NaN,0.0,0,NaN,invalid
1756,NaN,NaN,0.0,0,NaN,invalid
1757,NaN,NaN,0.0,0,NaN,invalid
1758,NaN,NaN,0.0,0,NaN,invalid
1759,NaN,NaN,0.0,0,NaN,invalid
1760,NaN,NaN,0.0,0,NaN,invalid
1761,NaN,NaN,0.0,0,NaN,invalid
1762,NaN,NaN,0.0,0,NaN,invalid
1763,NaN,NaN,0.0,0,NaN,invalid
1764,NaN,NaN,0.0,0,NaN,invalid
1765,NaN,NaN,0.0,0,NaN,invalid
1766,NaN,NaN,0.0,0,NaN,invalid
1767,NaN,NaN,0.0,0,NaN,invalid
1768,NaN,NaN,0.0,0,NaN,invalid
1769,NaN,NaN,0.0,0,NaN,invalid
1770,NaN,NaN,0.0,0,NaN,invalid
1771,NaN,NaN,0.0,0,NaN,invalid
1772,NaN,NaN,0.0,0,NaN,invalid
1773,NaN,NaN,0.0,0,NaN,invalid
1774,NaN,NaN,0.0,0,NaN,invalid
1775,NaN,NaN,0.0,0,NaN,invalid
1776,NaN,NaN,0.0,0,NaN,invalid
1777,NaN,NaN,0.0,0,NaN,invalid
1778,NaN,NaN,0.0,0,NaN,invalid
1779,NaN,NaN,0.0,0,NaN,invalid
1780,NaN,NaN,0.0,0,NaN,invalid
1781,NaN,NaN,0.0,0,NaN,invalid
1782,NaN,NaN,0.0,0,NaN,invalid
1783,NaN,NaN,0.0,0,NaN,invalid
1784,NaN,NaN,0.0,0,NaN,invalid
1785,NaN,NaN,0.0,0,NaN,invalid
1786,NaN,NaN,0.0,0,NaN,invalid
1787,NaN,NaN,0.0,0,NaN,invalid
1788,NaN,NaN,0.0,0,NaN,invalid
1789,NaN,NaN,0.0,0,NaN,invalid
1790,NaN,NaN,0.0,0,NaN,invalid
1791,NaN,NaN,0.0,0,NaN,invalid
1792,NaN,NaN,0.0,0,NaN,invalid
1793,NaN,NaN,0.0,0,NaN,invalid
1794,NaN,NaN,0.0,0,NaN,invalid
1795,NaN,NaN,0.0,0,NaN,invalid
1796,NaN,NaN,0.0,0,NaN,invalid
1797,NaN,NaN,0.0,0,NaN,invalid
1798,NaN,NaN,0.0,0,NaN,invalid
1799,NaN,NaN,0.0,0,NaN,invalid
1800,NaN,NaN,0.0,0,NaN,invalid
1801,NaN,NaN,0.0,0,NaN,invalid
1802,NaN,NaN,0.0,0,NaN,invalid
1803,NaN,NaN,0.0,0,NaN,invalid
1804,NaN,NaN,0.0,0,NaN,invalid
1805,NaN,NaN,0.0,0,NaN,invalid
1806,NaN,NaN,0.0,0,NaN,invalid
1807,NaN,NaN,0.0,0,NaN,invalid
1808,NaN,NaN,0.0,0,NaN,invalid
1809,1908.9947402265389,0.005316129935844499,1.0,50,2.0,observed
1810,1908.7549388036132,0.17358326287813264,1.0,50,2.0,observed
1811,1908.3451859503984,0.007432701872371813,1.0,50,2.0,observed
1812,1908.3198746144772,0.007122150267576804,1.0,50,3.0,observed
1813,1908.2975367158651,0.007273512469160435,1.0,50,3.0,observed
1814,1908.2607648670673,0.007726470181768844,1.0,50,3.0,observed
1815,1908.2286821976304,0.007991642416483648,1.0,50,3.0,observed
1816,1908.2341868430376,0.007833218212299327,1.0,50,3.0,observed
1817,1908.2538282722235,0.007491174966138656,1.0,50,3.0,observed
1818,1908.2783022671938,0.007186836970592002,1.0,50,3.0,observed
1819,1908.3038935810328,0.007147080211421798,1.0,50,2.0,observed
1820,1908.3355394899845,0.007168586124556874,1.0,50,3.0,observed
1821,1908.3548490554094,0.0073368587545410225,1.0,50,2.0,observed
1822,1908.2862573564053,0.006718393036436798,1.0,50,3.0,observed
1823,1908.219469845295,0.006324781330779394,1.0,50,3.0,observed
1824,1908.1910553276539,0.006805937736727495,1.0,50,3.0,observed
1825,1908.1724522709846,0.0072151685751856345,1.0,50,3.0,observed
1826,1908.16066865623,0.007810601734171477,1.0,50,3.0,observed
1827,1908.1091357506812,0.00798064981731564,1.0,50,3.0,observed
1828,1908.0472622606903,0.008022432294072212,1.0,50,4.0,observed
1829,1907.9925664677285,0.007823598635471118,1.0,50,3.0,observed
1830,1907.9387474749237,0.0074528787582456455,1.0,50,3.0,observed
1831,1907.9157107621431,0.007153119500406699,1.0,50,3.0,observed
1832,1907.9397819098085,0.006882193725500036,1.0,50,3.0,observed
1833,1907.9643514603376,0.0064777381063778425,1.0,50,3.0,observed
1834,1907.9707898274064,0.006051276571416143,1.0,50,3.0,observed
1835,1907.9662290550768,0.005872879076444267,1.0,50,3.0,observed
1836,1907.9621565267444,0.005960832040867977,1.0,50,3.0,observed
1837,1908.002121111087,0.005963521671162876,1.0,50,3.0,observed
1838,1908.0827055089176,0.006412170131617132,1.0,50,2.0,observed
1839,1908.1548378244042,0.00729105409234118,1.0,50,2.0,observed
1840,1908.186453975737,0.00781805483659576,1.0,50,3.0,observed
1841,1908.1716995239258,0.0075652354097964615,1.0,50,2.0,observed
1842,1908.1208100095391,0.006974387181324072,1.0,50,3.0,observed
1843,1908.064349770546,0.006602588243797692,1.0,50,3.0,observed
1844,1908.0442871470004,0.006488565804758162,1.0,50,3.0,observed
1845,1908.0480062719434,0.006614911566921778,1.0,50,3.0,observed
1846,1908.0417980700731,0.006721283651742025,1.0,50,2.0,observed
1847,1907.9973335247487,0.0063775499413629665,1.0,50,2.0,observed
1848,1907.964206745848,0.005853931113794329,1.0,50,3.0,observed
1849,1907.9606558978558,0.0063341647087785885,1.0,50,3.0,observed
1850,1907.9416750501841,0.007501212728758929,1.0,50,4.0,observed
1851,1907.9204534702003,0.00852729433785239,1.0,50,3.0,observed
1852,1907.9239973947406,0.009252643879887312,1.0,50,3.0,observed
1853,1907.942473102361,0.009293719740957891,1.0,50,3.0,observed
1854,1907.9408772978932,0.008485122158141348,1.0,50,3.0,observed
1855,1907.907706785947,0.007413981953445216,1.0,50,1.0,observed
1856,1907.8602366894484,0.007018796025039698,1.0,50,2.0,observed
1857,1907.811796605587,0.007246414478996167,1.0,50,3.0,observed
1858,1907.7784819304943,0.00711346723685654,1.0,50,3.0,observed
1859,1907.7849515601993,0.006550185212389334,1.0,50,4.0,observed
1860,1907.8331659659743,0.006291581990750858,1.0,50,1.0,observed
1861,1907.870559670031,0.006216859754322417,1.0,50,2.0,observed
1862,1907.858403235674,0.006285212134027451,1.0,50,3.0,observed
1863,1907.8152829632163,0.006654691841904048,1.0,50,3.0,observed
1864,1907.7764806300402,0.00695124278725944,1.0,50,3.0,observed
1865,1907.7559016123414,0.006901659700297725,1.0,50,3.0,observed
1866,1907.7244693487883,0.006672831323111892,1.0,50,3.0,observed
1867,1907.6620676368475,0.006657886201513625,1.0,50,3.0,observed
1868,1907.575796827674,0.007040849057932182,1.0,50,2.0,observed
1869,1907.5312689244747,0.007608702330845242,1.0,50,2.0,observed
1870,1907.6210187971592,0.007137567084750555,1.0,50,2.0,observed
1871,1907.7324770241976,0.006307772877548424,1.0,50,2.0,observed
1872,1907.753803998232,0.006270782254532321,1.0,50,3.0,observed
1873,1907.731012865901,0.006560962357674345,1.0,50,4.0,observed
1874,1907.731591746211,0.006674499927977724,1.0,50,2.0,observed
1875,1907.7743597626686,0.006721911050846569,1.0,50,1.0,observed
1876,1907.8001187369227,0.006932531020047351,1.0,50,3.0,observed
1877,1907.7425988167524,0.0073615067594034606,1.0,50,3.0,observed
1878,1907.6238125264645,0.007850849589933743,1.0,50,4.0,observed
1879,1907.4819469451904,0.011158509390700812,1.0,50,4.0,observed
1880,1907.468687325716,0.007819402827601116,1.0,50,2.0,observed
1881,1907.4730156809092,0.008242715109472103,1.0,50,4.0,observed
1882,1907.4978942722082,0.009167719733055095,1.0,50,3.0,observed
1883,1907.5032062530518,0.009643489809818379,1.0,50,4.0,observed
1884,1907.5060541629791,0.009022287592145363,1.0,50,3.0,observed
1885,1907.5150355100632,0.013202413566712357,1.0,50,2.0,observed
1886,1907.5208852887154,0.028662037696583497,1.0,50,2.0,observed
1887,1907.4844426512718,0.007490035934959111,1.0,50,4.0,observed
1888,1907.4839439094067,0.0076178786879188805,1.0,50,2.0,observed
1889,1907.4473450183868,0.007816539713014449,1.0,50,2.0,observed
1890,1907.4799087643623,0.012394752337775886,1.0,50,3.0,observed
1891,1907.4816721975803,0.01093414414526158,1.0,50,3.0,observed
1892,1907.4794781506062,0.00985950682003998,1.0,50,3.0,observed
1893,1907.3766131997108,0.009047026790373792,1.0,50,4.0,observed
1894,1907.2022706270218,0.007944802684230855,1.0,50,3.0,observed
1895,1907.037093617022,0.0074078669617752895,1.0,50,3.0,observed
1896,1906.9445205293596,0.00753733264631707,1.0,50,3.0,observed
1897,1906.965977255255,0.007406862691920822,1.0,50,3.0,observed
1898,1906.9915021271445,0.007200326675978042,1.0,50,3.0,observed
1899,1906.994234472746,0.007066161311505528,1.0,50,3.0,observed
1900,1907.0152730499394,0.007021171617767576,1.0,50,3.0,observed
1901,1907.1232917234302,0.007425538477353919,1.0,50,3.0,observed
1902,1907.2722320705652,0.008822632709752483,1.0,50,3.0,observed
1903,1907.3416349440813,0.00958130127307865,1.0,50,2.0,observed
1904,1907.3384740650654,0.008681930179620509,1.0,50,3.0,observed
1905,1907.3091091513634,0.00734163509637175,1.0,50,1.0,observed
1906,1907.2414912208915,0.0070276927936443806,1.0,50,3.0,observed
1907,1907.1611405983567,0.007212104437849293,1.0,50,3.0,observed
1908,1907.088383063674,0.0072740203735276255,1.0,50,3.0,observed
1909,1907.024792960845,0.006980922437087988,1.0,50,3.0,observed
1910,1906.9866069494747,0.006752824276960307,1.0,50,3.0,observed
1911,1907.0160261839628,0.006759055357234815,1.0,50,3.0,observed
1912,1907.1184736974537,0.006831129539102469,1.0,50,3.0,observed
1913,1907.2327725738287,0.007266342374063629,1.0,50,2.0,observed
1914,1907.2800945788622,0.007482292483265269,1.0,50,2.0,observed
1915,1907.247153751552,0.007050990336483921,1.0,50,3.0,observed
1916,1907.2286779507995,0.006386049058477996,1.0,50,3.0,observed
1917,1907.8938313387334,0.34543760076646945,1.0,50,2.0,observed
1918,1908.017397643067,0.3940668454106208,1.0,50,2.0,observed
1919,NaN,NaN,0.0,0,NaN,invalid
1920,NaN,NaN,0.0,0,NaN,invalid
1921,NaN,NaN,0.0,0,NaN,invalid
1922,NaN,NaN,0.0,0,NaN,invalid
1923,NaN,NaN,0.0,0,NaN,invalid
1924,NaN,NaN,0.0,0,NaN,invalid
1925,NaN,NaN,0.0,0,NaN,invalid
1926,NaN,NaN,0.0,0,NaN,invalid
1927,NaN,NaN,0.0,0,NaN,invalid
1928,NaN,NaN,0.0,0,NaN,invalid
1929,NaN,NaN,0.0,0,NaN,invalid
1930,NaN,NaN,0.0,0,NaN,invalid
1931,NaN,NaN,0.0,0,NaN,invalid
1932,NaN,NaN,0.0,0,NaN,invalid
1933,NaN,NaN,0.0,0,NaN,invalid
1934,NaN,NaN,0.0,0,NaN,invalid
1935,NaN,NaN,0.0,0,NaN,invalid
1936,NaN,NaN,0.0,0,NaN,invalid
1937,NaN,NaN,0.0,0,NaN,invalid
1938,NaN,NaN,0.0,0,NaN,invalid
1939,NaN,NaN,0.0,0,NaN,invalid
1940,NaN,NaN,0.0,0,NaN,invalid
1941,NaN,NaN,0.0,0,NaN,invalid
1942,NaN,NaN,0.0,0,NaN,invalid
1943,NaN,NaN,0.0,0,NaN,invalid
1944,NaN,NaN,0.0,0,NaN,invalid
1945,NaN,NaN,0.0,0,NaN,invalid
1946,NaN,NaN,0.0,0,NaN,invalid
1947,NaN,NaN,0.0,0,NaN,invalid
1948,NaN,NaN,0.0,0,NaN,invalid
1949,NaN,NaN,0.0,0,NaN,invalid
1950,NaN,NaN,0.0,0,NaN,invalid
1951,NaN,NaN,0.0,0,NaN,invalid
1952,NaN,NaN,0.0,0,NaN,invalid
1953,NaN,NaN,0.0,0,NaN,invalid
1954,NaN,NaN,0.0,0,NaN,invalid
1955,NaN,NaN,0.0,0,NaN,invalid
1956,NaN,NaN,0.0,0,NaN,invalid
1957,NaN,NaN,0.0,0,NaN,invalid
1958,NaN,NaN,0.0,0,NaN,invalid
1959,NaN,NaN,0.0,0,NaN,invalid
1960,NaN,NaN,0.0,0,NaN,invalid
1961,NaN,NaN,0.0,0,NaN,invalid
1962,NaN,NaN,0.0,0,NaN,invalid
1963,NaN,NaN,0.0,0,NaN,invalid
1964,NaN,NaN,0.0,0,NaN,invalid
1965,NaN,NaN,0.0,0,NaN,invalid
1966,NaN,NaN,0.0,0,NaN,invalid
1967,NaN,NaN,0.0,0,NaN,invalid
1968,NaN,NaN,0.0,0,NaN,invalid
1969,NaN,NaN,0.0,0,NaN,invalid
1970,NaN,NaN,0.0,0,NaN,invalid
1971,NaN,NaN,0.0,0,NaN,invalid
1972,NaN,NaN,0.0,0,NaN,invalid
1973,NaN,NaN,0.0,0,NaN,invalid
1974,NaN,NaN,0.0,0,NaN,invalid
1975,NaN,NaN,0.0,0,NaN,invalid
1976,NaN,NaN,0.0,0,NaN,invalid
1977,NaN,NaN,0.0,0,NaN,invalid
1978,NaN,NaN,0.0,0,NaN,invalid
1979,NaN,NaN,0.0,0,NaN,invalid
1980,NaN,NaN,0.0,0,NaN,invalid
1981,NaN,NaN,0.0,0,NaN,invalid
1982,NaN,NaN,0.0,0,NaN,invalid
1983,NaN,NaN,0.0,0,NaN,invalid
1984,NaN,NaN,0.0,0,NaN,invalid
1985,NaN,NaN,0.0,0,NaN,invalid
1986,NaN,NaN,0.0,0,NaN,invalid
1987,NaN,NaN,0.0,0,NaN,invalid
1988,NaN,NaN,0.0,0,NaN,invalid
1989,NaN,NaN,0.0,0,NaN,invalid
1990,NaN,NaN,0.0,0,NaN,invalid
1991,NaN,NaN,0.0,0,NaN,invalid
1992,NaN,NaN,0.0,0,NaN,invalid
1993,NaN,NaN,0.0,0,NaN,invalid
1994,NaN,NaN,0.0,0,NaN,invalid
1995,NaN,NaN,0.0,0,NaN,invalid
1996,NaN,NaN,0.0,0,NaN,invalid
1997,NaN,NaN,0.0,0,NaN,invalid
1998,NaN,NaN,0.0,0,NaN,invalid
1999,NaN,NaN,0.0,0,NaN,invalid
2000,NaN,NaN,0.0,0,NaN,invalid
2001,NaN,NaN,0.0,0,NaN,invalid
2002,NaN,NaN,0.0,0,NaN,invalid
2003,NaN,NaN,0.0,0,NaN,invalid
2004,NaN,NaN,0.0,0,NaN,invalid
2005,NaN,NaN,0.0,0,NaN,invalid
2006,NaN,NaN,0.0,0,NaN,invalid
2007,NaN,NaN,0.0,0,NaN,invalid
2008,NaN,NaN,0.0,0,NaN,invalid
2009,NaN,NaN,0.0,0,NaN,invalid
2010,NaN,NaN,0.0,0,NaN,invalid
2011,NaN,NaN,0.0,0,NaN,invalid
2012,NaN,NaN,0.0,0,NaN,invalid
2013,NaN,NaN,0.0,0,NaN,invalid
2014,NaN,NaN,0.0,0,NaN,invalid
2015,NaN,NaN,0.0,0,NaN,invalid
2016,NaN,NaN,0.0,0,NaN,invalid
2017,NaN,NaN,0.0,0,NaN,invalid
2018,NaN,NaN,0.0,0,NaN,invalid
2019,NaN,NaN,0.0,0,NaN,invalid
2020,NaN,NaN,0.0,0,NaN,invalid
2021,NaN,NaN,0.0,0,NaN,invalid
2022,NaN,NaN,0.0,0,NaN,invalid
2023,NaN,NaN,0.0,0,NaN,invalid
2024,NaN,NaN,0.0,0,NaN,invalid
2025,NaN,NaN,0.0,0,NaN,invalid
2026,NaN,NaN,0.02,1,NaN,invalid
2027,1906.1186557039618,0.008680243109567585,1.0,50,4.0,observed
2028,1905.884284980595,0.008066645440860805,1.0,50,4.0,observed
2029,1905.7000030577183,0.007222010254227557,1.0,50,3.0,observed
2030,1905.6887117475271,0.006496299525083136,1.0,50,3.0,observed
2031,1905.7869601398706,0.005964725857697226,1.0,50,1.0,observed
2032,1905.8794777803123,0.005554450486561151,1.0,50,3.0,observed
2033,1905.884465906769,0.00534032739014449,1.0,50,1.0,observed
2034,1905.8130117580295,0.005308179749437251,1.0,50,2.0,observed
2035,1905.7607581689954,0.005814938369561529,1.0,50,2.0,observed
2036,1905.7366250306368,0.0067170579146433925,1.0,50,3.0,observed
2037,1905.667811140418,0.0074665023076346,1.0,50,3.0,observed
2038,1905.5896208435297,0.007832866095331684,1.0,50,3.0,observed
2039,1905.5544101893902,0.007619807133660466,1.0,50,3.0,observed
2040,1905.580314323306,0.007017800366312688,1.0,50,4.0,observed
2041,1905.6331537812948,0.006890888990506126,1.0,50,3.0,observed
2042,1905.6509678661823,0.006215532317966608,1.0,50,2.0,observed
2043,1905.6488835960627,0.0053965570366666365,1.0,50,2.0,observed
2044,1905.6505140960217,0.005097475717431693,1.0,50,2.0,observed
2045,1905.6381028294563,0.005744851562317207,1.0,50,2.0,observed
2046,1905.59547072649,0.007090477042810779,1.0,50,3.0,observed
2047,1905.5838847458363,0.008455950705895244,1.0,50,4.0,observed
2048,1905.6056052297354,0.009183411358466153,1.0,50,4.0,observed
2049,1905.6696105003357,0.008648974552678787,1.0,50,3.0,observed
2050,1905.7299299687147,0.007919476552333748,1.0,50,3.0,observed
2051,1905.7024286091328,0.007999312360801734,1.0,50,3.0,observed
2052,1905.587832570076,0.008282907957861673,1.0,50,4.0,observed
2053,1905.5268780887127,0.008795446970352333,1.0,50,4.0,observed
2054,1905.5059502124786,0.008328314395241955,1.0,50,2.0,observed
2055,1905.5148387551308,0.008571904472279856,1.0,50,3.0,observed
