bin_width_px,v_start_px,v_end_px,v_center_px,model,frame027_point_count,original_status,leave027_status,original_point_count,leave027_point_count,original_unique_frame_count,leave027_unique_frame_count,original_u_ref_px,leave027_u_ref_px,original_b_mm,leave027_b_mm,delta_b_leave_minus_original_mm,original_delta_g_mm_per_px,leave027_delta_g_mm_per_px,delta_g_leave_minus_original_mm_per_px,original_weighted_rmse_mm,leave027_weighted_rmse_mm
60,540,600,570.0,M0,60,ok,ok,668,608,22,21,2038.1117366246885,2041.4095341770326,-0.02285011716976803,-0.023564824089083995,-0.0007147069193159661,-0.00019898680886346818,-0.00019665921229113908,2.3275965723291005e-06,0.05192549452739598,0.052299355024835584
60,540,600,570.0,M_local_fullfit,60,ok,ok,668,608,22,21,2038.1117366246885,2041.4095341770326,-0.01141116139874921,-0.012243911593188122,-0.0008327501944389113,-0.0002371065102188042,-0.00023506795704871894,2.038553170085255e-06,0.052076399858002394,0.05245779004874167
60,600,660,630.0,M0,11,ok,ok,724,713,24,23,2041.853875168053,2043.113531836466,-0.055871623630650125,-0.05625941284670581,-0.0003877892160556867,-0.00021842158509849683,-0.00021481290196860228,3.608683129894554e-06,0.056360852376083834,0.05663081979962934
60,600,660,630.0,M_local_fullfit,11,ok,ok,724,713,24,23,2041.853875168053,2043.113531836466,-0.04627837915698717,-0.04672240454168462,-0.0004440253846974551,-0.00025833892678819815,-0.0002545287357760486,3.810191012149544e-06,0.05650033355764807,0.05677816979197204
60,660,720,690.0,M0,6,ok,ok,735,729,25,24,2039.5960096889705,2039.6646647313728,-0.08283964882211527,-0.08410576360862633,-0.0012661147865110634,-4.4697961349195083e-05,-6.8760181904879494e-06,3.7821943158707136e-05,0.06131435417379939,0.06141526187594808
60,660,720,690.0,M_local_fullfit,6,ok,ok,735,729,25,24,2039.5960096889705,2039.6646647313728,-0.07471737352348491,-0.07597490857058066,-0.001257535047095748,-8.552203710223982e-05,-4.80400954016642e-05,3.7481941700575614e-05,0.06134880617993881,0.061471591117847224
60,720,780,750.0,M0,2,ok,ok,615,613,26,25,2025.4429672155895,2035.5458646911761,-0.10635545737225763,-0.11097051390360868,-0.004615056531351053,6.814643872899373e-05,0.00019188750840481642,0.0001237410696758227,0.08088076229990229,0.06920950940828895
60,720,780,750.0,M_local_fullfit,2,ok,ok,615,613,26,25,2025.4429672155895,2035.5458646911761,-0.09915380331857064,-0.10417297795108639,-0.005019174632515749,2.7759495502049933e-05,0.00015141807749718207,0.00012365858199513214,0.08092998275547722,0.06930326400836206
60,780,840,810.0,M0,20,ok,ok,673,653,26,25,2020.4857412237006,2031.8360152847135,-0.09526606683417647,-0.09968083904784675,-0.004414772213670273,-9.307870370742967e-05,-2.4965364475402227e-05,6.811333923202744e-05,0.06698000183026306,0.06340989703886961
60,780,840,810.0,M_local_fullfit,20,ok,ok,673,653,26,25,2020.4857412237006,2031.8360152847135,-0.08920170439498552,-0.09407451916569512,-0.0048728147707095965,-0.0001342892282525445,-6.636891136397146e-05,6.792031688857304e-05,0.06689787781103099,0.06334630601248761
60,840,900,870.0,M0,60,ok,ok,764,704,27,26,2026.83051330622,2031.8190977106253,-0.08476257583293956,-0.08972135000869091,-0.004958774175751357,-0.00016014682848343152,-7.93745288016277e-05,8.077229968180382e-05,0.06850250967328031,0.06273938421366008
60,840,900,870.0,M_local_fullfit,60,ok,ok,764,704,27,26,2026.83051330622,2031.8190977106253,-0.08018231868061855,-0.08534623245404586,-0.005163913773427314,-0.00020114812427289068,-0.00012035774188851237,8.07903823843783e-05,0.068463882558789,0.06269775227666013
60,900,960,930.0,M0,59,ok,ok,837,778,27,26,2023.6575693142192,2029.6547061799815,-0.05931880614970864,-0.06480146532855074,-0.005482659178842102,-2.5476298479056956e-05,6.80309401342737e-05,9.350723861333066e-05,0.06570648124427982,0.05596603601386963
60,900,960,930.0,M_local_fullfit,59,ok,ok,837,778,27,26,2023.6575693142192,2029.6547061799815,-0.05568229206246749,-0.06140583094832791,-0.00572353888586042,-6.574038953731028e-05,2.7762153205112638e-05,9.350254274242292e-05,0.06568639791041307,0.055946840426538115
