frame_i,frame_j,common_sample_count,correlation_coefficient
030,020,1240,0.26076695650069603
030,021,742,0.4958246313924499
030,022,825,0.6051872908535322
030,023,485,0.5787711269461623
030,024,890,0.4663008230632534
030,025,770,0.5467619337049222
030,026,828,-0.02811100022282721
030,027,883,0.4702472399855748
030,028,272,0.7216532307558312
030,029,870,0.40932406940833127
030,030,1697,1.0
030,031,676,0.14509647742511111
031,001,464,-0.3096638564725033
031,002,324,0.5882148967325959
031,003,465,-0.34010034160985786
031,004,669,0.756634569638027
031,005,897,-0.15304865283814195
031,006,821,-0.12134262437262784
031,007,613,0.8228138628241243
031,008,718,-0.2300850161594492
031,009,648,0.5463260346288475
031,010,606,0.5492873478884798
031,011,658,0.0879873360249517
031,012,839,0.1677800237551364
031,013,837,0.17678199271691059
031,014,838,0.18752742947512968
031,015,1265,-0.1873129669235003
031,016,624,-0.33830414280577403
031,017,682,-0.45760439636908257
031,018,441,-0.22026435719900023
031,019,771,-0.25976377101006226
031,020,857,-0.43844642483442525
031,021,693,0.7008550264995487
031,022,769,0.3897638019751131
031,023,512,0.2561436277669358
031,024,691,0.10910698135240544
031,025,753,-0.3713049274939906
031,026,719,0.1944948810293729
031,027,508,-0.1322809281009319
031,028,420,0.47986365845287854
031,029,778,0.6746686185972262
031,030,676,0.14509647742511111
031,031,1348,1.0
