frame_id,dataset_role,source_dir,manifest_dataset_id,manifest_split_tags,chess_recorded_file,nolaser_recorded_file,laser_recorded_file,chess_resolved_path,nolaser_resolved_path,laser_resolved_path,path_resolution,sha256_verified,chess_manifest_sha256,nolaser_manifest_sha256,laser_manifest_sha256,chess_observed_sha256,nolaser_observed_sha256,laser_observed_sha256,pnp_rmse_px,laser_point_count,u_min,u_max,v_min,v_max,lambda_min,lambda_max,quality_warnings
011,fit,original_0811_triplet,original_0811,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 011.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 011.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 011.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 011.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 011.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 011.tif,original_task2_provenance,true,8e1abad59ef5f12f294be9fa69844044cc3cca4dacb1f90bc6b0522d6a81e2dd,201f14ec5d55c1fbf49357a9e6d844fd8f6520ac379d36c01d36e5f39676ea81,e22a4fdc6c99d1d884b2360d964f5d7dce712601dda76bf6c0d1df3c42c04704,8e1abad59ef5f12f294be9fa69844044cc3cca4dacb1f90bc6b0522d6a81e2dd,201f14ec5d55c1fbf49357a9e6d844fd8f6520ac379d36c01d36e5f39676ea81,e22a4fdc6c99d1d884b2360d964f5d7dce712601dda76bf6c0d1df3c42c04704,,900,,,,,,,
012,fit,original_0811_triplet,original_0811,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 012.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 012.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 012.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 012.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 012.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 012.tif,original_task2_provenance,true,9f9736183f2142c7d504c2e09764fcb127d01c34d24f2110f99c84c41bc7f9f0,bbdeadf80462148b3ea4b07feba0add42d1e373a65a431a3c085cfa5b3d8f281,182b44c402c95eefc247fd2490f97e9eb9583e30b88d7ef8c6f8aa5f4b9c0722,9f9736183f2142c7d504c2e09764fcb127d01c34d24f2110f99c84c41bc7f9f0,bbdeadf80462148b3ea4b07feba0add42d1e373a65a431a3c085cfa5b3d8f281,182b44c402c95eefc247fd2490f97e9eb9583e30b88d7ef8c6f8aa5f4b9c0722,,900,,,,,,,
013,fit,original_0811_triplet,original_0811,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 013.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 013.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 013.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 013.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 013.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 013.tif,original_task2_provenance,true,3b2719dd633b28923a0a3ba18e743e02ab641e29786941d79855a4c6e3a04428,151e2398ff7794e8ccb18fb8fe0cabd94700a221ab9eef38cc1870ca313d48ba,6b604a883aaab8bc3521ab1b60cadf6fdbe0644ea4efcbca46a5075e13cd0169,3b2719dd633b28923a0a3ba18e743e02ab641e29786941d79855a4c6e3a04428,151e2398ff7794e8ccb18fb8fe0cabd94700a221ab9eef38cc1870ca313d48ba,6b604a883aaab8bc3521ab1b60cadf6fdbe0644ea4efcbca46a5075e13cd0169,,900,,,,,,,
014,fit,original_0811_triplet,original_0811,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 014.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 014.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 014.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 014.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 014.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 014.tif,original_task2_provenance,true,9e513afcd55b4e122e09ba7fc0dbd282b35c0b552a9e3e25ddf09085f24c5024,41f2fc5716b963b936ffa9c280031b9e9ee647c5fa524356fa09f55ddcda6546,dff12b9c99ecf9e1a496a58f9c456befaa6d6a91bf5ba55ea413c5a31f773bb3,9e513afcd55b4e122e09ba7fc0dbd282b35c0b552a9e3e25ddf09085f24c5024,41f2fc5716b963b936ffa9c280031b9e9ee647c5fa524356fa09f55ddcda6546,dff12b9c99ecf9e1a496a58f9c456befaa6d6a91bf5ba55ea413c5a31f773bb3,,900,,,,,,,
015,fit,original_0811_triplet,original_0811,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 015.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 015.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 015.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 015.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 015.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 015.tif,original_task2_provenance,true,6272b90a7c00de61f47614fb856b74798a869834606e34a0db9a4ff1a6539644,76933f5df0de1a0f66be1035dbae5776bb44d7e837587047b7d2a9d36c1beb54,0296aa8415b0d4637ec1b46295327e23d6b0d19ce883cd311a29e0052c1c9bee,6272b90a7c00de61f47614fb856b74798a869834606e34a0db9a4ff1a6539644,76933f5df0de1a0f66be1035dbae5776bb44d7e837587047b7d2a9d36c1beb54,0296aa8415b0d4637ec1b46295327e23d6b0d19ce883cd311a29e0052c1c9bee,,900,,,,,,,
016,fit,original_0811_triplet,original_0811,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 016.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 016.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 016.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 016.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 016.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 016.tif,original_task2_provenance,true,5cb29fbf660953949b0c6b1a988986d6df6820768c8c607e83c4dea6f97a7d9a,b7994d8b5f14e3069f0b515165f73242cb46a4be7ca76a14ab3c825dd2ab6305,ce797f4d8ab9a266a130854ba7f2fbed541dc422454cbf8cf8986517157bb936,5cb29fbf660953949b0c6b1a988986d6df6820768c8c607e83c4dea6f97a7d9a,b7994d8b5f14e3069f0b515165f73242cb46a4be7ca76a14ab3c825dd2ab6305,ce797f4d8ab9a266a130854ba7f2fbed541dc422454cbf8cf8986517157bb936,,900,,,,,,,
017,fit,original_0811_triplet,original_0811,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 017.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 017.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 017.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 017.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 017.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 017.tif,original_task2_provenance,true,9efd9083b7020035324dc93efceb8040468b5b5b68bd7dcf7cf6fb72a0c78295,1c46bf79b6f007530463297e5dae6e7f43fc23ecae8e4781f5f16e223dbc6145,db2e95ce13ba4ce3460660dff40e600a6108d5527f73b75a38dbf8f63c9f1be6,9efd9083b7020035324dc93efceb8040468b5b5b68bd7dcf7cf6fb72a0c78295,1c46bf79b6f007530463297e5dae6e7f43fc23ecae8e4781f5f16e223dbc6145,db2e95ce13ba4ce3460660dff40e600a6108d5527f73b75a38dbf8f63c9f1be6,,890,,,,,,,
018,fit,original_0811_triplet,original_0811,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 018.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 018.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 018.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\chess 018.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\nolaser 018.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit\laser 018.tif,original_task2_provenance,true,378dc5edd09c523f68436da7d62494be5c55fe658a1cc9402f60c2ddb3b4e672,14e021049e4cb046f7946639e6bdf8956cb65bfe2327df24e98041fd75ffac2b,a44c9bdeba61fef9986234ba588d2dcc03f42cd0f7ca76db01e8a4edd4b08951,378dc5edd09c523f68436da7d62494be5c55fe658a1cc9402f60c2ddb3b4e672,14e021049e4cb046f7946639e6bdf8956cb65bfe2327df24e98041fd75ffac2b,a44c9bdeba61fef9986234ba588d2dcc03f42cd0f7ca76db01e8a4edd4b08951,,900,,,,,,,
019,validation,original_0811_triplet,original_0811,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 019.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 019.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 019.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 019.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 019.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 019.tif,original_task2_provenance,true,16247398689bf582af15d6c0e937168f4cd4d3ad317bb3e2a5516ebbf76fc980,b41db69fe3a4fb1d3160e4a98558724a78bcc8b4b261d55719ac4fcea2296acf,217c16b7595e0f580b3127dd623ee42ad67acd4bf3a0cd7811525f62306a78cf,16247398689bf582af15d6c0e937168f4cd4d3ad317bb3e2a5516ebbf76fc980,b41db69fe3a4fb1d3160e4a98558724a78bcc8b4b261d55719ac4fcea2296acf,217c16b7595e0f580b3127dd623ee42ad67acd4bf3a0cd7811525f62306a78cf,,900,,,,,,,
020,validation,original_0811_triplet,original_0811,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 020.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 020.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 020.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 020.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 020.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 020.tif,original_task2_provenance,true,f2696f64f2192121ea1ccc21adf8214ebcbc27f61d04e0aa0779556cbfde7a10,9fa8c2e4e37439a626f963293d699e90463016ee24c3578b1d658e8272c43ca5,2362d7222c4ac56a9281d08491d603609f2f23832e67832920b9b12b93b736de,f2696f64f2192121ea1ccc21adf8214ebcbc27f61d04e0aa0779556cbfde7a10,9fa8c2e4e37439a626f963293d699e90463016ee24c3578b1d658e8272c43ca5,2362d7222c4ac56a9281d08491d603609f2f23832e67832920b9b12b93b736de,,900,,,,,,,
021,validation,original_0811_triplet,original_0811,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 021.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 021.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 021.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 021.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 021.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 021.tif,original_task2_provenance,true,7930f03c2b155866c7bc3707f88e0398e619a5d58c8955bac8c867a7743efd5a,ba7e6a4710bfa8a8f8a0493c1f69ffe7895609f7f8c88e71db184cc98a2f91a6,1a386da6584cec49d9d4d219e70f99146d7adb774856399f9530fc907e2d4f20,7930f03c2b155866c7bc3707f88e0398e619a5d58c8955bac8c867a7743efd5a,ba7e6a4710bfa8a8f8a0493c1f69ffe7895609f7f8c88e71db184cc98a2f91a6,1a386da6584cec49d9d4d219e70f99146d7adb774856399f9530fc907e2d4f20,,900,,,,,,,
022,validation,original_0811_triplet,original_0811,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 022.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 022.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 022.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 022.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 022.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 022.tif,original_task2_provenance,true,bb831997008887481823ef8e2ecd7e03ea0cf0701fe9eb230fcbf191273c966c,967a16616b9292561932b7e7baddc22a2171a5ff3f4dc7efa5595ced8b56aa17,ffe85b027bcb2a3427c34659783adc1c3c5d73cd89438ebb89169a9fcc17a140,bb831997008887481823ef8e2ecd7e03ea0cf0701fe9eb230fcbf191273c966c,967a16616b9292561932b7e7baddc22a2171a5ff3f4dc7efa5595ced8b56aa17,ffe85b027bcb2a3427c34659783adc1c3c5d73cd89438ebb89169a9fcc17a140,,900,,,,,,,
