candidate_weighting,metric_weighting,region,v_min_px,v_max_px,sample_count,invalid_count,before_bias_mm,before_mae_mm,before_rmse_mm,before_p95_abs_mm,before_residual_energy,after_bias_mm,after_mae_mm,after_rmse_mm,after_p95_abs_mm,after_residual_energy,explained_fraction
frame_equal,frame_equal,middle_300_2699,300,2700,13979,0,-0.0817058447148,0.108067588184,0.13124657233,0.237046762612,241.346218381,-0.00196978365463,0.0225125621124,0.0277625662976,0.0537230742359,10.7990058263,0.955255127266
frame_equal,frame_equal,bottom_2700_2999,2700,3000,1980,0,-0.229949836303,0.295943184205,0.308161049877,0.410228368583,193.435261468,-0.00762507439165,0.0326016586281,0.0434659934593,0.0931781894977,3.8483926399,0.980105009755
frame_equal,frame_equal,bin_0000_0299,0,300,1605,0,0.266643439221,0.28721257077,0.365154141298,0.708281707276,202.166201471,0.028573575343,0.0474200489518,0.0589310878979,0.104200352616,5.26556535134,0.973954274686
frame_equal,frame_equal,bin_0300_0599,300,600,1900,0,-0.0369420322879,0.122858238065,0.157287159175,0.359171347126,46.6654139634,-0.0125626073602,0.0263328603637,0.0339615619341,0.0709872221875,2.17562428156,0.953378228183
frame_equal,frame_equal,bin_0600_0899,600,900,1717,0,-0.138964654435,0.163921505043,0.177432511513,0.288902696403,53.9115893633,-0.0219446373726,0.0258322059307,0.0313350287601,0.0680761845243,1.68141892347,0.968811549737
frame_equal,frame_equal,bin_0900_1199,900,1200,1875,0,-0.0936907138625,0.112612971273,0.1379567258,0.254844200208,36.4385387041,-0.00998423252219,0.0245013960641,0.0290626120997,0.0550891158111,1.61712833182,0.955620384644
frame_equal,frame_equal,bin_1200_1499,1200,1500,1490,0,-0.00932976752532,0.0584703925301,0.0697268717622,0.1209337215,7.16401282581,0.0107010042506,0.019756819448,0.0231675304393,0.042726471354,0.790888893098,0.889602529709
frame_equal,frame_equal,bin_1500_1799,1500,1800,1945,0,-0.0874000261735,0.0955023969594,0.114220452595,0.202463873767,25.6238119742,0.00349052101116,0.0184391436239,0.0220175103815,0.037049088273,0.952121572054,0.962842313509
frame_equal,frame_equal,bin_1800_2099,1800,2100,1732,0,-0.075958263494,0.083006489909,0.0998179993596,0.179854957962,17.4203390465,0.0059163413708,0.02045205396,0.0244584699384,0.0395525505126,1.04591755261,0.939959977253
frame_equal,frame_equal,bin_2100_2399,2100,2400,1561,0,-0.0930666137189,0.0954954272722,0.108885450842,0.179099752059,18.0993109585,0.00840779901634,0.0180200512804,0.022167315419,0.0392770682413,0.750150729685,0.9585536305
frame_equal,frame_equal,bin_2400_2699,2400,2700,1759,0,-0.11061886776,0.124046560441,0.142061446516,0.24052023172,36.0232015452,0.00391597047121,0.0257749306062,0.031629773491,0.0500371173788,1.78575554199,0.950427628157
frame_equal,frame_equal,bin_2700_2999,2700,3000,1980,0,-0.229949836303,0.295943184205,0.308161049877,0.410228368583,193.435261468,-0.00762507439165,0.0326016586281,0.0434659934593,0.0931781894977,3.8483926399,0.980105009755
frame_equal,frame_equal,extrap_top_v_lt_242,0,241.997693497,1141,0,0.30313726771,0.315218808272,0.392308392434,0.730880570828,162.075187525,0.0323577449871,0.0515650502164,0.0625035274394,0.107573544319,4.1140578163,0.974616362448
frame_equal,frame_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.248499816585,0.30080875986,0.313207026879,0.412384234489,181.194136487,-0.0109620165489,0.0315428158417,0.0419430254708,0.0881810959098,3.24938112909,0.982066852758
frame_equal,v_region_equal,top_0_299,0,300,1605,0,0.286592086279,0.305866738086,0.379494468127,0.688220936835,252.949792572,0.0316005320882,0.0505967086212,0.0617147057958,0.103733662852,6.68960930649,0.973553608254
frame_equal,v_region_equal,middle_300_2699,300,2700,13979,0,-0.0780251129459,0.1073157933,0.130961775974,0.241230912066,240.991945252,-0.000531363738861,0.0221780723472,0.0272436575707,0.0502812126936,10.4290377938,0.956724537897
frame_equal,v_region_equal,bottom_2700_2999,2700,3000,1980,0,-0.16082211758,0.285722516962,0.302005869544,0.419320640496,160.196932458,0.00291692974168,0.0407608487189,0.0530895992031,0.109885921915,4.95042313669,0.969097890573
frame_equal,v_region_equal,bin_0000_0299,0,300,1605,0,0.286592086279,0.305866738086,0.379494468127,0.688220936835,252.949792572,0.0316005320882,0.0505967086212,0.0617147057958,0.103733662852,6.68960930649,0.973553608254
frame_equal,v_region_equal,bin_0300_0599,300,600,1900,0,-0.021777677273,0.113925073127,0.148369931403,0.345094914097,38.6647512268,-0.0108630148149,0.0257494074179,0.0335709525491,0.0703655374237,1.97947835302,0.948804058213
frame_equal,v_region_equal,bin_0600_0899,600,900,1717,0,-0.131947252677,0.170822249627,0.185203494912,0.304113729188,60.2451075645,-0.0216204663346,0.0266879779165,0.0317222309442,0.0678050977654,1.76746520773,0.970662095576
