v,sample_count,residual_median_mm,residual_mean_mm,residual_std_mm,residual_mad_mm,residual_p95_abs_mm
1640,16,-0.0621925,-0.01789925,0.14470132380251396,0.027922999999999996,0.30616350000000003
1641,15,-0.066988,-0.027369400000000002,0.14512269560951324,0.021128000000000008,0.2970610999999999
1642,15,-0.064911,-0.031466400000000005,0.14068798170358607,0.019169000000000005,0.28523199999999993
1643,15,-0.061652,-0.03207286666666666,0.13805960719914043,0.021197999999999995,0.2842318
1644,16,-0.0661815,-0.023758562500000004,0.13699486757148666,0.0311295,0.3018265
1645,17,-0.04918,-0.013317352941176475,0.1382033793200899,0.037874000000000005,0.315362
1646,17,-0.048502,-0.01649817647058824,0.140610352856411,0.032909999999999995,0.330626
1647,17,-0.058123,-0.024907176470588238,0.1440500558869361,0.037898999999999995,0.3386878
1648,17,-0.074565,-0.03108982352941177,0.14587285225421284,0.03481999999999999,0.3267196
1649,17,-0.075254,-0.03584300000000001,0.14415588485559652,0.032108000000000005,0.31413979999999997
1650,16,-0.082104,-0.0471986875,0.14521147970125906,0.031017,0.305668
1651,17,-0.082136,-0.04687894117647059,0.1397563989172189,0.024987000000000002,0.2926278
1652,17,-0.086982,-0.04890505882352941,0.1399025232217376,0.025057999999999997,0.2918908
1653,17,-0.078676,-0.047017176470588236,0.1425837146373295,0.019753999999999994,0.2962126
1654,17,-0.07172,-0.04481158823529412,0.14717175339677907,0.022203000000000007,0.30074339999999994
1655,17,-0.075121,-0.04433105882352941,0.15061023946285598,0.03298199999999999,0.30212839999999996
1656,17,-0.074262,-0.04423994117647058,0.15125690210469347,0.039829,0.30887019999999993
1657,17,-0.082857,-0.041911235294117645,0.14602674781804934,0.028387000000000003,0.31529179999999996
1658,16,-0.07716200000000001,-0.039866,0.14292092375342852,0.031026499999999995,0.31061125
1659,17,-0.064758,-0.03634082352941176,0.13033261902927223,0.034807000000000005,0.29307740000000004
1660,17,-0.068263,-0.04828929411764706,0.13488561064924823,0.04148099999999999,0.2802446
1661,17,-0.061852,-0.04850082352941177,0.13282285402521815,0.041100000000000005,0.2770834
1662,17,-0.063004,-0.05050729411764706,0.12977733190438379,0.03265699999999999,0.26505239999999997
1663,17,-0.070622,-0.05430417647058823,0.1255520858947768,0.026473000000000003,0.24922019999999998
1664,17,-0.07406,-0.056786,0.12257909164800497,0.024721999999999994,0.24056759999999996
1665,17,-0.075234,-0.05540011764705882,0.12698126939330578,0.031737999999999995,0.2579172
1666,17,-0.086606,-0.05393082352941176,0.13837960178447334,0.040324000000000006,0.2906056
1667,17,-0.090907,-0.05149917647058824,0.14748881499720382,0.05369,0.31647040000000004
1668,17,-0.094806,-0.051967705882352944,0.15235716862801563,0.052702,0.3274598
1669,17,-0.090377,-0.052305470588235294,0.1513101089353078,0.024277999999999994,0.331589
1670,17,-0.088847,-0.052328705882352944,0.15064558382747428,0.012941000000000008,0.333256
1671,17,-0.096308,-0.049364117647058815,0.1539229532886837,0.023368,0.3467628
1672,17,-0.081871,-0.04628776470588235,0.15561263282006116,0.033516,0.3481776
1673,17,-0.072791,-0.047218470588235306,0.15060130582896586,0.02892399999999999,0.3340828
1674,17,-0.076942,-0.05014276470588235,0.13909862967851688,0.025232000000000004,0.2884742
1675,17,-0.07211,-0.05328582352941176,0.12461043916905361,0.023946999999999996,0.2147639999999999
1676,17,-0.071027,-0.05801517647058824,0.11219313639893223,0.033787000000000005,0.1979459999999999
1677,17,-0.067537,-0.052307764705882345,0.12371668424546131,0.029387999999999997,0.2023239999999999
1678,16,-0.083718,-0.07117075,0.1225904002448805,0.041788,0.222131
