case_id,source_file,current_search_region,proposed_search_region,would_expand,reason,outside_active_intervals,outside_peak_intervals,outside_active_position_count,outside_peak_position_count,outside_peak_max_intensity_dn,active_intervals,seed_interval,seed
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0001.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0001.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0001.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0002.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0002.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0002.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0003.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0003.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0003.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0004.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0004.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0004.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0005.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0005.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0005.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0006.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0006.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0006.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0007.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0007.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0007.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0008.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0008.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0008.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0009.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0009.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0009.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0010.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0010.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0010.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0011.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0011.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0011.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0012.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0012.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0012.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0013.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0013.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0013.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0014.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0014.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0014.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0015.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0015.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0015.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0016.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0016.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0016.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0017.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0017.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0017.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0018.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0018.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0018.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0019.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0019.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0019.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0020.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0020.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0020.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0021.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0021.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0021.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0022.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0022.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0022.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0023.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0023.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0023.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0024.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 863], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0024.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 863], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0024.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 863], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0025.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0025.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0025.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0026.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_h1_truncation,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0026.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_full_scanlines,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0026.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
B05_A10_boundary_sensitive_h10,experiments/geometry_baseline_angle/data/B05_A10/images/multiheight/0027.tif,"[793, 895]","[793, 942]",True,significant_intensity_outside_current_region,"[[899, 908], [911, 916]]","[[895, 896], [898, 909], [910, 918], [926, 928]]",14,22,255.0,"[[841, 847], [862, 864], [890, 893], [899, 908], [911, 916]]","[841, 847]",842
