v_px,fit_sample_count,fit_residual_median_mm,fit_residual_mean_mm,fit_residual_std_mm,fit_residual_mad_mm,fit_residual_p95_abs_mm,fit_positive_fraction,fit_sign_consistency,validation_sample_count,validation_residual_median_mm,validation_residual_mean_mm,validation_residual_std_mm,validation_residual_mad_mm,validation_residual_p95_abs_mm,validation_positive_fraction,validation_sign_consistency
1471,3,0.012217677,0.029325996,0.032118548,0.002834542,0.060961227,1.000000000,1.000000000,2,-0.058612746,-0.058612746,0.057266033,0.040493200,0.095056626,0.000000000,1.000000000
1472,3,0.024528630,0.037556909,0.029381026,0.007585846,0.066532243,1.000000000,1.000000000,2,-0.061346631,-0.061346631,0.071377867,0.050471773,0.106771227,0.000000000,1.000000000
1473,3,0.035447001,0.041941611,0.028696083,0.018397563,0.069540254,1.000000000,1.000000000,2,-0.065675883,-0.065675883,0.077231114,0.054610645,0.114825463,0.000000000,1.000000000
1474,3,0.039638919,0.038247154,0.035607745,0.033499692,0.069788642,1.000000000,1.000000000,2,-0.072815093,-0.072815093,0.067630009,0.047821638,0.115854567,0.000000000,1.000000000
1475,3,0.034343571,0.027736642,0.043323578,0.033033683,0.064073886,0.666666667,0.666666667,2,-0.080548259,-0.080548259,0.052212294,0.036919667,0.113775960,0.000000000,1.000000000
1476,3,0.025471794,0.017910797,0.042721304,0.030875010,0.053520744,0.666666667,0.666666667,2,-0.084349036,-0.084349036,0.042984518,0.030394644,0.111704215,0.000000000,1.000000000
1477,4,0.030007392,0.031867113,0.055959386,0.037515576,0.092277723,0.750000000,0.750000000,2,-0.080330772,-0.080330772,0.043931681,0.031064390,0.108288723,0.000000000,1.000000000
1478,4,0.022776225,0.021805801,0.052499634,0.034204843,0.078550959,0.750000000,0.750000000,2,-0.069621750,-0.069621750,0.053318660,0.037701986,0.103553537,0.000000000,1.000000000
1479,4,0.020684539,0.013480600,0.043684667,0.020467656,0.056837191,0.750000000,0.750000000,2,-0.075003929,-0.075003929,0.048955502,0.034616768,0.106159020,0.000000000,1.000000000
1480,4,0.019532526,0.011480967,0.034565879,0.013374529,0.043119034,0.750000000,0.750000000,2,-0.080142587,-0.080142587,0.060775570,0.042974818,0.118819923,0.000000000,1.000000000
1481,4,0.019625510,0.016310489,0.029764334,0.018622908,0.045112975,0.750000000,0.750000000,2,-0.089154634,-0.089154634,0.063634526,0.044996405,0.129651399,0.000000000,1.000000000
1482,4,0.023108328,0.023057786,0.033415282,0.028710319,0.054023928,0.500000000,0.500000000,2,-0.087444298,-0.087444298,0.061147100,0.043237529,0.126358074,0.000000000,1.000000000
1483,4,0.026056004,0.029527200,0.043731665,0.033468809,0.074215694,0.500000000,0.500000000,2,-0.076023098,-0.076023098,0.060190644,0.042561212,0.114328189,0.000000000,1.000000000
1484,4,0.032971053,0.039756904,0.046708310,0.029016737,0.092602046,0.750000000,0.750000000,2,-0.068812463,-0.068812463,0.056409980,0.039887880,0.104711555,0.000000000,1.000000000
1485,4,0.046409586,0.044137222,0.046151548,0.027236143,0.090858362,0.750000000,0.750000000,2,-0.075179827,-0.075179827,0.045661276,0.032287398,0.104238485,0.000000000,1.000000000
1486,3,0.036021979,0.029224597,0.043908549,0.033316080,0.066006450,0.666666667,0.666666667,2,-0.089062172,-0.089062172,0.032182716,0.022756617,0.109543127,0.000000000,1.000000000
1487,3,0.034304345,0.018953067,0.028120016,0.001751885,0.035881041,0.666666667,0.666666667,2,-0.087006985,-0.087006985,0.041353365,0.029241245,0.113324106,0.000000000,1.000000000
1488,3,0.020484084,0.018690487,0.024891360,0.022152452,0.040421291,0.666666667,0.666666667,2,-0.093138889,-0.093138889,0.037245220,0.026336348,0.116841602,0.000000000,1.000000000
1489,4,0.018081874,0.019841393,0.020072718,0.012838075,0.042162177,0.750000000,0.750000000,2,-0.095834704,-0.095834704,0.035559525,0.025144381,0.118464648,0.000000000,1.000000000
1490,4,0.014260856,0.013087836,0.027177020,0.021641821,0.039044446,0.500000000,0.500000000,2,-0.094225620,-0.094225620,0.033357307,0.023587178,0.115454080,0.000000000,1.000000000
1491,4,0.012764684,-0.000452205,0.046809533,0.021748956,0.060220281,0.500000000,0.500000000,2,-0.100595846,-0.100595846,0.015477321,0.010944118,0.110445552,0.000000000,1.000000000
1492,4,0.009010679,-0.007985036,0.056813819,0.023539126,0.080133125,0.500000000,0.500000000,2,-0.089986898,-0.089986898,0.023031397,0.016285657,0.104643989,0.000000000,1.000000000
1493,4,0.010461297,-0.007859700,0.057687837,0.024261017,0.079537193,0.500000000,0.500000000,2,-0.082585960,-0.082585960,0.031095705,0.021987984,0.102375146,0.000000000,1.000000000
1494,4,0.004577894,-0.006263507,0.058758593,0.034376460,0.077861039,0.500000000,0.500000000,2,-0.080719119,-0.080719119,0.038243612,0.027042317,0.105057205,0.000000000,1.000000000
1495,4,-0.002382482,-0.007899442,0.058858142,0.040168622,0.076999687,0.500000000,0.500000000,2,-0.082086115,-0.082086115,0.045710988,0.032322550,0.111176410,0.000000000,1.000000000
1496,4,-0.006450680,-0.013029090,0.056365666,0.036269302,0.079014315,0.500000000,0.500000000,2,-0.082942507,-0.082942507,0.052611134,0.037201690,0.116424027,0.000000000,1.000000000
1497,4,-0.006176928,-0.016711609,0.053982183,0.027882631,0.081957811,0.500000000,0.500000000,2,-0.080558562,-0.080558562,0.058321646,0.041239631,0.117674230,0.000000000,1.000000000
1498,4,-0.001090135,-0.014297568,0.053032655,0.021168646,0.081073992,0.500000000,0.500000000,2,-0.075109595,-0.075109595,0.058434144,0.041319179,0.112296857,0.000000000,1.000000000
1499,4,0.008478081,-0.005806644,0.051544017,0.017963410,0.073672533,0.750000000,0.750000000,2,-0.071211711,-0.071211711,0.051895777,0.036695856,0.104237981,0.000000000,1.000000000
1500,4,0.016619397,0.002308966,0.048039162,0.017545751,0.062867294,0.750000000,0.750000000,2,-0.078643817,-0.078643817,0.049280333,0.034846457,0.110005629,0.000000000,1.000000000
1501,5,0.016159231,0.005640349,0.039451542,0.017053517,0.055821764,0.800000000,0.800000000,2,-0.094703747,-0.094703747,0.049228498,0.034809805,0.126032571,0.000000000,1.000000000
1502,5,0.023304042,0.004113822,0.040033310,0.010967821,0.056860151,0.600000000,0.600000000,2,-0.109540452,-0.109540452,0.044074694,0.031165515,0.137589416,0.000000000,1.000000000
1503,6,0.005900937,-0.023591266,0.073223641,0.026754520,0.131129338,0.500000000,0.500000000,2,-0.119047992,-0.119047992,0.032356006,0.022879151,0.139639228,0.000000000,1.000000000
1504,5,0.003915209,0.002354572,0.043026159,0.027183428,0.062814637,0.800000000,0.800000000,2,-0.124231129,-0.124231129,0.018163918,0.012843830,0.135790576,0.000000000,1.000000000
1505,5,0.004301571,0.000706160,0.049512648,0.026521350,0.072331368,0.600000000,0.600000000,2,-0.125564708,-0.125564708,0.011174722,0.007901722,0.132676258,0.000000000,1.000000000
1506,5,0.001137321,-0.001738777,0.054013312,0.033719165,0.078910248,0.600000000,0.600000000,2,-0.120431366,-0.120431366,0.020498151,0.014494381,0.133476309,0.000000000,1.000000000
1507,5,-0.005435473,-0.003130746,0.050824379,0.047458469,0.073062477,0.400000000,0.600000000,2,-0.106153196,-0.106153196,0.029936734,0.021168467,0.125204817,0.000000000,1.000000000
1508,5,-0.011225869,-0.003585598,0.042283315,0.035051480,0.059986524,0.400000000,0.600000000,2,-0.098398645,-0.098398645,0.046180740,0.032654714,0.127787888,0.000000000,1.000000000
1509,5,-0.009481354,-0.003885745,0.032777096,0.026537475,0.040385457,0.400000000,0.600000000,2,-0.081255472,-0.081255472,0.044687602,0.031598906,0.109694488,0.000000000,1.000000000
1510,5,-0.011729962,-0.005697117,0.026181937,0.020736735,0.031519327,0.400000000,0.600000000,2,-0.073555292,-0.073555292,0.049546878,0.035034934,0.105086732,0.000000000,1.000000000
1511,5,-0.013625764,-0.008685855,0.024504133,0.014540317,0.030643384,0.400000000,0.600000000,2,-0.077090404,-0.077090404,0.058903498,0.041651063,0.114576361,0.000000000,1.000000000
1512,5,-0.014475734,-0.012118903,0.026532946,0.004934712,0.040968215,0.200000000,0.800000000,2,-0.085447761,-0.085447761,0.061757265,0.043668981,0.124749844,0.000000000,1.000000000
1513,5,-0.012968375,-0.015562627,0.027671970,0.002717764,0.049997710,0.200000000,0.800000000,2,-0.090522457,-0.090522457,0.050864111,0.035966357,0.122892179,0.000000000,1.000000000
1514,5,-0.011307201,-0.018559075,0.029143859,0.004423716,0.057212553,0.200000000,0.800000000,2,-0.087386950,-0.087386950,0.040082532,0.028342630,0.112895317,0.000000000,1.000000000
1515,5,-0.010986672,-0.020123578,0.031000885,0.002626988,0.061471017,0.200000000,0.800000000,2,-0.073397716,-0.073397716,0.042989047,0.030397847,0.100755778,0.000000000,1.000000000
1516,5,-0.016364321,-0.020259945,0.033415013,0.014861311,0.064430063,0.200000000,0.800000000,2,-0.058174988,-0.058174988,0.056417435,0.039893151,0.094078824,0.000000000,1.000000000
1517,5,-0.019938040,-0.019414174,0.036368385,0.021198520,0.064994616,0.400000000,0.600000000,2,-0.051788938,-0.051788938,0.073058718,0.051660315,0.098283221,0.000000000,1.000000000
1518,5,-0.021032324,-0.016650157,0.041112939,0.013848155,0.065894309,0.200000000,0.800000000,2,-0.057053163,-0.057053163,0.080162673,0.056683570,0.108068376,0.000000000,1.000000000
1519,5,-0.019406994,-0.013876358,0.047361655,0.004670239,0.068318841,0.200000000,0.800000000,2,-0.065955716,-0.065955716,0.069670122,0.049264216,0.110293510,0.000000000,1.000000000
1520,5,-0.012374051,-0.011431037,0.052198266,0.027579561,0.071054381,0.200000000,0.800000000,2,-0.069414529,-0.069414529,0.050118829,0.035439364,0.101309956,0.000000000,1.000000000
1521,5,-0.011417438,-0.008477215,0.052954640,0.034196042,0.071298047,0.400000000,0.600000000,2,-0.069564378,-0.069564378,0.037303382,0.026377474,0.093304105,0.000000000,1.000000000
1522,5,-0.016702881,-0.005883109,0.048963948,0.055641723,0.066479161,0.400000000,0.600000000,2,-0.070606188,-0.070606188,0.034401672,0.024325655,0.092499278,0.000000000,1.000000000
1523,5,-0.000424351,-0.004202537,0.041660921,0.019814460,0.061608754,0.400000000,0.600000000,2,-0.074305441,-0.074305441,0.035594192,0.025168895,0.096957446,0.000000000,1.000000000
1524,5,-0.002353360,-0.004790786,0.033453008,0.016981154,0.052029381,0.400000000,0.600000000,2,-0.078120429,-0.078120429,0.035437392,0.025058020,0.100672647,0.000000000,1.000000000
1525,5,-0.000534484,-0.008033680,0.030291597,0.015421823,0.049443240,0.400000000,0.600000000,2,-0.079682851,-0.079682851,0.030305297,0.021429081,0.098969024,0.000000000,1.000000000
1526,5,0.003527131,-0.012206041,0.032314561,0.003998950,0.056891329,0.600000000,0.600000000,2,-0.081530854,-0.081530854,0.022468656,0.015887739,0.095829819,0.000000000,1.000000000
1527,5,-0.003973917,-0.015008886,0.033939028,0.003263072,0.061751092,0.200000000,0.800000000,2,-0.087513149,-0.087513149,0.016877687,0.011934327,0.098254044,0.000000000,1.000000000
1528,5,-0.010047133,-0.015235306,0.034747249,0.008139185,0.062540269,0.200000000,0.800000000,2,-0.096288608,-0.096288608,0.017641398,0.012474352,0.107515525,0.000000000,1.000000000
1529,5,-0.008118168,-0.011812140,0.038787552,0.013149639,0.062439818,0.200000000,0.800000000,2,-0.102796387,-0.102796387,0.029474375,0.020841531,0.121553764,0.000000000,1.000000000
1530,5,-0.002623011,-0.007259120,0.045585713,0.029975833,0.063351106,0.400000000,0.600000000,2,-0.106430375,-0.106430375,0.052810252,0.037342487,0.140038613,0.000000000,1.000000000
1531,5,-0.005250521,-0.007109932,0.050824965,0.039202256,0.065941351,0.400000000,0.600000000,2,-0.109492338,-0.109492338,0.076348835,0.053986779,0.158080439,0.000000000,1.000000000
1532,5,-0.018439724,-0.012564971,0.055388956,0.055356123,0.071785816,0.400000000,0.600000000,2,-0.108349842,-0.108349842,0.082586927,0.058397776,0.160907841,0.000000000,1.000000000
1533,5,-0.034718126,-0.019551983,0.058274864,0.047918577,0.078782628,0.400000000,0.600000000,2,-0.104905004,-0.104905004,0.071149306,0.050310157,0.150184145,0.000000000,1.000000000
1534,5,-0.045831725,-0.024602478,0.056713162,0.039706846,0.080936983,0.400000000,0.600000000,2,-0.105940517,-0.105940517,0.058693244,0.041502391,0.143292669,0.000000000,1.000000000
1535,5,-0.046167025,-0.027099488,0.052757157,0.041486782,0.081576285,0.400000000,0.600000000,2,-0.108449360,-0.108449360,0.056757836,0.040133851,0.144569825,0.000000000,1.000000000
1536,5,-0.038496983,-0.027733829,0.050039006,0.054417261,0.084730628,0.400000000,0.600000000,3,-0.123112071,-0.112044690,0.046920710,0.029330266,0.149509311,0.000000000,1.000000000
1537,5,-0.030585905,-0.026671678,0.051206786,0.044096001,0.088804145,0.400000000,0.600000000,2,-0.100170890,-0.100170890,0.072172294,0.051033519,0.146101057,0.000000000,1.000000000
1538,5,-0.024759336,-0.021949517,0.056599708,0.029876279,0.091314891,0.400000000,0.600000000,2,-0.090282448,-0.090282448,0.070452521,0.049817455,0.135118157,0.000000000,1.000000000
1539,5,-0.020598594,-0.020463658,0.053638868,0.025041736,0.087238059,0.400000000,0.600000000,2,-0.078946556,-0.078946556,0.058228003,0.041173416,0.116002630,0.000000000,1.000000000
1540,5,-0.020373505,-0.020090329,0.052581483,0.029171876,0.085216455,0.400000000,0.600000000,2,-0.071614031,-0.071614031,0.036888897,0.026084389,0.095089981,0.000000000,1.000000000
1541,5,-0.024335523,-0.025692263,0.048563455,0.030945812,0.087369861,0.400000000,0.600000000,2,-0.074745850,-0.074745850,0.011408816,0.008067251,0.082006376,0.000000000,1.000000000
1542,5,-0.026280718,-0.028107735,0.051164735,0.023016834,0.093203719,0.200000000,0.800000000,2,-0.085878666,-0.085878666,0.000268227,0.000189665,0.086049365,0.000000000,1.000000000
1543,5,-0.019250987,-0.030150428,0.051691351,0.017665738,0.098942229,0.200000000,0.800000000,3,-0.100483740,-0.104282431,0.011649464,0.005477270,0.115669748,0.000000000,1.000000000
1544,5,-0.010059944,-0.025917193,0.055590739,0.033049459,0.099798223,0.400000000,0.600000000,2,-0.103198684,-0.103198684,0.011116102,0.007860271,0.110272928,0.000000000,1.000000000
1545,5,-0.015770679,-0.025434128,0.052286715,0.027857351,0.093041331,0.400000000,0.600000000,2,-0.099488639,-0.099488639,0.018993688,0.013430566,0.111576148,0.000000000,1.000000000
1546,5,-0.027182615,-0.020691072,0.048136487,0.049095136,0.080491166,0.400000000,0.600000000,2,-0.089045490,-0.089045490,0.030706052,0.021712458,0.108586702,0.000000000,1.000000000
1547,5,-0.026904449,-0.018514782,0.045086399,0.043802065,0.072376915,0.400000000,0.600000000,2,-0.075746771,-0.075746771,0.047434364,0.033541160,0.105933816,0.000000000,1.000000000
1548,5,-0.002650325,-0.012627912,0.043280010,0.029113702,0.068336348,0.400000000,0.600000000,2,-0.065038998,-0.065038998,0.063492106,0.044895699,0.105445127,0.000000000,1.000000000
1549,5,0.009565748,-0.012783124,0.041226147,0.016353511,0.066515733,0.600000000,0.600000000,2,-0.063783153,-0.063783153,0.070663186,0.049966418,0.108752929,0.000000000,1.000000000
1550,5,-0.009283217,-0.026542454,0.036815357,0.016001635,0.070919119,0.400000000,0.600000000,2,-0.073904643,-0.073904643,0.069809952,0.049363090,0.118331424,0.000000000,1.000000000
1551,5,-0.014303023,-0.033828765,0.037632200,0.015729149,0.074623507,0.200000000,0.800000000,2,-0.090195055,-0.090195055,0.068261043,0.048267846,0.133636117,0.000000000,1.000000000
1552,6,-0.046887287,-0.058136892,0.054457826,0.031434049,0.133389711,0.000000000,1.000000000,2,-0.106394371,-0.106394371,0.065719818,0.046470929,0.148218206,0.000000000,1.000000000
1553,5,-0.029136297,-0.037129617,0.030470924,0.019474499,0.076554137,0.000000000,1.000000000,2,-0.117267553,-0.117267553,0.057423474,0.040604528,0.153811628,0.000000000,1.000000000
1554,5,-0.022323632,-0.032931588,0.036848605,0.014162227,0.083231448,0.000000000,1.000000000,2,-0.119746833,-0.119746833,0.046013427,0.032536407,0.149029599,0.000000000,1.000000000
1555,6,-0.039423984,-0.047738514,0.040410394,0.030057014,0.103699027,0.000000000,1.000000000,2,-0.116484727,-0.116484727,0.039025504,0.027595199,0.141320406,0.000000000,1.000000000
1556,5,-0.032247125,-0.047576577,0.042578213,0.020072444,0.105404204,0.000000000,1.000000000,2,-0.113709740,-0.113709740,0.040138928,0.028382508,0.139253997,0.000000000,1.000000000
1557,5,-0.056619584,-0.054727281,0.038240319,0.034632347,0.101401812,0.000000000,1.000000000,2,-0.112943637,-0.112943637,0.043149210,0.030511099,0.140403626,0.000000000,1.000000000
1558,5,-0.074633892,-0.056939614,0.040915427,0.028115457,0.098172057,0.000000000,1.000000000,2,-0.114344594,-0.114344594,0.041115302,0.029072909,0.140510212,0.000000000,1.000000000
1559,5,-0.078850895,-0.061111174,0.041022494,0.029644267,0.103015456,0.000000000,1.000000000,2,-0.114891229,-0.114891229,0.036862023,0.026065387,0.138350077,0.000000000,1.000000000
1560,5,-0.067340555,-0.061723648,0.043586519,0.037871961,0.112008960,0.000000000,1.000000000,2,-0.115758343,-0.115758343,0.030274749,0.021407480,0.135025075,0.000000000,1.000000000
1561,5,-0.058719048,-0.060532743,0.038277571,0.019706978,0.109030728,0.000000000,1.000000000,2,-0.121944113,-0.121944113,0.018333075,0.012963442,0.133611211,0.000000000,1.000000000
1562,5,-0.026512427,-0.055040361,0.041887073,0.005082256,0.105233628,0.000000000,1.000000000,2,-0.130372536,-0.130372536,0.008245172,0.005830217,0.135619731,0.000000000,1.000000000
1563,5,-0.035838660,-0.048743933,0.038050625,0.023247421,0.094889146,0.000000000,1.000000000,2,-0.133325952,-0.133325952,0.011527517,0.008151186,0.140662019,0.000000000,1.000000000
1564,5,-0.036355908,-0.048205767,0.032540785,0.016220613,0.091263425,0.000000000,1.000000000,2,-0.129322658,-0.129322658,0.022967488,0.016240466,0.143939078,0.000000000,1.000000000
1565,5,-0.049267937,-0.054416170,0.026164595,0.004066573,0.088851605,0.000000000,1.000000000,2,-0.119484432,-0.119484432,0.030832968,0.021802201,0.139106413,0.000000000,1.000000000
1566,6,-0.041335014,-0.049986643,0.025767843,0.013539773,0.085407375,0.000000000,1.000000000,2,-0.107485080,-0.107485080,0.029687143,0.020991980,0.126377863,0.000000000,1.000000000
1567,6,-0.061415340,-0.074930749,0.057616540,0.026768925,0.156589990,0.000000000,1.000000000,2,-0.098421192,-0.098421192,0.023575589,0.016670459,0.113424605,0.000000000,1.000000000
1568,6,-0.057218072,-0.075601569,0.053548237,0.023961164,0.152534377,0.000000000,1.000000000,2,-0.094781487,-0.094781487,0.022904837,0.016196165,0.109358036,0.000000000,1.000000000
1569,6,-0.054494143,-0.072112244,0.044647653,0.018860628,0.135375876,0.000000000,1.000000000,2,-0.099865607,-0.099865607,0.030259350,0.021396592,0.119122539,0.000000000,1.000000000
1570,6,-0.058380283,-0.068678172,0.040343585,0.026650746,0.116855758,0.000000000,1.000000000,2,-0.115137627,-0.115137627,0.038141908,0.026970402,0.139410989,0.000000000,1.000000000
1571,6,-0.066683665,-0.066096001,0.039583519,0.023522597,0.105462431,0.166666667,0.833333333,2,-0.131688645,-0.131688645,0.040546434,0.028670658,0.157492237,0.000000000,1.000000000
1572,6,-0.077408580,-0.070016896,0.044276651,0.021584430,0.115778053,0.166666667,0.833333333,2,-0.136244520,-0.136244520,0.035813531,0.025323991,0.159036112,0.000000000,1.000000000
1573,6,-0.086654561,-0.070954470,0.044681727,0.020454560,0.112516443,0.166666667,0.833333333,2,-0.127204958,-0.127204958,0.032071787,0.022678178,0.147615318,0.000000000,1.000000000
1574,6,-0.089548555,-0.071967822,0.049472709,0.024764065,0.117520096,0.166666667,0.833333333,2,-0.114673056,-0.114673056,0.041733023,0.029509704,0.141231789,0.000000000,1.000000000
1575,6,-0.088951618,-0.073349494,0.057271765,0.038033286,0.129312802,0.166666667,0.833333333,2,-0.120293907,-0.120293907,0.045585892,0.032234093,0.149304591,0.000000000,1.000000000
1576,6,-0.085542676,-0.070492610,0.057949296,0.040694564,0.126272626,0.166666667,0.833333333,2,-0.121641673,-0.121641673,0.069174824,0.048913987,0.165664261,0.000000000,1.000000000
1577,7,-0.095717168,-0.090994682,0.074677733,0.054288596,0.188016537,0.000000000,1.000000000,2,-0.128429210,-0.128429210,0.087306425,0.061734965,0.183990678,0.000000000,1.000000000
1578,7,-0.049906058,-0.070978769,0.055222109,0.040614958,0.147779231,0.000000000,1.000000000,2,-0.137640981,-0.137640981,0.093379806,0.066029494,0.197067525,0.000000000,1.000000000
1579,7,-0.063224145,-0.074900445,0.048515674,0.027462583,0.145530151,0.000000000,1.000000000,2,-0.143492014,-0.143492014,0.086197333,0.060950719,0.198347661,0.000000000,1.000000000
1580,8,-0.072098663,-0.095235137,0.072648927,0.029395905,0.215467064,0.000000000,1.000000000,2,-0.142122683,-0.142122683,0.068363161,0.048340055,0.185628732,0.000000000,1.000000000
1581,8,-0.079992631,-0.095464448,0.076462210,0.038126746,0.219666437,0.000000000,1.000000000,2,-0.135905561,-0.135905561,0.043306531,0.030622342,0.163465669,0.000000000,1.000000000
1582,8,-0.089037905,-0.089755160,0.071014616,0.054824547,0.198142009,0.000000000,1.000000000,2,-0.129819857,-0.129819857,0.018548767,0.013115959,0.141624220,0.000000000,1.000000000
1583,8,-0.089691405,-0.074282353,0.057740183,0.050147709,0.143816442,0.125000000,0.875000000,2,-0.135820219,-0.135820219,0.002534351,0.001792057,0.137433070,0.000000000,1.000000000
1584,8,-0.085394465,-0.072140537,0.065434014,0.057058035,0.149640595,0.250000000,0.750000000,2,-0.138863744,-0.138863744,0.013293237,0.009399738,0.147323508,0.000000000,1.000000000
1585,8,-0.080963836,-0.074094732,0.066101213,0.061842804,0.154431215,0.125000000,0.875000000,2,-0.152885814,-0.152885814,0.012075022,0.008538330,0.160570311,0.000000000,1.000000000
1586,8,-0.075751623,-0.077681243,0.060506316,0.057120745,0.156241581,0.000000000,1.000000000,2,-0.159405175,-0.159405175,0.013305979,0.009408748,0.167873048,0.000000000,1.000000000
1587,8,-0.072629888,-0.084187390,0.058620364,0.038881385,0.169628848,0.000000000,1.000000000,3,-0.148216149,-0.110614325,0.082397070,0.019286459,0.165573962,0.000000000,1.000000000
1588,8,-0.069686752,-0.088053825,0.053958602,0.029579163,0.169505507,0.000000000,1.000000000,3,-0.138190359,-0.111604115,0.065505493,0.021446391,0.157492111,0.000000000,1.000000000
1589,8,-0.065822924,-0.090999649,0.054057542,0.025339270,0.171049015,0.000000000,1.000000000,3,-0.147331471,-0.119305643,0.049441344,0.001035162,0.148263117,0.000000000,1.000000000
1590,8,-0.064971241,-0.091922299,0.058435663,0.030113317,0.172832618,0.000000000,1.000000000,3,-0.132878697,-0.117397686,0.034747678,0.008835539,0.140830683,0.000000000,1.000000000
1591,8,-0.065727384,-0.090237940,0.064232083,0.043351309,0.174739553,0.000000000,1.000000000,3,-0.125061686,-0.133398162,0.040546111,0.027393462,0.172224288,0.000000000,1.000000000
1592,8,-0.067437679,-0.087804669,0.068713838,0.055966296,0.180868742,0.125000000,0.875000000,3,-0.117417486,-0.101388750,0.033120196,0.006027765,0.122842474,0.000000000,1.000000000
1593,8,-0.070765536,-0.086449075,0.067619453,0.058497197,0.179126484,0.000000000,1.000000000,3,-0.122581334,-0.097151922,0.047854153,0.004341511,0.126488695,0.000000000,1.000000000
1594,8,-0.073176214,-0.086962487,0.065344794,0.049435350,0.178215830,0.000000000,1.000000000,2,-0.122204158,-0.122204158,0.008997224,0.006361998,0.127929956,0.000000000,1.000000000
1595,8,-0.069186585,-0.086324867,0.065106896,0.047006177,0.181704934,0.000000000,1.000000000,2,-0.116860657,-0.116860657,0.018620865,0.013166940,0.128710903,0.000000000,1.000000000
1596,8,-0.057776299,-0.082555635,0.062182628,0.034048801,0.175551867,0.000000000,1.000000000,2,-0.115295029,-0.115295029,0.027096355,0.019160016,0.132539044,0.000000000,1.000000000
1597,8,-0.060812246,-0.082100788,0.062070448,0.031520681,0.176271211,0.000000000,1.000000000,2,-0.120574871,-0.120574871,0.028920873,0.020450145,0.138980002,0.000000000,1.000000000
1598,8,-0.066615578,-0.084737489,0.062863203,0.040945225,0.180362135,0.000000000,1.000000000,2,-0.128826529,-0.128826529,0.024952968,0.017644413,0.144706500,0.000000000,1.000000000
1599,8,-0.076184558,-0.085180353,0.054951786,0.038373985,0.165036146,0.000000000,1.000000000,2,-0.132663256,-0.132663256,0.021940894,0.015514555,0.146626355,0.000000000,1.000000000
1600,8,-0.089154179,-0.087254176,0.048212849,0.033338353,0.152305397,0.000000000,1.000000000,2,-0.127387591,-0.127387591,0.022282325,0.015755983,0.141567976,0.000000000,1.000000000
1601,8,-0.090892220,-0.091026636,0.046077526,0.030647813,0.151708571,0.000000000,1.000000000,2,-0.114724870,-0.114724870,0.018691175,0.013216656,0.126619861,0.000000000,1.000000000
1602,8,-0.097925075,-0.094202625,0.048231624,0.027366355,0.151173412,0.000000000,1.000000000,2,-0.105483377,-0.105483377,0.015207714,0.010753478,0.115161507,0.000000000,1.000000000
1603,8,-0.105463274,-0.094112877,0.051002448,0.018656104,0.152557407,0.000000000,1.000000000,2,-0.107126800,-0.107126800,0.015172251,0.010728401,0.116782361,0.000000000,1.000000000
1604,8,-0.106222270,-0.090810413,0.051161537,0.027420331,0.152942084,0.000000000,1.000000000,2,-0.116741723,-0.116741723,0.017172453,0.012142758,0.127670205,0.000000000,1.000000000
1605,8,-0.098873841,-0.087594937,0.049266420,0.038796173,0.151405906,0.000000000,1.000000000,2,-0.125882093,-0.125882093,0.022555155,0.015948903,0.140236105,0.000000000,1.000000000
1606,8,-0.092418443,-0.086718672,0.047676500,0.049139781,0.147002384,0.000000000,1.000000000,2,-0.132788193,-0.132788193,0.034814292,0.024617422,0.154943873,0.000000000,1.000000000
1607,8,-0.094616037,-0.087826699,0.047932892,0.044986212,0.144519295,0.000000000,1.000000000,2,-0.139551324,-0.139551324,0.046007905,0.032532502,0.168830576,0.000000000,1.000000000
1608,8,-0.106147231,-0.089079748,0.050368188,0.035524575,0.142869569,0.000000000,1.000000000,2,-0.139020840,-0.139020840,0.037062978,0.026207483,0.162607575,0.000000000,1.000000000
1609,8,-0.120673346,-0.090699350,0.056769770,0.024517524,0.147066894,0.000000000,1.000000000,2,-0.133020727,-0.133020727,0.021318366,0.015074361,0.146587652,0.000000000,1.000000000
1610,8,-0.125605559,-0.094366079,0.066147423,0.033091357,0.163024133,0.000000000,1.000000000,2,-0.125350712,-0.125350712,0.013555547,0.009585219,0.133977409,0.000000000,1.000000000
1611,8,-0.122524568,-0.096687365,0.071550696,0.051148553,0.178013849,0.125000000,0.875000000,2,-0.118663120,-0.118663120,0.006932703,0.004902161,0.123075065,0.000000000,1.000000000
1612,8,-0.107464085,-0.093222226,0.069570847,0.067502670,0.177186852,0.125000000,0.875000000,2,-0.114316640,-0.114316640,0.001855372,0.001311946,0.115497391,0.000000000,1.000000000
1613,9,-0.098258854,-0.095053900,0.064674878,0.062625500,0.166599437,0.000000000,1.000000000,2,-0.113056217,-0.113056217,0.007253896,0.005129279,0.117672569,0.000000000,1.000000000
1614,9,-0.099407946,-0.094829004,0.064409240,0.065300257,0.176483886,0.000000000,1.000000000,2,-0.116066968,-0.116066968,0.003033671,0.002145129,0.117997584,0.000000000,1.000000000
1615,9,-0.104684681,-0.099920359,0.068375075,0.061344462,0.195379639,0.111111111,0.888888889,2,-0.122132481,-0.122132481,0.013519730,0.009559893,0.130736384,0.000000000,1.000000000
1616,9,-0.107135298,-0.105112338,0.072597574,0.060535814,0.208815287,0.000000000,1.000000000,2,-0.129964039,-0.129964039,0.042023790,0.029715307,0.156707815,0.000000000,1.000000000
