v_px,fit_sample_count,fit_residual_median_mm,fit_residual_mean_mm,fit_residual_std_mm,fit_residual_mad_mm,fit_residual_p95_abs_mm,fit_positive_fraction,fit_sign_consistency,validation_sample_count,validation_residual_median_mm,validation_residual_mean_mm,validation_residual_std_mm,validation_residual_mad_mm,validation_residual_p95_abs_mm,validation_positive_fraction,validation_sign_consistency
153,5,0.164979899,0.181308127,0.190262870,0.120569277,0.432215339,1.000000000,1.000000000,2,0.204100998,0.204100998,0.376522519,0.266241626,0.449932524,0.500000000,0.500000000
154,5,0.173040974,0.181891860,0.194779650,0.124582452,0.435758492,0.800000000,0.800000000,2,0.190979774,0.190979774,0.364024226,0.257403999,0.429285796,0.500000000,0.500000000
155,5,0.178509939,0.178127162,0.184784036,0.118756771,0.413136019,0.800000000,0.800000000,2,0.187410071,0.187410071,0.348729760,0.246589178,0.415258242,0.500000000,0.500000000
156,5,0.176820985,0.177621807,0.182989453,0.100424937,0.407545093,0.800000000,0.800000000,2,0.201319747,0.201319747,0.354104044,0.250389371,0.431577144,0.500000000,0.500000000
157,5,0.171533700,0.178833620,0.181748235,0.070293001,0.406078780,0.800000000,0.800000000,2,0.222187636,0.222187636,0.374505068,0.264815073,0.464783946,0.500000000,0.500000000
158,5,0.164842812,0.178366936,0.174586768,0.045851709,0.396894287,0.800000000,0.800000000,2,0.243927515,0.243927515,0.393616370,0.278328805,0.497863568,0.500000000,0.500000000
159,5,0.157508319,0.181227035,0.166854433,0.021934570,0.391340309,0.800000000,0.800000000,2,0.259749688,0.259749688,0.399067856,0.282183587,0.515958306,0.500000000,0.500000000
160,5,0.154408025,0.184482622,0.172902113,0.009070475,0.406801628,0.800000000,0.800000000,3,0.075726465,0.192756279,0.284796496,0.090607606,0.473253807,0.666666667,0.666666667
161,5,0.137426867,0.184174768,0.184388955,0.026237574,0.429186587,1.000000000,1.000000000,2,0.236430539,0.236430539,0.359534443,0.254229243,0.467016728,0.500000000,0.500000000
162,5,0.134317290,0.181317214,0.199149285,0.043797649,0.448465237,0.800000000,0.800000000,2,0.234314522,0.234314522,0.364093810,0.257453202,0.468336272,0.500000000,0.500000000
163,5,0.139764206,0.173130686,0.202798792,0.080868480,0.443620920,0.800000000,0.800000000,2,0.233326702,0.233326702,0.365885556,0.258720158,0.468714189,0.500000000,0.500000000
164,5,0.140930063,0.162335435,0.202366243,0.110498205,0.428510629,0.800000000,0.800000000,2,0.224209872,0.224209872,0.354472522,0.250649924,0.452438809,0.500000000,0.500000000
165,5,0.140279027,0.154149648,0.202437144,0.122817325,0.414927351,0.800000000,0.800000000,2,0.213838527,0.213838527,0.344795097,0.243806951,0.436261626,0.500000000,0.500000000
166,5,0.150187791,0.155543464,0.202642836,0.120316654,0.409561541,0.800000000,0.800000000,2,0.215843480,0.215843480,0.353296432,0.249818303,0.444077435,0.500000000,0.500000000
167,5,0.165099311,0.166324679,0.209217867,0.113750470,0.425104571,0.800000000,0.800000000,2,0.231760091,0.231760091,0.374059309,0.264499874,0.473083956,0.500000000,0.500000000
168,5,0.175290777,0.180058356,0.222989870,0.112479382,0.458823951,0.800000000,0.800000000,2,0.244365450,0.244365450,0.379897357,0.268627997,0.488556902,0.500000000,0.500000000
169,5,0.187525549,0.191254447,0.236560663,0.128626350,0.490634608,0.800000000,0.800000000,2,0.262891668,0.262891668,0.385967020,0.272919897,0.509522398,0.500000000,0.500000000
170,5,0.214290382,0.198224459,0.244523942,0.166896267,0.505583996,0.800000000,0.800000000,2,0.279684900,0.279684900,0.387696628,0.274142915,0.526413523,1.000000000,1.000000000
171,5,0.207322704,0.197274192,0.241941198,0.166290513,0.501181167,0.800000000,0.800000000,2,0.292239401,0.292239401,0.386871165,0.273559224,0.538442702,1.000000000,1.000000000
172,5,0.177008956,0.184076595,0.230947936,0.153286736,0.476004942,0.800000000,0.800000000,2,0.296454925,0.296454925,0.378270650,0.267477742,0.537184893,1.000000000,1.000000000
173,5,0.151144075,0.171282538,0.208966667,0.121655370,0.439086364,0.800000000,0.800000000,2,0.289152487,0.289152487,0.356466260,0.252059710,0.516006226,1.000000000,1.000000000
174,5,0.147435493,0.164515423,0.190412215,0.118289522,0.410892716,0.800000000,0.800000000,2,0.269006002,0.269006002,0.327381657,0.231493790,0.477350413,1.000000000,1.000000000
175,5,0.170513697,0.176251638,0.184014061,0.118596136,0.414562511,0.800000000,0.800000000,2,0.237916370,0.237916370,0.311931921,0.220569177,0.436428629,1.000000000,1.000000000
176,5,0.191594601,0.197231321,0.185547693,0.095680853,0.436971379,1.000000000,1.000000000,2,0.210397538,0.210397538,0.320981031,0.226967863,0.416325648,0.500000000,0.500000000
177,5,0.185119672,0.206735836,0.184472460,0.066147166,0.447096991,1.000000000,1.000000000,2,0.206323974,0.206323974,0.364096728,0.257455266,0.443146843,0.500000000,0.500000000
178,5,0.173038337,0.206650559,0.182485280,0.039679801,0.446450357,1.000000000,1.000000000,2,0.211732576,0.211732576,0.407380301,0.288061373,0.478620692,0.500000000,0.500000000
179,5,0.158027492,0.199545335,0.184603251,0.023583385,0.440755269,1.000000000,1.000000000,2,0.218085739,0.218085739,0.429814838,0.303924987,0.500202151,0.500000000,0.500000000
180,5,0.148076732,0.187329189,0.187952155,0.009840829,0.430074725,0.800000000,0.800000000,2,0.226985205,0.226985205,0.434535785,0.307263200,0.511549885,0.500000000,0.500000000
181,5,0.140802041,0.174616847,0.189407365,0.015419111,0.419519873,0.800000000,0.800000000,2,0.234651466,0.234651466,0.427517880,0.302300792,0.513487111,0.500000000,0.500000000
182,5,0.145366709,0.171925584,0.189333103,0.040969426,0.417619565,0.800000000,0.800000000,2,0.239574048,0.239574048,0.423262337,0.299291669,0.514908312,0.500000000,0.500000000
183,5,0.171673845,0.179958719,0.187139842,0.078559882,0.421099712,0.800000000,0.800000000,2,0.238026800,0.238026800,0.421100011,0.297762673,0.511986793,0.500000000,0.500000000
184,5,0.179652278,0.188938532,0.187145613,0.099148714,0.431614955,0.800000000,0.800000000,2,0.231318274,0.231318274,0.410493148,0.290262489,0.498448936,0.500000000,0.500000000
185,5,0.177025586,0.193238309,0.190412946,0.111976501,0.441722888,1.000000000,1.000000000,2,0.226947074,0.226947074,0.398019183,0.281442063,0.485694430,0.500000000,0.500000000
186,5,0.170129612,0.190772321,0.191869532,0.119435705,0.440433181,1.000000000,1.000000000,2,0.223633055,0.223633055,0.389337425,0.275303134,0.476572883,0.500000000,0.500000000
187,5,0.170488739,0.185870234,0.189448438,0.122275609,0.428081946,0.800000000,0.800000000,2,0.213126036,0.213126036,0.375322353,0.265392981,0.457206413,0.500000000,0.500000000
188,5,0.175619192,0.182979308,0.183197128,0.113167196,0.412623505,0.800000000,0.800000000,2,0.202368728,0.202368728,0.360435662,0.254866501,0.436998357,0.500000000,0.500000000
189,5,0.171972805,0.181615476,0.178803299,0.091192476,0.405217576,0.800000000,0.800000000,2,0.214026317,0.214026317,0.373383087,0.264021713,0.456645398,0.500000000,0.500000000
190,5,0.161162957,0.181370753,0.181005289,0.070320582,0.410879450,0.800000000,0.800000000,2,0.228690858,0.228690858,0.385684287,0.272719975,0.478541747,0.500000000,0.500000000
191,5,0.148634756,0.182183994,0.185510785,0.065228170,0.423744399,0.800000000,0.800000000,2,0.234376881,0.234376881,0.382834684,0.270705001,0.481644194,0.500000000,0.500000000
192,5,0.135247391,0.175060470,0.188469261,0.049796273,0.423495210,0.800000000,0.800000000,2,0.225303773,0.225303773,0.364060768,0.257429838,0.460203233,0.500000000,0.500000000
193,5,0.123734458,0.166187997,0.171969851,0.032630124,0.395445707,0.800000000,0.800000000,2,0.200474751,0.200474751,0.334259994,0.236357509,0.416784785,0.500000000,0.500000000
194,5,0.123229820,0.157343504,0.153547782,0.026324666,0.361326396,1.000000000,1.000000000,2,0.174621153,0.174621153,0.307984996,0.217778280,0.374937317,0.500000000,0.500000000
195,5,0.136593325,0.151013291,0.141849298,0.042010178,0.335145239,1.000000000,1.000000000,2,0.165447728,0.165447728,0.296817150,0.209881420,0.358784375,0.500000000,0.500000000
196,5,0.136219689,0.148357315,0.142473057,0.041529878,0.329837821,0.800000000,0.800000000,2,0.179285970,0.179285970,0.304804109,0.215529052,0.376886425,0.500000000,0.500000000
197,5,0.137344348,0.150958188,0.152902043,0.040923793,0.343406090,0.800000000,0.800000000,2,0.197988035,0.197988035,0.323457762,0.228719177,0.406908409,0.500000000,0.500000000
198,5,0.145954655,0.155993063,0.168038043,0.053720216,0.367473883,0.800000000,0.800000000,2,0.205973404,0.205973404,0.344500405,0.243598572,0.428974636,0.500000000,0.500000000
199,5,0.156070461,0.159353229,0.184337708,0.075098726,0.393197374,0.800000000,0.800000000,2,0.203326300,0.203326300,0.359577106,0.254259410,0.437253080,0.500000000,0.500000000
200,5,0.136614520,0.162290218,0.198685721,0.066284480,0.420801619,0.800000000,0.800000000,3,0.027638597,0.139976643,0.272010548,0.085510373,0.410933975,0.666666667,0.666666667
201,5,0.126752084,0.168317327,0.206213664,0.068643229,0.438458852,0.800000000,0.800000000,2,0.190027516,0.190027516,0.346078522,0.244714470,0.415739234,0.500000000,0.500000000
202,6,0.169122369,0.265827849,0.289833103,0.148338516,0.670688407,0.833333333,0.833333333,2,0.190417141,0.190417141,0.335225691,0.237040359,0.408415786,0.500000000,0.500000000
203,6,0.170945665,0.260957104,0.279485629,0.144299223,0.651100881,0.833333333,0.833333333,2,0.188138216,0.188138216,0.350079425,0.247543536,0.416867930,0.500000000,0.500000000
204,6,0.160700874,0.240009208,0.261851963,0.149145474,0.597452443,0.833333333,0.833333333,2,0.199675404,0.199675404,0.361826416,0.255849912,0.435557776,0.500000000,0.500000000
205,6,0.135779947,0.210422376,0.240831109,0.138519461,0.527682492,0.833333333,0.833333333,2,0.211064526,0.211064526,0.372829314,0.263630136,0.453588209,0.500000000,0.500000000
206,6,0.116619108,0.199105842,0.231630017,0.115430759,0.504693728,0.833333333,0.833333333,2,0.221503638,0.221503638,0.368368878,0.260476131,0.459829405,0.500000000,0.500000000
207,6,0.123484653,0.205638396,0.228276793,0.113920616,0.511752315,0.833333333,0.833333333,2,0.229643002,0.229643002,0.350853271,0.248090727,0.454769429,0.500000000,0.500000000
208,6,0.149567531,0.208563023,0.219197241,0.140535827,0.509759680,0.833333333,0.833333333,2,0.231373625,0.231373625,0.333349153,0.235713447,0.443949709,0.500000000,0.500000000
209,6,0.174716589,0.197523333,0.204232013,0.126089068,0.477236913,0.833333333,0.833333333,2,0.222394043,0.222394043,0.312036193,0.220642908,0.420972660,1.000000000,1.000000000
210,7,0.173848490,0.249742096,0.270552476,0.131840345,0.654663703,0.857142857,0.857142857,2,0.203112381,0.203112381,0.284483783,0.201160412,0.384156752,1.000000000,1.000000000
211,7,0.170684254,0.231563764,0.277308676,0.116360768,0.649676503,0.857142857,0.857142857,2,0.171597296,0.171597296,0.250531905,0.177152809,0.331590375,0.500000000,0.500000000
212,7,0.148299935,0.206612547,0.269871742,0.186340901,0.606605993,0.714285714,0.714285714,2,0.122376568,0.122376568,0.211430343,0.149503830,0.259642741,0.500000000,0.500000000
213,7,0.152498573,0.195001820,0.269204357,0.196733507,0.582180803,0.714285714,0.714285714,2,0.065569167,0.065569167,0.174678831,0.123516586,0.182528836,0.500000000,0.500000000
214,7,0.149600298,0.203750168,0.280748955,0.189256052,0.603721205,0.714285714,0.714285714,2,0.016052949,0.016052949,0.138021775,0.097596133,0.112043787,0.500000000,0.500000000
215,7,0.161064196,0.210940753,0.291682008,0.205574173,0.627728696,0.714285714,0.714285714,2,-0.015444394,-0.015444394,0.101506227,0.071775741,0.085675696,0.500000000,0.500000000
216,7,0.141714839,0.209515842,0.298419667,0.192986155,0.638896507,0.714285714,0.714285714,2,-0.034133792,-0.034133792,0.068903576,0.048722186,0.079442599,0.500000000,0.500000000
217,7,0.126533560,0.199998761,0.298707341,0.183354248,0.634442118,0.714285714,0.714285714,2,-0.042840090,-0.042840090,0.051990128,0.036762572,0.075926405,0.000000000,1.000000000
218,7,0.118272161,0.189925321,0.297065721,0.178002996,0.625935471,0.714285714,0.714285714,2,-0.042175576,-0.042175576,0.051137451,0.036159638,0.074719250,0.000000000,1.000000000
219,7,0.120131158,0.187509970,0.295672370,0.177308311,0.623066181,0.714285714,0.714285714,2,-0.035230731,-0.035230731,0.054152068,0.038291294,0.069998952,0.500000000,0.500000000
220,7,0.120831908,0.185885810,0.294955256,0.175124736,0.621520849,0.714285714,0.714285714,2,-0.029295632,-0.029295632,0.050720962,0.035865136,0.062231205,0.500000000,0.500000000
221,7,0.140853465,0.192314956,0.288832213,0.191631761,0.614437099,0.714285714,0.714285714,2,-0.029885260,-0.029885260,0.043465633,0.030734844,0.057631578,0.500000000,0.500000000
222,7,0.156862336,0.192430164,0.284055960,0.202643818,0.604286596,0.714285714,0.714285714,2,-0.034336677,-0.034336677,0.037438200,0.026472805,0.058162202,0.000000000,1.000000000
223,7,0.140103930,0.188618304,0.279443886,0.177105116,0.593564048,0.714285714,0.714285714,2,-0.036292019,-0.036292019,0.031963052,0.022601291,0.056633181,0.000000000,1.000000000
224,7,0.146916418,0.196254071,0.276853296,0.175230369,0.599768773,0.714285714,0.714285714,2,-0.030616201,-0.030616201,0.027869653,0.019706821,0.048352340,0.000000000,1.000000000
225,7,0.123761348,0.199857982,0.277932547,0.147389315,0.611825704,0.714285714,0.714285714,2,-0.019591546,-0.019591546,0.028294169,0.020006999,0.037639390,0.500000000,0.500000000
226,7,0.143090653,0.202611804,0.272166864,0.164511209,0.605109507,0.714285714,0.714285714,2,-0.007671311,-0.007671311,0.026193427,0.018521550,0.025425730,0.500000000,0.500000000
227,7,0.152815121,0.200652445,0.270160981,0.176603281,0.599542954,0.714285714,0.714285714,2,0.000020458,0.000020458,0.016196199,0.011452442,0.011470855,0.500000000,0.500000000
228,8,0.157162233,0.193931533,0.255825750,0.144604986,0.598822112,0.750000000,0.750000000,2,0.001504852,0.001504852,0.007317631,0.005174346,0.006528713,0.500000000,0.500000000
229,7,0.151643306,0.197168637,0.280825385,0.186420522,0.620049819,0.714285714,0.714285714,2,-0.000598583,-0.000598583,0.010196588,0.007210076,0.007748801,0.500000000,0.500000000
230,7,0.156815407,0.195909895,0.277410419,0.194092249,0.615727836,0.714285714,0.714285714,2,-0.004737573,-0.004737573,0.022540320,0.015938413,0.020202229,0.500000000,0.500000000
231,7,0.158651029,0.189170458,0.268152878,0.199471572,0.592653711,0.714285714,0.714285714,2,-0.009059192,-0.009059192,0.035553289,0.025139972,0.033293245,0.500000000,0.500000000
232,7,0.157001415,0.179590428,0.262671503,0.199696261,0.568554591,0.714285714,0.714285714,2,-0.014452451,-0.014452451,0.043517601,0.030771591,0.043778796,0.500000000,0.500000000
233,7,0.156681199,0.177595014,0.264688005,0.194725815,0.564507974,0.714285714,0.714285714,3,0.005767871,0.027004902,0.093879095,0.060204356,0.122158638,0.666666667,0.666666667
234,7,0.157515641,0.186017065,0.272938655,0.192177086,0.584388977,0.714285714,0.714285714,2,-0.035972596,-0.035972596,0.037793110,0.026723764,0.060023984,0.000000000,1.000000000
235,7,0.165573742,0.195035170,0.280201466,0.209081324,0.604734231,0.714285714,0.714285714,2,-0.043941520,-0.043941520,0.037488004,0.026508022,0.067798740,0.000000000,1.000000000
236,7,0.174810386,0.196612042,0.284594861,0.237717022,0.612854419,0.714285714,0.714285714,2,-0.045518066,-0.045518066,0.044099287,0.031182905,0.073582681,0.000000000,1.000000000
237,7,0.172617676,0.188695795,0.279575371,0.249957337,0.594123829,0.714285714,0.714285714,2,-0.040894627,-0.040894627,0.055050682,0.038926710,0.075928667,0.000000000,1.000000000
238,7,0.143447567,0.182659048,0.277953261,0.216959068,0.589334361,0.714285714,0.714285714,2,-0.036655576,-0.036655576,0.062346482,0.044085620,0.077075639,0.500000000,0.500000000
239,7,0.120391183,0.179046623,0.276091105,0.178806889,0.587336988,0.714285714,0.714285714,2,-0.038231684,-0.038231684,0.063844846,0.045145123,0.079553639,0.500000000,0.500000000
240,7,0.127605338,0.173647501,0.263875639,0.174269692,0.559291196,0.714285714,0.714285714,2,-0.043442353,-0.043442353,0.063862314,0.045157475,0.084255593,0.500000000,0.500000000
241,7,0.136002050,0.170577058,0.257461917,0.189989661,0.541478362,0.714285714,0.714285714,2,-0.050120348,-0.050120348,0.059883498,0.042344027,0.088229973,0.000000000,1.000000000
242,8,0.151399098,0.172493105,0.239713273,0.163545077,0.533086706,0.750000000,0.750000000,3,-0.020582618,-0.030950537,0.057712377,0.041457755,0.085917229,0.333333333,0.666666667
243,8,0.154265863,0.173570469,0.243805847,0.174311299,0.542353644,0.750000000,0.750000000,2,-0.060080373,-0.060080373,0.042618418,0.030135772,0.087202568,0.000000000,1.000000000
244,8,0.151364594,0.174024993,0.243728024,0.164912136,0.546801044,0.750000000,0.750000000,2,-0.056348862,-0.056348862,0.037425766,0.026464013,0.080166473,0.000000000,1.000000000
245,8,0.148356284,0.178383683,0.249306019,0.158386038,0.568411588,0.750000000,0.750000000,2,-0.052090335,-0.052090335,0.038448209,0.027186989,0.076558625,0.000000000,1.000000000
246,8,0.145179369,0.181580713,0.255863602,0.150819038,0.589412876,0.750000000,0.750000000,2,-0.054249056,-0.054249056,0.048064583,0.033986792,0.084837169,0.000000000,1.000000000
247,8,0.137864265,0.181724772,0.258789670,0.142569679,0.598020530,0.750000000,0.750000000,2,-0.056598503,-0.056598503,0.057278737,0.040502183,0.093050467,0.000000000,1.000000000
248,8,0.133120135,0.180735498,0.256258186,0.133513573,0.592595559,0.750000000,0.750000000,2,-0.051322590,-0.051322590,0.063869497,0.045162554,0.091968889,0.000000000,1.000000000
249,8,0.135383399,0.182777463,0.251701007,0.125764822,0.584218464,0.750000000,0.750000000,2,-0.041678475,-0.041678475,0.068627837,0.048527209,0.086037836,0.500000000,0.500000000
250,8,0.142909398,0.187140950,0.245911846,0.121971313,0.575498495,0.750000000,0.750000000,2,-0.039571710,-0.039571710,0.065353080,0.046211606,0.081826145,0.500000000,0.500000000
251,8,0.146731412,0.192657012,0.245792578,0.116846628,0.580887636,0.750000000,0.750000000,2,-0.045434203,-0.045434203,0.058741368,0.041536420,0.082816981,0.000000000,1.000000000
252,8,0.147346678,0.196595323,0.257231369,0.126703370,0.604565786,0.750000000,0.750000000,2,-0.054225605,-0.054225605,0.058508972,0.041372091,0.091460487,0.000000000,1.000000000
253,8,0.152859881,0.200067136,0.263854415,0.140222101,0.617979680,0.750000000,0.750000000,2,-0.062942136,-0.062942136,0.062540636,0.044222908,0.102742753,0.000000000,1.000000000
