weighting,profile_type,t,weak_singular_value,weak_to_strong_ratio,invalid_count,theta_axis_rad,phi_axis_rad,A_x_mm,A_y_mm,A_z_mm,alpha_rad,alpha_deg,rmse_mm,p95_abs_mm,residual_energy,explained_fraction_vs_theta0
v_region_equal,weak_singular_direction,-6.4,2.17890623813e-05,1.50726027786e-06,0,2.58784868252,-0.0053067417898,-398.661579599,78.3311642883,468.36394205,1.56161956575,89.4742103227,0.0449784287074,0.0969591982837,35.5330091364,0.945679699503
v_region_equal,weak_singular_direction,-6.2,2.17890623813e-05,1.50726027786e-06,0,2.58787242971,-0.00528688339121,-397.022478265,77.7932623859,469.352568861,1.56165712514,89.4763623172,0.0438984413342,0.0952209112976,33.8471128343,0.948256976124
v_region_equal,weak_singular_direction,-6,2.17890623813e-05,1.50726027786e-06,0,2.5878961769,-0.00526702499261,-395.383376931,77.2553604834,470.341195672,1.56169468453,89.4785143117,0.0428944948796,0.0935378271311,32.3166656043,0.950596613421
v_region_equal,weak_singular_direction,-5.8,2.17890623813e-05,1.50726027786e-06,0,2.58791992409,-0.00524716659401,-393.744275597,76.717458581,471.329822483,1.56173224392,89.4806663062,0.0419653560545,0.0919099463111,30.9318042347,0.952713689559
v_region_equal,weak_singular_direction,-5.6,2.17890623813e-05,1.50726027786e-06,0,2.58794367128,-0.00522730819541,-392.105174263,76.1795566785,472.318449294,1.56176980331,89.4828183006,0.0411094910148,0.0903367843239,29.6829887773,0.954622788522
v_region_equal,weak_singular_direction,-5.4,2.17890623813e-05,1.50726027786e-06,0,2.58796741847,-0.00520744979681,-390.466072929,75.641654776,473.307076105,1.5618073627,89.4849702951,0.0403250588699,0.0888174242172,28.561002589,0.95633800005
v_region_equal,weak_singular_direction,-5.2,2.17890623813e-05,1.50726027786e-06,0,2.58799116566,-0.00518759139821,-388.826971595,75.1037528736,474.295702916,1.56184492209,89.4871222896,0.0396099120428,0.0873532368931,27.5569522991,0.957872919686
v_region_equal,weak_singular_direction,-5,2.17890623813e-05,1.50726027786e-06,0,2.58801491285,-0.00516773299962,-387.187870261,74.5658509711,475.284329727,1.56188248148,89.4892742841,0.0389616041447,0.0863271213638,26.662267879,0.959240648672
v_region_equal,weak_singular_direction,-4.8,2.17890623813e-05,1.50726027786e-06,0,2.58803866004,-0.00514787460102,-385.548768927,74.0279490687,476.272956538,1.56192004087,89.4914262786,0.0383774054246,0.0853127796349,25.8687026405,0.96045379395
v_region_equal,weak_singular_direction,-4.6,2.17890623813e-05,1.50726027786e-06,0,2.58806240723,-0.00512801620242,-383.909667594,73.4900471662,477.261583349,1.56195760026,89.4935782731,0.0378543256169,0.084527199495,25.1683332363,0.96152446816
v_region_equal,weak_singular_direction,-4.4,2.17890623813e-05,1.50726027786e-06,0,2.58808615442,-0.00510815780382,-382.27056626,72.9521452638,478.25021016,1.56199515965,89.4957302676,0.0373891435875,0.0836745760694,24.5535596944,0.962464289592
v_region_equal,weak_singular_direction,-4.2,2.17890623813e-05,1.50726027786e-06,0,2.58810990161,-0.00508829940522,-380.631464926,72.4142433613,479.238836971,1.56203271904,89.497882262,0.036978442748,0.0828957612733,24.0171054258,0.96328438217
v_region_equal,weak_singular_direction,-4,2.17890623813e-05,1.50726027786e-06,0,2.5881336488,-0.00506844100663,-378.992363592,71.8763414589,480.227463781,1.56207027842,89.5000342565,0.0366186509753,0.0825185980793,23.5520172252,0.963995375453
v_region_equal,weak_singular_direction,-3.8,2.17890623813e-05,1.50726027786e-06,0,2.58815739599,-0.00504858260803,-377.353262258,71.3384395564,481.216090592,1.56210783781,89.502186251,0.0363060836125,0.0822374463742,23.1516653066,0.964607404579
v_region_equal,weak_singular_direction,-3.6,2.17890623813e-05,1.50726027786e-06,0,2.58818114318,-0.00502872420943,-375.714160924,70.800537654,482.204717403,1.5621453972,89.5043382455,0.0360369879558,0.0816924660585,22.8097432943,0.96513011028
v_region_equal,weak_singular_direction,-3.4,2.17890623813e-05,1.50726027786e-06,0,2.58820489037,-0.00500886581083,-374.07505959,70.2626357515,483.193344214,1.56218295659,89.50649024,0.0358075877875,0.081365044138,22.5202682393,0.965572638857
v_region_equal,weak_singular_direction,-3.2,2.17890623813e-05,1.50726027786e-06,0,2.58822863756,-0.00498900741223,-372.435958256,69.7247338491,484.181971025,1.56222051598,89.5086422345,0.0356141265724,0.0811449798769,22.2775806263,0.965943642169
v_region_equal,weak_singular_direction,-3,2.17890623813e-05,1.50726027786e-06,0,2.58825238475,-0.00496914901363,-370.796856922,69.1868319466,485.170597836,1.56225807537,89.510794229,0.0354529081841,0.0808595320998,22.0763443842,0.966251277616
