heldout_frame,weighting,region,v_min_px,v_max_px,sample_count,before_rmse_mm,after_rmse_mm,before_p95_abs_mm,after_p95_abs_mm,explained_fraction
004,frame_equal,bin_1500_1799,1500,1800,209,0.102249769953,0.0277108208871,0.170491203431,0.0505435448932,0.926552992915
004,frame_equal,bin_1800_2099,1800,2100,187,0.0896513193303,0.0281737279154,0.12383813708,0.0477404362533,0.901241323306
004,frame_equal,bin_2100_2399,2100,2400,95,0.0857623527816,0.0396288899845,0.133411011963,0.0619972867296,0.786483991571
004,frame_equal,bin_2400_2699,2400,2700,136,0.0794469072359,0.0443482557161,0.113404131262,0.0670249845846,0.688398818747
004,frame_equal,bin_2700_2999,2700,3000,260,0.305949806109,0.066224335253,0.37825304095,0.0992510222171,0.953147275464
004,frame_equal,extrap_top_v_lt_242,0,241.997693497,32,0.657491462108,0.293225319191,0.711978612173,0.319084892657,0.801105533743
004,frame_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,260,0.305949806109,0.066224335253,0.37825304095,0.0992510222171,0.953147275464
004,v_region_equal,top_0_299,0,300,90,0.608852179204,0.265779682941,0.691771418308,0.305410938195,0.809445228326
004,v_region_equal,middle_300_2699,300,2700,1229,0.101866949987,0.0482112138305,0.191208235087,0.0860176265081,0.776009537836
004,v_region_equal,bottom_2700_2999,2700,3000,260,0.305949806109,0.0846802388187,0.378717789227,0.119683165379,0.923393824036
004,v_region_equal,bin_0000_0299,0,300,90,0.608852179204,0.265779682941,0.691771418308,0.305410938195,0.809445228326
004,v_region_equal,bin_0300_0599,300,600,176,0.118523535766,0.0577082947633,0.38189310954,0.15767512055,0.762935084432
004,v_region_equal,bin_0600_0899,600,900,209,0.180801079447,0.0810859726209,0.221865568798,0.0995096589229,0.79886417891
004,v_region_equal,bin_0900_1199,900,1200,112,0.0458826431298,0.0361978694368,0.0894060419261,0.059739764244,0.37760060424
004,v_region_equal,bin_1200_1499,1200,1500,105,0.0448727251313,0.0591494380575,0.0752618786987,0.0766796364865,-0.73754617914
004,v_region_equal,bin_1500_1799,1500,1800,209,0.102249769953,0.028205718995,0.170491203431,0.051500437482,0.923906130277
004,v_region_equal,bin_1800_2099,1800,2100,187,0.0896513193303,0.0261359337024,0.12383813708,0.0454970994654,0.915011009761
004,v_region_equal,bin_2100_2399,2100,2400,95,0.0857623527816,0.0336018555706,0.133411011963,0.055117961679,0.846491245552
004,v_region_equal,bin_2400_2699,2400,2700,136,0.0794469072359,0.0356750723213,0.113404131262,0.0582043112127,0.798360443437
004,v_region_equal,bin_2700_2999,2700,3000,260,0.305949806109,0.0846802388187,0.378717789227,0.119683165379,0.923393824036
004,v_region_equal,extrap_top_v_lt_242,0,241.997693497,32,0.657491462108,0.287005535302,0.711978612173,0.312710094775,0.809453792064
004,v_region_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,260,0.305949806109,0.0846802388187,0.378717789227,0.119683165379,0.923393824036
005,point_equal,top_0_299,0,300,300,0.092046791351,0.0472107041817,0.142669676449,0.0682008012264,0.73693464985
005,point_equal,middle_300_2699,300,2700,2382,0.113627066105,0.0527356823262,0.190169022324,0.110169848564,0.784600072513
005,point_equal,bottom_2700_2999,2700,3000,172,0.159453010187,0.116273935084,0.298981119673,0.184374875502,0.468260042452
005,point_equal,bin_0000_0299,0,300,300,0.092046791351,0.0472107041817,0.142669676449,0.0682008012264,0.73693464985
005,point_equal,bin_0300_0599,300,600,300,0.0743435776348,0.0826061964635,0.12668617979,0.108323492585,-0.234634299962
005,point_equal,bin_0600_0899,600,900,300,0.157253893858,0.105456614602,0.197246629806,0.125584311979,0.55027727388
005,point_equal,bin_0900_1199,900,1200,300,0.0768300638025,0.0443876379909,0.135206806173,0.0796556381924,0.66621894488
005,point_equal,bin_1200_1499,1200,1500,300,0.0303422057484,0.0240731541242,0.0601468084032,0.0428021736116,0.37053484397
005,point_equal,bin_1500_1799,1500,1800,297,0.0969446111697,0.0228776834198,0.145974813964,0.0399850635717,0.944310060546
005,point_equal,bin_1800_2099,1800,2100,294,0.0911354607283,0.0112737366287,0.126033136081,0.0220828964677,0.98469754952
005,point_equal,bin_2100_2399,2100,2400,291,0.134156671923,0.01712474161,0.171847327226,0.0279077364479,0.983706157931
005,point_equal,bin_2400_2699,2400,2700,300,0.174737075978,0.025685116256,0.251463323696,0.0510550282461,0.978393076043
005,point_equal,bin_2700_2999,2700,3000,172,0.159453010187,0.116273935084,0.298981119673,0.184374875502,0.468260042452
005,point_equal,extrap_top_v_lt_242,0,241.997693497,242,0.0994214045638,0.0461193449515,0.144158228713,0.0696151225341,0.784817736325
005,point_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,140,0.10833421007,0.124288778595,0.223842695154,0.188466229617,-0.31623246461
005,frame_equal,top_0_299,0,300,300,0.092046791351,0.0466193681074,0.142669676449,0.0676067087983,0.743483410482
005,frame_equal,middle_300_2699,300,2700,2382,0.113627066105,0.0526057020313,0.190169022324,0.109963102213,0.785660578082
005,frame_equal,bottom_2700_2999,2700,3000,172,0.159453010187,0.116493195217,0.298981119673,0.184627711358,0.466252725827
005,frame_equal,bin_0000_0299,0,300,300,0.092046791351,0.0466193681074,0.142669676449,0.0676067087983,0.743483410482
005,frame_equal,bin_0300_0599,300,600,300,0.0743435776348,0.0822503389223,0.12668617979,0.107984662392,-0.224019900484
